area_id,area_name,b09005001,b09005001_moe,b09005002,b09005002_moe,b09005003,b09005003_moe,b09005004,b09005004_moe,b09005005,b09005005_moe,b09005006,b09005006_moe
BK09,Brooklyn Heights-Cobble Hill,2971,420,2971,420,2674,407,150,91,147,89,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11255,845,11240,845,7691,721,997,397,2552,571,15,59
BK19,Brighton Beach,5245,643,5212,642,4208,616,406,202,598,223,33,52
BK21,Seagate-Coney Island,6442,764,6442,764,3019,596,123,86,3300,578,0,38
BK23,West Brighton,1287,245,1287,245,897,228,23,35,367,159,0,27
BK25,Homecrest,10131,900,10104,902,8651,848,285,149,1168,388,27,56
BK26,Gravesend,5203,703,5192,703,3807,579,53,55,1332,464,11,38
BK27,Bath Beach,5682,628,5682,628,4889,611,126,93,667,209,0,40
BK28,Bensonhurst West,18118,1054,18110,1054,15092,1021,996,305,2022,423,8,64
BK29,Bensonhurst East,11616,804,11555,803,9682,776,508,198,1365,315,61,89
BK30,Dyker Heights,9278,779,9255,779,7699,764,278,183,1278,299,23,62
BK31,Bay Ridge,17032,1084,16983,1084,13610,1012,709,290,2664,558,49,74
BK32,Sunset Park West,12821,907,12790,908,7980,833,1478,419,3332,586,31,58
BK33,Carroll Gardens-Columbia Street-Red Hook,7662,664,7662,664,4383,500,570,289,2709,512,0,45
BK34,Sunset Park East,17646,1108,17568,1113,12480,1069,1412,341,3676,564,78,83
BK35,Stuyvesant Heights,16199,1163,16164,1161,4664,703,1012,296,10488,1062,35,60
BK37,Park Slope-Gowanus,12931,917,12918,917,10115,832,730,262,2073,438,13,60
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6343,605,6329,605,3158,432,178,94,2993,536,14,45
BK40,Windsor Terrace,4183,546,4174,546,3148,479,267,170,759,298,9,33
BK41,Kensington-Ocean Parkway,9656,883,9647,883,8090,859,400,194,1157,443,9,39
BK42,Flatbush,25506,1434,25469,1435,14432,1241,1871,419,9166,954,37,74
BK43,Midwood,13301,1035,13287,1035,11710,1004,327,236,1250,326,14,54
BK44,Madison,8334,715,8334,715,7252,717,299,179,783,216,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12194,844,12194,844,9754,857,640,276,1800,411,0,55
BK46,Ocean Parkway South,5557,681,5557,681,5134,679,127,100,296,123,0,36
BK50,Canarsie,21143,1112,21100,1112,11088,945,1413,367,8599,783,43,86
BK58,Flatlands,16832,944,16744,947,9555,818,1067,294,6122,670,88,112
BK60,Prospect Lefferts Gardens-Wingate,15250,1118,15204,1117,6701,883,969,336,7534,921,46,74
BK61,Crown Heights North,22617,1278,22565,1278,6957,873,1949,499,13659,1088,52,87
BK63,Crown Heights South,11164,974,11131,974,7166,902,703,311,3262,505,33,47
BK64,Prospect Heights,2968,387,2968,387,1746,324,391,227,831,244,0,32
BK68,Fort Greene,4642,506,4634,506,1624,297,327,253,2683,425,8,38
BK69,Clinton Hill,5884,627,5865,626,3433,524,328,242,2104,387,19,42
BK72,Williamsburg,15653,1185,15637,1183,13941,1167,631,292,1065,366,16,40
BK73,North Side-South Side,9027,877,8962,877,5868,797,883,402,2211,413,65,111
BK75,Bedford,21512,1134,21370,1127,11974,864,890,332,8506,879,142,165
BK76,Greenpoint,3278,488,3278,488,2641,468,132,76,505,176,0,42
BK77,Bushwick North,15368,1023,15348,1023,6254,851,2524,527,6570,788,20,54
BK78,Bushwick South,17790,1115,17634,1115,7136,888,1212,350,9286,924,156,129
BK79,Ocean Hill,9234,784,9234,784,2881,503,897,305,5456,678,0,38
BK81,Brownsville,16374,1080,16307,1080,3724,702,931,265,11652,971,67,85
BK82,East New York,27118,1388,27048,1391,9550,1074,1789,440,15709,1172,70,105
BK83,Cypress Hills-City Line,13419,927,13339,924,6694,741,933,288,5712,769,80,92
BK85,East New York (Pennsylvania Ave),9637,729,9497,731,2507,458,409,199,6581,705,140,89
BK88,Borough Park,40278,1983,40231,1984,36398,1988,890,319,2943,627,47,80
BK90,East Williamsburg,4200,482,4183,482,2124,363,152,80,1907,425,17,47
BK91,East Flatbush-Farragut,11410,818,11410,818,4892,638,830,251,5688,675,0,54
BK93,Starrett City,2655,438,2655,438,531,278,31,36,2093,485,0,24
BK95,Erasmus,7365,777,7326,776,3272,676,399,174,3655,539,39,59
BK96,Rugby-Remsen Village,12538,963,12538,963,5462,708,890,262,6186,712,0,54
BK99,park-cemetery-etc-Brooklyn,128,145,128,145,0,40,79,133,49,71,0,40
BX01,Claremont-Bathgate,9622,848,9573,848,2500,630,376,194,6697,760,49,57
BX03,Eastchester-Edenwald-Baychester,10119,973,10119,973,4331,799,702,286,5086,746,0,40
BX05,Bedford Park-Fordham North,14826,1085,14805,1084,5024,759,840,322,8941,978,21,58
BX06,Belmont,7064,806,7064,806,1737,466,666,232,4661,676,0,34
BX07,Bronxdale,7784,701,7784,701,2929,501,534,243,4321,637,0,38
