area_id,area_name,b18105001,b18105001_moe,b18105002,b18105002_moe,b18105003,b18105003_moe,b18105004,b18105004_moe,b18105005,b18105005_moe,b18105006,b18105006_moe,b18105007,b18105007_moe,b18105008,b18105008_moe,b18105009,b18105009_moe,b18105010,b18105010_moe,b18105011,b18105011_moe,b18105012,b18105012_moe,b18105013,b18105013_moe,b18105014,b18105014_moe,b18105015,b18105015_moe,b18105016,b18105016_moe,b18105017,b18105017_moe,b18105018,b18105018_moe,b18105019,b18105019_moe,b18105020,b18105020_moe,b18105021,b18105021_moe,b18105022,b18105022_moe,b18105023,b18105023_moe,b18105024,b18105024_moe,b18105025,b18105025_moe,b18105026,b18105026_moe,b18105027,b18105027_moe,b18105028,b18105028_moe,b18105029,b18105029_moe,b18105030,b18105030_moe,b18105031,b18105031_moe,b18105032,b18105032_moe,b18105033,b18105033_moe
BK09,Brooklyn Heights-Cobble Hill,21960,1113,11096,750,866,252,24,41,842,250,3953,461,0,29,3953,461,4948,433,153,98,4795,429,845,173,54,48,791,174,484,147,95,66,389,132,10864,606,602,176,0,29,602,176,4051,418,22,38,4029,413,4659,404,150,108,4509,395,765,171,131,95,634,153,787,217,298,140,489,164
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,58149,1488,27122,951,4350,497,30,72,4320,493,5822,525,72,77,5750,527,12460,565,780,177,11680,560,2281,282,487,130,1794,256,2209,269,1039,185,1170,203,31027,1004,3795,464,0,55,3795,464,6662,543,69,82,6593,542,13848,597,1041,196,12807,587,2956,299,692,159,2264,267,3766,377,2090,296,1676,225
BK19,Brighton Beach,29964,1186,13596,739,1767,298,0,38,1767,298,3586,463,0,38,3586,463,5774,438,284,116,5490,430,1026,187,313,90,713,164,1443,223,852,187,591,139,16368,736,1921,347,0,38,1921,347,3141,392,0,38,3141,392,7007,442,329,123,6678,433,1745,246,657,141,1088,209,2554,288,1751,254,803,190
BK21,Seagate-Coney Island,28057,1180,12916,820,2553,437,26,45,2527,434,3303,541,31,47,3272,538,4764,447,328,124,4436,431,1281,240,293,109,988,218,1015,226,370,140,645,183,15141,721,2553,377,23,40,2530,374,2737,388,29,57,2708,391,6490,419,963,188,5527,439,1744,270,430,118,1314,257,1617,236,1065,197,552,165
BK23,West Brighton,15039,651,6396,435,567,145,0,27,567,145,796,198,15,33,781,196,2624,353,186,83,2438,352,1364,264,217,106,1147,240,1045,198,364,110,681,173,8643,455,349,139,0,27,349,139,1069,234,0,27,1069,234,3668,366,335,122,3333,355,1707,276,426,118,1281,250,1850,266,1136,209,714,200
BK25,Homecrest,39295,1320,19531,819,3921,461,0,48,3921,461,4748,480,33,52,4715,480,7879,444,456,138,7423,451,1642,242,256,97,1386,228,1341,196,615,143,726,138,19764,730,3617,433,0,48,3617,433,4641,391,12,49,4629,390,7521,422,374,110,7147,416,2117,259,341,102,1776,243,1868,231,942,176,926,170
BK26,Gravesend,26323,1155,12000,672,1685,334,22,46,1663,333,2827,386,21,40,2806,386,4724,377,412,143,4312,369,1527,284,87,73,1440,274,1237,229,670,185,567,152,14323,744,2082,408,0,36,2082,408,2912,356,39,52,2873,356,5852,390,575,149,5277,390,1976,293,494,141,1482,260,1501,239,926,197,575,156
BK27,Bath Beach,27293,1135,13268,731,1964,360,0,40,1964,360,3578,471,0,40,3578,471,5525,391,278,96,5247,390,1237,203,114,55,1123,197,964,176,356,118,608,140,14025,627,1919,283,0,40,1919,283,3361,386,54,57,3307,380,5894,417,294,96,5600,416,1511,225,232,92,1279,210,1340,206,788,164,552,125
BK28,Bensonhurst West,81321,2036,39403,1278,6409,568,0,64,6409,568,10932,848,122,103,10810,837,16655,679,469,136,16186,674,3018,324,355,109,2663,308,2389,305,825,205,1564,227,41918,1207,6628,612,23,71,6605,613,10816,670,110,97,10706,666,16779,635,773,161,16006,631,3837,342,692,158,3145,314,3858,397,1694,300,2164,272
BK29,Bensonhurst East,57730,1535,28365,931,4268,441,29,54,4239,442,7184,616,0,51,7184,616,12295,565,429,121,11866,568,2595,293,264,81,2331,285,2023,261,686,149,1337,220,29365,958,4021,461,0,51,4021,461,7251,563,0,51,7251,563,12514,598,682,149,11832,600,2828,291,418,96,2410,280,2751,280,1351,197,1400,210
BK30,Dyker Heights,42227,1384,20612,888,3212,392,0,51,3212,392,5870,588,50,71,5820,584,8451,460,356,112,8095,451,1631,233,61,52,1570,231,1448,212,403,115,1045,182,21615,832,3374,431,5,50,3369,431,5089,478,15,51,5074,478,9202,475,387,101,8815,471,1929,231,119,58,1810,227,2021,241,807,168,1214,190
BK31,Bay Ridge,78209,1825,36958,1172,5946,555,22,73,5924,554,9743,663,60,71,9683,662,16951,675,913,208,16038,669,2364,268,149,76,2215,264,1954,228,586,131,1368,192,41251,1145,5842,614,8,66,5834,614,10739,635,125,106,10614,632,17254,655,856,189,16398,642,3552,317,531,132,3021,299,3864,341,1442,224,2422,279
BK32,Sunset Park West,48146,1520,24978,1081,4403,490,22,59,4381,487,9910,752,60,67,9850,751,8968,577,420,142,8548,579,979,211,188,101,791,188,718,165,311,112,407,124,23168,936,4083,478,36,74,4047,472,7782,565,68,68,7714,568,8695,464,500,131,8195,458,1291,196,403,113,888,169,1317,232,650,165,667,162
BK33,Carroll Gardens-Columbia Street-Red Hook,36567,1202,16952,912,2685,424,26,58,2659,420,5117,552,0,45,5117,552,7655,541,357,134,7298,534,875,210,162,106,713,173,620,168,141,85,479,147,19615,817,2611,342,31,56,2580,337,6512,629,59,77,6453,625,8208,496,791,217,7417,469,1102,195,239,106,863,169,1182,245,502,168,680,187
BK34,Sunset Park East,65971,1900,33813,1244,6756,647,46,69,6710,645,11699,806,40,64,11659,807,12917,642,398,148,12519,645,1281,230,290,115,991,209,1160,199,408,134,752,152,32158,1052,5438,564,48,66,5390,561,9953,656,71,80,9882,651,13449,584,672,155,12777,589,1638,245,419,129,1219,217,1680,234,648,141,1032,197
BK35,Stuyvesant Heights,59359,1852,26316,1221,5391,589,53,62,5338,586,7760,701,154,123,7606,695,11027,735,806,196,10221,717,1510,255,369,129,1141,229,628,157,204,85,424,137,33043,1217,5989,617,55,80,5934,615,9841,676,99,93,9742,672,13141,590,1681,272,11460,566,2451,292,640,155,1811,261,1621,239,918,179,703,166
BK37,Park Slope-Gowanus,67762,1674,32292,1112,3918,444,29,65,3889,444,11386,794,11,59,11375,795,14306,693,226,98,14080,691,1653,236,149,78,1504,226,1029,212,255,126,774,173,35470,1131,4109,493,51,74,4058,492,12976,800,66,78,12910,796,15076,640,535,180,14541,631,1870,261,341,127,1529,237,1439,237,644,171,795,176
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,32574,1162,15457,817,2268,379,73,78,2195,370,5522,529,22,46,5500,528,6581,479,496,154,6085,474,647,146,112,80,535,127,439,127,194,95,245,87,17117,727,1966,339,10,43,1956,341,6243,488,88,72,6155,481,6991,444,600,161,6391,433,1088,169,232,89,856,156,829,184,542,174,287,97
BK40,Windsor Terrace,20874,837,9858,548,1231,234,28,52,1203,228,2687,362,27,42,2660,364,4964,344,206,100,4758,338,583,149,32,38,551,146,393,108,178,77,215,78,11016,544,1263,264,0,32,1263,264,3215,390,0,32,3215,390,4944,310,141,73,4803,317,678,149,176,75,502,139,916,160,311,97,605,141
BK41,Kensington-Ocean Parkway,33106,1355,16080,855,3327,452,17,46,3310,450,4680,512,154,111,4526,511,6503,484,646,179,5857,480,886,186,182,93,704,175,684,170,315,116,369,120,17026,841,3415,468,14,40,3401,466,5001,475,0,40,5001,475,6570,421,680,173,5890,418,1046,190,300,103,746,162,994,194,570,159,424,119
BK42,Flatbush,97306,2391,44156,1487,8660,705,39,77,8621,705,13067,889,116,103,12951,881,18808,855,1048,227,17760,839,2468,295,410,134,2058,271,1153,202,367,124,786,169,53150,1547,9440,797,72,80,9368,793,15092,860,99,99,14993,854,22577,789,1317,229,21260,796,3442,341,776,161,2666,315,2599,283,1371,221,1228,197
