area_id,area_name,b07013001,b07013001_moe,b07013002,b07013002_moe,b07013003,b07013003_moe,b07013004,b07013004_moe,b07013005,b07013005_moe,b07013006,b07013006_moe,b07013007,b07013007_moe,b07013008,b07013008_moe,b07013009,b07013009_moe,b07013010,b07013010_moe,b07013011,b07013011_moe,b07013012,b07013012_moe,b07013013,b07013013_moe,b07013014,b07013014_moe,b07013015,b07013015_moe,b07013016,b07013016_moe,b07013017,b07013017_moe,b07013018,b07013018_moe
BK09,Brooklyn Heights-Cobble Hill,20984,1057,10790,1044,10194,758,17682,1103,9903,1012,7779,751,1319,330,377,222,942,251,1185,305,346,158,839,263,690,190,88,65,602,184,108,83,76,78,32,39
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,59718,1540,33792,1650,25926,1423,56673,1578,32573,1655,24100,1399,2190,456,1052,294,1138,347,379,174,87,66,292,167,161,106,25,54,136,106,315,172,55,64,260,169
BK19,Brighton Beach,30919,1283,10024,972,20895,1298,28011,1227,9503,915,18508,1186,1928,576,259,171,1669,548,314,237,178,226,136,84,104,90,22,43,82,87,562,294,62,70,500,285
BK21,Seagate-Coney Island,28100,1193,5984,825,22116,1250,25968,1219,5766,810,20202,1233,1789,590,194,108,1595,584,108,114,14,43,94,110,154,219,10,39,144,219,81,102,0,38,81,102
BK23,West Brighton,15337,681,6068,754,9269,689,14750,695,5843,759,8907,671,356,191,182,151,174,115,120,106,0,27,120,106,23,39,0,27,23,39,88,72,43,55,45,49
BK25,Homecrest,41236,1431,20458,1430,20778,1259,38369,1446,19804,1385,18565,1248,2008,462,520,241,1488,408,226,146,0,48,226,146,136,131,41,80,95,114,497,234,93,75,404,226
BK26,Gravesend,27478,1235,11318,1119,16160,1177,26039,1243,10673,1096,15366,1152,1064,352,546,262,518,263,107,93,78,89,29,44,99,83,12,39,87,82,169,169,9,37,160,169
BK27,Bath Beach,28703,1234,13458,1095,15245,1157,26388,1226,12609,1047,13779,1136,1550,443,608,279,942,345,180,85,113,70,67,60,145,117,53,67,92,104,440,256,75,60,365,250
BK28,Bensonhurst West,84768,2105,34778,1878,49990,2045,79777,2144,33738,1848,46039,2003,3456,660,906,384,2550,542,204,131,46,65,158,129,378,234,27,68,351,233,953,344,61,82,892,339
BK29,Bensonhurst East,60263,1622,25062,1539,35201,1693,55516,1693,23836,1510,31680,1672,3090,636,1040,360,2050,536,353,190,41,58,312,188,192,110,16,53,176,109,1112,394,129,115,983,378
BK30,Dyker Heights,44365,1484,22009,1363,22356,1524,41530,1475,21534,1341,19996,1454,1880,452,293,134,1587,433,220,144,34,51,186,143,184,106,58,56,126,102,551,271,90,81,461,265
BK31,Bay Ridge,82231,1938,32599,1604,49632,1963,73865,2033,31299,1593,42566,1957,4974,742,915,280,4059,694,1238,271,188,85,1050,262,1207,307,90,79,1117,303,947,373,107,86,840,367
BK32,Sunset Park West,51221,1644,12409,1189,38812,1665,45104,1729,11803,1174,33301,1681,3163,557,263,141,2900,543,924,283,113,97,811,273,809,263,62,63,747,260,1221,410,168,99,1053,402
