area_id,area_name,b05003001,b05003001_moe,b05003002,b05003002_moe,b05003003,b05003003_moe,b05003004,b05003004_moe,b05003005,b05003005_moe,b05003006,b05003006_moe,b05003007,b05003007_moe,b05003008,b05003008_moe,b05003009,b05003009_moe,b05003010,b05003010_moe,b05003011,b05003011_moe,b05003012,b05003012_moe,b05003013,b05003013_moe,b05003014,b05003014_moe,b05003015,b05003015_moe,b05003016,b05003016_moe,b05003017,b05003017_moe,b05003018,b05003018_moe,b05003019,b05003019_moe,b05003020,b05003020_moe,b05003021,b05003021_moe,b05003022,b05003022_moe,b05003023,b05003023_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,1575,318,1560,316,15,37,15,37,0,29,10230,663,8183,592,2047,373,1051,297,996,217,11693,644,1431,222,1395,215,36,54,5,28,31,55,10262,563,7850,526,2412,329,1207,234,1205,263
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61584,1613,28670,1038,5832,618,5402,554,430,213,252,166,178,131,22838,773,10432,680,12406,634,10082,600,2324,359,32914,1099,5452,579,5117,560,335,145,83,73,252,133,27462,823,13125,718,14337,712,11409,646,2928,425
BK19,Brighton Beach,31584,1327,14495,822,2614,394,2258,374,356,138,61,48,295,133,11881,660,2499,354,9382,617,6181,479,3201,465,17089,793,2642,418,2263,384,379,163,155,109,224,122,14447,616,2786,359,11661,598,7924,515,3737,479
BK21,Seagate-Coney Island,30018,1278,13849,849,3217,497,3092,487,125,87,28,44,97,84,10632,731,6133,661,4499,490,2865,359,1634,307,16169,801,3243,477,3001,466,242,117,112,76,130,92,12926,578,7439,562,5487,448,3886,366,1601,294
BK23,West Brighton,15472,690,6552,436,661,155,534,158,127,88,114,87,13,31,5891,392,2122,326,3769,389,3445,397,324,161,8920,499,626,187,592,182,34,38,21,32,13,32,8294,424,3047,382,5247,468,4673,423,574,244
BK25,Homecrest,41899,1458,20742,892,5130,559,4852,547,278,116,115,82,163,90,15612,623,7264,511,8348,577,5663,455,2685,423,21157,817,5010,548,4413,510,597,197,266,156,331,129,16147,529,7280,481,8867,517,5924,424,2943,367
BK26,Gravesend,27759,1258,12635,731,2320,423,2153,401,167,102,51,46,116,88,10315,575,4307,489,6008,498,4302,438,1706,340,15124,795,2883,454,2692,440,191,112,68,69,123,92,12241,551,5744,517,6497,513,4795,440,1702,303
BK27,Bath Beach,29311,1246,14421,790,3054,422,2665,406,389,140,118,78,271,119,11367,609,5309,482,6058,526,3642,354,2416,456,14890,694,2636,360,2287,340,349,142,144,83,205,110,12254,531,6245,465,6009,462,4030,369,1979,313
BK28,Bensonhurst West,86592,2144,41882,1350,8782,674,7255,617,1527,325,381,161,1146,286,33100,1062,11411,677,21689,979,11429,627,10260,874,44710,1283,9347,730,7947,669,1400,319,470,196,930,236,35363,937,13321,738,22042,869,12713,656,9329,689
BK29,Bensonhurst East,61066,1648,30046,1009,5940,536,4900,481,1040,229,297,115,743,220,24106,783,8023,547,16083,749,9218,588,6865,641,31020,1010,5676,531,4683,491,993,236,302,126,691,209,25344,770,8343,553,17001,736,10292,594,6709,603
BK30,Dyker Heights,45216,1499,22395,953,4869,490,4087,428,782,245,139,94,643,228,17526,749,8301,549,9225,660,4669,422,4556,573,22821,880,4424,485,3783,429,641,211,168,101,473,190,18397,656,9295,534,9102,612,4906,430,4196,511
BK31,Bay Ridge,83821,1989,39949,1263,8621,674,7859,647,762,226,251,139,511,186,31328,942,18511,779,12817,777,8070,597,4747,584,43872,1226,8418,738,7729,693,689,236,175,100,514,225,35454,862,21455,835,13999,696,9300,570,4699,472
BK32,Sunset Park West,54932,1698,29432,1176,6611,610,5918,573,693,194,96,69,597,186,22821,1005,10478,717,12343,898,3712,416,8631,830,25500,1038,6215,604,5607,570,608,182,104,67,504,174,19285,726,8963,588,10322,641,3971,394,6351,540
BK33,Carroll Gardens-Columbia Street-Red Hook,39422,1320,18464,978,4029,516,3657,468,372,239,119,99,253,220,14435,760,11315,638,3120,473,1475,326,1645,372,20958,872,3665,396,3501,389,164,102,92,84,72,67,17293,730,13986,730,3307,392,1760,276,1547,278
BK34,Sunset Park East,71460,2069,36563,1337,9491,758,8410,739,1081,226,222,97,859,201,27072,1061,7370,594,19702,1036,5564,534,14138,1001,34897,1175,8177,711,6885,646,1292,270,139,88,1153,258,26720,831,7412,511,19308,860,6436,552,12872,807
BK35,Stuyvesant Heights,64331,2086,28872,1351,7860,774,7495,750,365,143,38,61,327,139,21012,1058,15273,903,5739,637,2690,372,3049,490,35459,1335,8405,743,7922,756,483,161,128,94,355,137,27054,917,20042,881,7012,679,3795,471,3217,449
BK37,Park Slope-Gowanus,72864,1877,34912,1217,6453,590,6137,579,316,129,181,113,135,90,28459,978,22908,932,5551,534,2579,351,2972,439,37952,1231,6551,614,6217,613,334,135,194,108,140,95,31401,953,24930,924,6471,557,3471,385,3000,405
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35373,1285,17227,913,3634,440,3514,435,120,89,24,45,96,83,13593,790,10723,676,2870,397,1401,242,1469,294,18146,776,2807,373,2693,368,114,78,50,49,64,73,15339,653,12251,646,3088,356,1707,242,1381,269
BK40,Windsor Terrace,22571,968,10698,637,2067,350,2004,344,63,66,44,62,19,40,8631,475,6088,439,2543,375,1323,260,1220,292,11873,590,2116,324,2060,319,56,45,29,35,27,40,9757,459,7095,458,2662,359,1661,268,1001,238
BK41,Kensington-Ocean Parkway,36199,1490,17737,946,4876,559,4092,534,784,216,327,150,457,156,12861,660,5048,460,7813,639,4537,500,3276,487,18462,916,4791,558,4010,513,781,265,241,137,540,235,13671,600,5755,480,7916,576,4727,427,3189,454
BK42,Flatbush,105094,2591,48046,1572,12395,841,10668,804,1727,317,486,193,1241,278,35651,1252,14763,950,20888,1109,9817,686,11071,977,57048,1685,13182,955,11108,909,2074,355,525,163,1549,325,43866,1176,17699,945,26167,1086,13804,775,12363,907
BK43,Midwood,51514,1626,25512,1065,7120,673,6517,649,603,197,340,164,263,121,18392,724,9394,547,8998,647,5623,471,3375,460,26002,973,6194,603,5608,581,586,175,277,131,309,128,19808,652,9682,543,10126,569,6944,480,3182,410
BK44,Madison,40001,1278,19269,852,4078,479,3588,462,490,196,178,93,312,178,15191,617,6329,488,8862,546,6161,471,2701,359,20732,784,4261,441,3805,417,456,166,169,85,287,142,16471,586,6901,512,9570,534,6746,446,2824,364
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48351,1473,23370,936,6720,595,6516,596,204,107,71,64,133,94,16650,624,11196,637,5454,447,4468,403,986,216,24981,901,5481,510,5220,509,261,126,94,77,167,113,19500,690,12978,643,6522,548,5144,467,1378,264
BK46,Ocean Parkway South,19541,1096,9573,628,2630,378,2481,373,149,78,30,43,119,73,6943,423,4245,343,2698,325,1756,225,942,253,9968,646,2927,450,2786,444,141,104,14,36,127,102,7041,384,4302,365,2739,269,1850,228,889,200
BK50,Canarsie,86160,2076,38598,1260,10356,713,9267,672,1089,261,389,172,700,210,28242,995,12117,757,16125,791,10433,636,5692,521,47562,1326,10871,715,9776,673,1095,265,327,146,768,229,36691,1000,14686,758,22005,833,14974,689,7031,580
BK58,Flatlands,70872,1716,32144,1050,7899,605,7299,584,600,182,103,94,497,165,24245,849,11828,697,12417,688,8453,560,3964,447,38728,1130,8981,635,8160,611,821,193,169,96,652,173,29747,817,13055,665,16692,711,12537,661,4155,450
BK60,Prospect Lefferts Gardens-Wingate,69397,2189,31645,1359,8294,764,7335,728,959,276,437,210,522,184,23351,1118,10340,775,13011,990,6992,652,6019,670,37752,1404,6973,687,6345,667,628,214,235,123,393,187,30779,1081,12763,900,18016,962,10817,705,7199,676
BK61,Crown Heights North,100130,2390,44442,1579,11059,838,9931,786,1128,303,274,164,854,270,33383,1328,20355,1098,13028,954,6105,556,6923,792,55688,1588,11723,825,10805,789,918,260,250,156,668,210,43965,1199,25382,1001,18583,985,9907,658,8676,766
BK63,Crown Heights South,41243,1615,19627,1088,5788,681,5227,645,561,224,86,69,475,213,13839,787,7394,660,6445,584,3045,380,3400,452,21616,1015,5384,620,5102,611,282,137,26,43,256,134,16232,674,8375,654,7857,567,4624,422,3233,440
BK64,Prospect Heights,20449,952,9720,666,1593,311,1574,310,19,35,0,32,19,35,8127,550,5967,529,2160,364,1276,303,884,229,10729,669,1402,235,1369,233,33,40,20,36,13,36,9327,593,6858,550,2469,343,1568,264,901,229
BK68,Fort Greene,26982,1086,11367,741,2117,309,2038,303,79,59,23,45,56,52,9250,641,6636,511,2614,449,1341,282,1273,350,15615,735,2663,403,2578,396,85,68,17,44,68,64,12952,582,9658,605,3294,391,1783,297,1511,287
BK69,Clinton Hill,36413,1446,17412,975,2985,438,2874,420,111,76,57,58,54,62,14427,838,10991,745,3436,429,1707,287,1729,334,19001,893,2910,389,2819,386,91,80,21,43,70,77,16091,710,12585,682,3506,415,1844,293,1662,301
BK72,Williamsburg,32828,1532,16820,1019,8433,764,8404,762,29,42,13,38,16,40,8387,463,6620,461,1767,248,1184,206,583,169,16008,809,7265,637,7260,637,5,35,5,35,0,36,8743,390,6716,380,2027,277,1382,224,645,191
BK73,North Side-South Side,46070,1505,22290,973,4391,499,4154,490,237,121,75,81,162,99,17899,812,12879,759,5020,546,1887,310,3133,434,23780,1034,4653,618,4488,605,165,115,37,61,128,107,19127,784,13462,749,5665,492,2903,358,2762,363
BK75,Bedford,70095,2012,33241,1284,11208,770,10799,753,409,211,117,101,292,181,22033,1020,15907,825,6126,701,2802,381,3324,586,36854,1243,10343,672,9989,662,354,140,81,92,273,112,26511,923,19987,848,6524,567,3427,397,3097,410
BK76,Greenpoint,31522,1172,15499,775,1724,312,1645,310,79,59,32,49,47,52,13775,675,8358,611,5417,518,2545,332,2872,421,16023,769,1604,305,1468,285,136,80,59,58,77,69,14419,668,8617,595,5802,458,2712,329,3090,376
BK77,Bushwick North,61817,1931,31752,1325,7975,677,7164,616,811,222,168,112,643,195,23777,1077,9870,745,13907,1046,2704,354,11203,999,30065,1158,7546,660,6770,624,776,222,16,57,760,217,22519,823,10192,676,12327,755,3525,393,8802,705
BK78,Bushwick South,71247,2234,33944,1418,9368,757,8539,717,829,280,228,119,601,253,24576,1191,15352,988,9224,831,3572,432,5652,709,37303,1393,8524,753,7744,726,780,270,199,138,581,244,28779,1008,17803,916,10976,833,4833,498,6143,675
BK79,Ocean Hill,31831,1395,14343,866,4606,506,4224,483,382,143,154,101,228,110,9737,655,6539,606,3198,398,1936,298,1262,299,17488,895,4676,506,4458,496,218,104,104,75,114,81,12812,634,8201,571,4611,488,2478,377,2133,350
