area_id,area_name,b14001001,b14001001_moe,b14001002,b14001002_moe,b14001003,b14001003_moe,b14001004,b14001004_moe,b14001005,b14001005_moe,b14001006,b14001006_moe,b14001007,b14001007_moe,b14001008,b14001008_moe,b14001009,b14001009_moe,b14001010,b14001010_moe
BK09,Brooklyn Heights-Cobble Hill,22448,1139,4332,600,412,125,90,56,466,144,456,195,515,187,1355,325,1038,243,18116,852
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,59491,1529,13269,857,292,112,849,228,2194,358,2478,356,2774,426,3608,446,1074,241,46222,1137
BK19,Brighton Beach,30890,1272,6463,706,295,173,326,127,1191,292,1027,233,1293,303,1790,361,541,184,24427,963
BK21,Seagate-Coney Island,29229,1221,7684,818,271,113,400,150,1263,273,1236,277,2672,499,1666,375,176,77,21545,924
BK23,West Brighton,15216,672,1920,349,43,49,64,67,279,127,190,90,401,151,686,203,257,125,13296,537
BK25,Homecrest,40397,1398,11335,907,737,166,670,170,2201,326,2466,337,2262,309,2482,357,517,167,29062,874
BK26,Gravesend,26759,1174,5941,663,283,118,371,150,892,229,1284,269,1302,287,1478,286,331,136,20818,874
BK27,Bath Beach,28245,1190,6556,703,333,127,326,117,1431,275,1073,210,1187,273,1572,268,634,202,21689,889
BK28,Bensonhurst West,83623,2076,20814,1155,911,189,1278,251,3453,417,4113,439,4689,481,5200,558,1170,220,62809,1509
BK29,Bensonhurst East,59015,1568,13279,839,497,147,883,214,2642,349,2309,326,2471,330,3558,412,919,198,45736,1210
BK30,Dyker Heights,43526,1425,10277,814,486,136,404,143,1825,309,2030,323,2254,294,2631,377,647,188,33249,1037
BK31,Bay Ridge,80398,1886,19523,1111,1227,230,972,213,3545,433,3370,433,3676,467,4385,462,2348,328,60875,1289
BK32,Sunset Park West,52558,1628,13707,961,982,227,887,199,2894,381,2394,330,2571,367,2990,458,989,226,38851,1259
BK33,Carroll Gardens-Columbia Street-Red Hook,38014,1255,8549,691,859,198,460,142,1857,291,1496,294,1525,292,1072,269,1280,252,29465,1014
BK34,Sunset Park East,68359,1962,18313,1142,1053,226,1014,214,3988,458,3576,442,3937,501,4085,516,660,159,50046,1557
