area_id,area_name,b13016001,b13016001_moe,b13016002,b13016002_moe,b13016003,b13016003_moe,b13016004,b13016004_moe,b13016005,b13016005_moe,b13016006,b13016006_moe,b13016007,b13016007_moe,b13016008,b13016008_moe,b13016009,b13016009_moe,b13016010,b13016010_moe,b13016011,b13016011_moe,b13016012,b13016012_moe,b13016013,b13016013_moe,b13016014,b13016014_moe,b13016015,b13016015_moe,b13016016,b13016016_moe,b13016017,b13016017_moe
BK09,Brooklyn Heights-Cobble Hill,7083,489,415,140,0,29,11,35,9,32,149,73,153,73,78,88,15,36,6668,495,541,205,501,150,1433,260,1602,269,1012,219,809,180,770,180
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14729,774,639,182,11,56,135,102,146,101,223,114,85,76,39,61,0,55,14090,777,1396,254,1814,312,1871,345,1978,311,2019,312,1991,317,3021,360
BK19,Brighton Beach,7256,570,251,120,9,40,41,65,70,74,30,44,71,60,30,60,0,38,7005,569,728,214,1076,259,790,206,825,181,806,200,1084,217,1696,270
BK21,Seagate-Coney Island,6885,642,469,150,38,56,150,98,122,82,60,65,79,72,20,40,0,38,6416,608,1063,230,814,205,753,198,548,175,862,206,882,201,1494,272
BK23,West Brighton,2763,400,121,85,0,27,0,27,65,67,0,27,56,58,0,27,0,27,2642,402,117,60,399,167,335,146,189,106,341,147,397,147,864,242
BK25,Homecrest,9574,552,491,146,0,48,76,66,120,75,171,99,64,71,42,63,18,49,9083,549,1267,211,1118,217,1405,221,1346,229,1215,231,1100,203,1632,242
BK26,Gravesend,6336,533,253,109,13,38,50,61,37,47,97,71,19,41,37,59,0,36,6083,528,952,230,672,182,887,220,862,215,923,212,771,211,1016,214
BK27,Bath Beach,7043,518,412,139,0,40,10,41,128,88,214,103,52,57,0,40,8,40,6631,529,572,147,721,191,1013,226,965,202,1240,256,1037,213,1083,191
BK28,Bensonhurst West,22192,919,1106,213,42,77,82,72,331,131,440,146,139,87,72,63,0,64,21086,913,2907,364,2712,376,3293,389,2933,356,2745,339,2653,302,3843,371
BK29,Bensonhurst East,15032,721,809,185,39,60,66,66,247,106,317,127,109,81,14,51,17,52,14223,721,1484,250,1979,304,2269,327,1852,281,1956,283,2151,296,2532,308
BK30,Dyker Heights,11081,617,425,131,0,51,21,54,133,86,131,86,87,70,42,59,11,52,10656,619,1175,200,1312,234,1851,300,1197,231,1460,243,1598,251,2063,262
BK31,Bay Ridge,22289,894,1215,226,17,69,34,69,209,117,598,166,278,118,62,75,17,65,21074,907,2462,375,2223,324,3555,399,3209,355,3145,360,2928,337,3552,393
BK32,Sunset Park West,14144,719,1105,210,37,55,320,136,246,112,309,125,89,76,56,55,48,59,13039,722,1545,292,1903,332,2627,344,1817,269,1754,289,1431,239,1962,278
BK33,Carroll Gardens-Columbia Street-Red Hook,12194,718,430,126,0,45,23,49,37,51,173,91,149,75,48,54,0,45,11764,710,785,220,1076,299,2328,418,2674,363,1937,291,1515,253,1449,262
BK34,Sunset Park East,19973,857,1406,245,42,69,275,119,420,150,322,119,182,97,71,69,94,86,18567,852,2197,319,2393,370,2885,392,2721,347,2683,334,2608,318,3080,339
BK35,Stuyvesant Heights,18829,928,1045,225,113,94,211,108,330,133,271,134,86,76,0,51,34,62,17784,937,2212,358,2684,373,2707,362,2831,383,2465,333,2155,317,2730,337
BK37,Park Slope-Gowanus,23549,974,1049,207,12,59,11,55,105,93,407,134,349,108,137,101,28,60,22500,974,1574,322,2736,442,5214,531,4071,395,3345,389,2774,351,2786,333
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11507,595,581,155,12,45,34,49,146,98,175,74,147,73,67,69,0,42,10926,598,710,188,1194,237,1934,295,2454,308,1476,242,1567,273,1591,245
BK40,Windsor Terrace,6353,449,499,149,18,34,55,63,54,77,146,72,216,96,10,34,0,32,5854,457,284,112,947,239,1018,257,889,174,902,189,900,171,914,193
