area_id,area_name,b25069001,b25069001_moe,b25069002,b25069002_moe,b25069003,b25069003_moe
BK09,Brooklyn Heights-Cobble Hill,6389,393,5688,397,701,198
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12387,499,8703,490,3684,278
BK19,Brighton Beach,9717,388,8483,421,1234,239
BK21,Seagate-Coney Island,9359,314,3972,365,5387,348
BK23,West Brighton,4982,323,1525,260,3457,306
BK25,Homecrest,9148,407,8380,418,768,178
BK26,Gravesend,7063,382,4855,375,2208,263
BK27,Bath Beach,6253,335,5873,333,380,134
BK28,Bensonhurst West,19185,553,17578,561,1607,282
BK29,Bensonhurst East,13862,481,12582,484,1280,220
BK30,Dyker Heights,7903,361,7321,368,582,158
BK31,Bay Ridge,22586,572,20476,577,2110,256
BK32,Sunset Park West,13046,412,11603,417,1443,246
BK33,Carroll Gardens-Columbia Street-Red Hook,12960,472,9708,471,3252,215
BK34,Sunset Park East,16347,431,13890,466,2457,309
BK35,Stuyvesant Heights,18752,557,13691,572,5061,388
BK37,Park Slope-Gowanus,19026,673,17593,660,1433,290
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11410,359,6821,361,4589,248
BK40,Windsor Terrace,5223,326,4817,339,406,141
BK41,Kensington-Ocean Parkway,8596,397,8109,404,487,167
BK42,Flatbush,30897,551,28106,588,2791,359
BK43,Midwood,11994,412,10992,418,1002,200
BK44,Madison,8226,335,7364,351,862,202
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4288,372,3791,364,497,153
BK46,Ocean Parkway South,3710,270,3379,263,331,120
BK50,Canarsie,14114,543,10241,537,3873,257
BK58,Flatlands,9408,456,6477,432,2931,284
BK60,Prospect Lefferts Gardens-Wingate,21760,505,20182,530,1578,287
BK61,Crown Heights North,34777,680,28137,705,6640,441
BK63,Crown Heights South,12459,338,10161,368,2298,253
BK64,Prospect Heights,6316,353,5871,347,445,138
BK68,Fort Greene,9029,378,5836,331,3193,279
BK69,Clinton Hill,9919,432,8363,422,1556,239
BK72,Williamsburg,7152,255,4429,264,2723,193
BK73,North Side-South Side,16306,451,14411,467,1895,240
BK75,Bedford,19441,507,13567,538,5874,330
BK76,Greenpoint,12265,434,11666,439,599,167
BK77,Bushwick North,16944,406,15893,429,1051,196
BK78,Bushwick South,20074,549,15226,558,4848,367
BK79,Ocean Hill,9098,383,7104,377,1994,239
BK81,Brownsville,17134,426,8081,389,9053,349
BK82,East New York,23511,581,13821,595,9690,429
BK83,Cypress Hills-City Line,9266,436,7861,426,1405,248
BK85,East New York (Pennsylvania Ave),7667,311,5828,334,1839,220
BK88,Borough Park,19643,567,18078,579,1565,248
BK90,East Williamsburg,12492,372,8509,383,3983,295
BK91,East Flatbush-Farragut,9945,415,7046,408,2899,276
BK93,Starrett City,6263,165,841,210,5422,253
BK95,Erasmus,8023,343,7418,337,605,176
BK96,Rugby-Remsen Village,14055,483,12485,498,1570,260
BK99,park-cemetery-etc-Brooklyn,143,76,137,75,6,39
BX01,Claremont-Bathgate,9320,227,5172,287,4148,224
BX03,Eastchester-Edenwald-Baychester,7439,372,4474,378,2965,251
BX05,Bedford Park-Fordham North,17291,354,16169,397,1122,249
BX06,Belmont,7934,263,6697,301,1237,194
BX07,Bronxdale,11850,348,8296,402,3554,339
BX08,West Farms-Bronx River,9870,351,7678,396,2192,260
BX09,Soundview-Castle Hill-Clason Point-Harding Park,13589,410,4801,398,8788,435
BX10,Pelham Bay-Country Club-City Island,6600,465,5760,453,840,211
BX13,Co-op City,9313,626,1663,345,7650,631
BX14,East Concourse-Concourse Village,19022,417,15707,445,3315,366
BX17,East Tremont,13214,331,9992,361,3222,310
