area_id,area_name,b18102001,b18102001_moe,b18102002,b18102002_moe,b18102003,b18102003_moe,b18102004,b18102004_moe,b18102005,b18102005_moe,b18102006,b18102006_moe,b18102007,b18102007_moe,b18102008,b18102008_moe,b18102009,b18102009_moe,b18102010,b18102010_moe,b18102011,b18102011_moe,b18102012,b18102012_moe,b18102013,b18102013_moe,b18102014,b18102014_moe,b18102015,b18102015_moe,b18102016,b18102016_moe,b18102017,b18102017_moe,b18102018,b18102018_moe,b18102019,b18102019_moe,b18102020,b18102020_moe,b18102021,b18102021_moe,b18102022,b18102022_moe,b18102023,b18102023_moe,b18102024,b18102024_moe,b18102025,b18102025_moe,b18102026,b18102026_moe,b18102027,b18102027_moe,b18102028,b18102028_moe,b18102029,b18102029_moe,b18102030,b18102030_moe,b18102031,b18102031_moe,b18102032,b18102032_moe,b18102033,b18102033_moe,b18102034,b18102034_moe,b18102035,b18102035_moe,b18102036,b18102036_moe,b18102037,b18102037_moe,b18102038,b18102038_moe,b18102039,b18102039_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,709,162,24,37,685,160,866,252,0,29,866,252,3953,461,0,29,3953,461,4948,433,94,81,4854,428,845,173,22,30,823,172,484,147,137,75,347,125,11693,644,829,177,0,29,829,177,602,176,0,29,602,176,4051,418,0,29,4051,418,4659,404,44,41,4615,400,765,171,21,37,744,169,787,217,118,92,669,197
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,28604,1040,1482,349,11,57,1471,349,4350,497,12,56,4338,497,5822,525,31,58,5791,525,12460,565,165,89,12295,563,2281,282,136,79,2145,274,2209,269,753,166,1456,226,32684,1097,1657,324,0,55,1657,324,3795,464,12,56,3783,462,6662,543,12,55,6650,543,13848,597,141,79,13707,599,2956,299,337,121,2619,280,3766,377,1159,204,2607,308
BK19,Brighton Beach,31530,1324,14441,819,845,235,8,38,837,235,1767,298,0,38,1767,298,3586,463,24,46,3562,462,5774,438,117,87,5657,432,1026,187,159,75,867,171,1443,223,787,198,656,140,17089,793,721,210,0,38,721,210,1921,347,47,51,1874,345,3141,392,0,38,3141,392,7007,442,136,77,6871,441,1745,246,333,133,1412,213,2554,288,1171,223,1383,216
BK21,Seagate-Coney Island,29406,1273,13579,846,663,195,0,38,663,195,2553,437,61,66,2492,422,3303,541,36,59,3267,539,4764,447,29,40,4735,447,1281,240,154,90,1127,221,1015,226,303,133,712,180,15827,793,686,216,0,38,686,216,2553,377,0,38,2553,377,2737,388,11,40,2726,387,6490,419,174,80,6316,418,1744,270,62,55,1682,273,1617,236,448,134,1169,202
BK23,West Brighton,15410,683,6490,437,94,58,0,27,94,58,567,145,0,27,567,145,796,198,15,33,781,196,2624,353,15,34,2609,352,1364,264,53,46,1311,260,1045,198,261,102,784,168,8920,499,277,165,0,27,277,165,349,139,0,27,349,139,1069,234,59,93,1010,236,3668,366,64,53,3604,368,1707,276,228,98,1479,253,1850,266,462,159,1388,231
BK25,Homecrest,41893,1458,20736,892,1205,262,27,63,1178,251,3921,461,27,55,3894,458,4748,480,10,49,4738,479,7879,444,127,71,7752,445,1642,242,103,66,1539,235,1341,196,320,97,1021,181,21157,817,1393,262,0,48,1393,262,3617,433,0,48,3617,433,4641,391,0,48,4641,391,7521,422,105,68,7416,422,2117,259,174,83,1943,253,1868,231,487,131,1381,197
BK26,Gravesend,27759,1258,12635,731,635,186,0,36,635,186,1685,334,0,36,1685,334,2827,386,28,45,2799,383,4724,377,81,58,4643,376,1527,284,51,39,1476,280,1237,229,261,110,976,209,15124,795,801,211,0,36,801,211,2082,408,13,38,2069,410,2912,356,29,37,2883,356,5852,390,92,61,5760,391,1976,293,127,80,1849,289,1501,239,348,129,1153,206
BK27,Bath Beach,29100,1245,14358,791,1090,231,0,40,1090,231,1964,360,0,40,1964,360,3578,471,0,40,3578,471,5525,391,52,45,5473,391,1237,203,57,48,1180,199,964,176,245,90,719,158,14742,689,717,194,25,55,692,190,1919,283,0,40,1919,283,3361,386,0,40,3361,386,5894,417,63,53,5831,414,1511,225,97,63,1414,219,1340,206,318,118,1022,173
BK28,Bensonhurst West,86412,2161,41776,1354,2373,345,0,64,2373,345,6409,568,14,65,6395,567,10932,848,0,64,10932,848,16655,679,199,83,16456,679,3018,324,187,89,2831,320,2389,305,478,128,1911,264,44636,1292,2718,357,0,64,2718,357,6628,612,22,65,6606,612,10816,670,39,75,10777,670,16779,635,106,73,16673,635,3837,342,195,93,3642,335,3858,397,621,145,3237,366
BK29,Bensonhurst East,61057,1648,30037,1009,1672,305,0,51,1672,305,4268,441,0,51,4268,441,7184,616,24,52,7160,613,12295,565,178,96,12117,571,2595,293,178,80,2417,286,2023,261,488,137,1535,231,31020,1010,1655,283,0,51,1655,283,4021,461,16,51,4005,460,7251,563,0,51,7251,563,12514,598,73,65,12441,599,2828,291,135,68,2693,288,2751,280,464,122,2287,263
