area_id,area_name,b21002001,b21002001_moe,b21002002,b21002002_moe,b21002003,b21002003_moe,b21002004,b21002004_moe,b21002005,b21002005_moe,b21002006,b21002006_moe,b21002007,b21002007_moe,b21002008,b21002008_moe,b21002009,b21002009_moe,b21002010,b21002010_moe,b21002011,b21002011_moe,b21002012,b21002012_moe,b21002013,b21002013_moe,b21002014,b21002014_moe,b21002015,b21002015_moe,b21002016,b21002016_moe
BK09,Brooklyn Heights-Cobble Hill,651,155,62,50,0,29,0,29,26,38,8,30,103,57,0,29,0,29,77,58,0,29,114,64,59,78,202,82,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1957,246,109,71,46,63,0,55,139,90,0,55,542,140,0,55,0,55,301,91,15,56,424,113,98,84,225,82,33,67,25,65
BK19,Brighton Beach,488,142,6,36,33,62,0,38,9,38,0,38,111,73,0,38,0,38,85,71,0,38,79,52,92,74,53,46,20,41,0,38
BK21,Seagate-Coney Island,709,194,49,64,0,38,0,38,39,58,12,41,149,90,0,38,0,38,172,104,0,38,111,87,140,82,33,45,4,37,0,38
BK23,West Brighton,658,166,15,30,10,29,0,27,0,27,0,27,128,73,0,27,0,27,224,116,0,27,160,69,0,27,109,68,12,29,0,27
BK25,Homecrest,968,200,52,52,11,50,0,48,68,77,24,60,205,71,0,48,0,48,140,69,9,49,154,90,7,49,271,115,27,62,0,48
BK26,Gravesend,1321,270,113,85,0,36,0,36,37,44,0,36,174,80,0,36,0,36,224,110,0,36,142,66,249,131,357,148,25,50,0,36
BK27,Bath Beach,1158,208,10,41,30,50,0,40,105,82,0,40,341,120,0,40,0,40,183,80,0,40,128,60,71,54,290,113,0,40,0,40
BK28,Bensonhurst West,2017,275,117,86,50,73,0,64,103,97,0,64,498,140,0,64,0,64,353,120,8,64,296,98,128,94,438,135,26,65,0,64
BK29,Bensonhurst East,1742,262,68,67,20,53,0,51,126,95,0,51,469,134,0,51,0,51,287,111,0,51,226,94,155,93,371,119,0,51,20,59
BK30,Dyker Heights,1676,226,65,60,24,56,0,51,123,80,0,51,489,129,4,50,0,51,237,81,10,52,226,84,71,60,380,127,43,51,4,50
BK31,Bay Ridge,3011,320,375,146,208,109,6,66,317,121,11,67,818,175,0,66,5,65,343,107,32,69,332,95,188,98,353,107,23,67,0,66
BK32,Sunset Park West,1167,232,139,101,0,49,0,49,253,134,0,49,286,105,0,49,0,49,85,61,0,49,79,68,290,123,25,50,10,50,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,1135,218,12,48,0,45,0,45,116,80,0,45,443,142,0,45,8,46,165,79,0,45,115,73,83,76,151,84,42,75,0,45
BK34,Sunset Park East,791,191,110,81,23,62,0,59,61,71,20,61,271,131,9,58,0,59,85,65,0,59,13,57,106,95,83,67,10,60,0,59
BK35,Stuyvesant Heights,1827,292,114,100,20,59,0,51,260,127,36,70,518,160,0,51,18,57,118,75,0,51,102,77,494,151,125,81,0,51,22,61
BK37,Park Slope-Gowanus,1599,266,57,94,18,63,0,58,163,108,0,58,505,144,0,58,0,58,232,106,4,57,203,98,145,105,226,100,38,69,8,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,718,156,67,70,0,42,0,42,47,53,0,42,165,71,0,42,0,42,63,55,29,49,64,53,210,106,61,45,0,42,12,44
BK40,Windsor Terrace,585,144,56,54,12,36,6,31,34,43,0,32,152,77,0,32,13,33,93,56,16,34,59,47,59,49,75,50,0,32,10,33
BK41,Kensington-Ocean Parkway,449,146,17,46,0,40,0,40,25,41,0,40,160,95,0,40,0,40,91,77,0,40,78,56,26,46,52,49,0,40,0,40
BK42,Flatbush,1495,251,176,114,0,68,0,68,76,85,0,68,469,136,9,67,0,68,119,84,15,70,112,74,304,159,198,97,5,66,12,70
BK43,Midwood,718,138,52,60,5,50,0,51,28,57,10,52,135,78,0,51,11,52,122,64,0,51,250,82,45,66,60,51,0,51,0,51
BK44,Madison,889,150,0,46,0,46,0,46,78,68,0,46,284,88,0,46,11,48,130,55,23,46,192,75,43,51,119,63,9,47,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1821,238,174,103,23,64,0,55,123,72,4,54,544,136,0,55,8,55,209,82,38,60,306,96,173,97,212,72,7,55,0,55
BK46,Ocean Parkway South,377,96,0,36,0,36,0,36,1,35,0,36,134,62,0,36,0,36,44,42,0,36,75,43,46,47,77,39,0,36,0,36
BK50,Canarsie,1935,292,298,132,21,76,30,78,226,121,0,70,470,149,0,70,0,70,181,82,0,70,138,86,432,152,121,77,9,69,9,71
BK58,Flatlands,1552,221,183,107,8,63,0,62,145,101,0,62,474,113,12,62,0,62,162,78,11,64,136,73,238,111,137,72,32,65,14,65
BK60,Prospect Lefferts Gardens-Wingate,1473,370,280,151,9,58,0,58,185,123,9,57,382,135,0,58,0,58,120,100,0,58,43,79,299,148,136,89,10,58,0,58
