area_id,area_name,b10054001,b10054001_moe,b10054002,b10054002_moe,b10054003,b10054003_moe,b10054004,b10054004_moe,b10054005,b10054005_moe,b10054006,b10054006_moe,b10054007,b10054007_moe,b10054008,b10054008_moe,b10054009,b10054009_moe,b10054010,b10054010_moe,b10054011,b10054011_moe,b10054012,b10054012_moe,b10054013,b10054013_moe,b10054014,b10054014_moe,b10054015,b10054015_moe,b10054016,b10054016_moe,b10054017,b10054017_moe
BK09,Brooklyn Heights-Cobble Hill,124,109,124,109,0,29,0,29,0,29,124,109,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1109,277,272,137,119,109,81,98,38,63,153,101,837,236,83,84,0,55,0,55,0,55,83,84,754,226,103,94,16,59,87,91,651,216
BK19,Brighton Beach,486,158,9,38,0,38,0,38,0,38,9,38,477,158,98,74,39,57,0,38,39,57,59,56,379,145,124,94,38,59,86,85,255,117
BK21,Seagate-Coney Island,920,243,514,186,230,147,125,98,105,115,284,123,406,158,93,80,58,61,25,53,33,49,35,64,313,139,140,105,77,82,63,75,173,103
BK23,West Brighton,282,141,21,31,0,27,0,27,0,27,21,31,261,140,85,90,77,90,42,73,35,59,8,28,176,109,40,39,20,32,20,33,136,104
BK25,Homecrest,584,200,279,154,122,94,48,66,74,81,157,129,305,134,39,61,0,48,0,48,0,48,39,61,266,124,74,82,10,49,64,82,192,102
BK26,Gravesend,839,229,181,87,48,50,48,50,0,36,133,73,658,209,120,88,20,40,20,40,0,36,100,85,538,190,176,80,106,73,70,69,362,175
BK27,Bath Beach,727,220,128,73,25,42,11,42,14,40,103,72,599,195,19,42,0,40,0,40,0,40,19,42,580,193,156,103,127,99,29,48,424,165
BK28,Bensonhurst West,2219,354,363,166,88,84,74,81,14,67,275,149,1856,317,88,73,6,63,0,64,6,63,82,73,1768,311,391,136,96,78,295,125,1377,276
BK29,Bensonhurst East,2178,384,223,97,110,83,80,86,30,62,113,71,1955,369,19,53,0,51,0,51,0,51,19,53,1936,367,768,250,95,78,673,243,1168,269
BK30,Dyker Heights,1691,343,347,114,81,69,36,62,45,60,266,100,1344,324,72,60,18,52,0,51,18,52,54,59,1272,322,672,255,259,158,413,186,600,186
BK31,Bay Ridge,1029,222,306,126,90,86,64,80,26,70,216,106,723,190,49,81,0,66,0,66,0,66,49,81,674,181,218,107,106,96,112,84,456,154
BK32,Sunset Park West,1724,339,118,85,33,57,32,58,1,48,85,71,1606,327,235,138,122,104,122,104,0,49,113,81,1371,287,524,171,307,135,217,106,847,234
BK33,Carroll Gardens-Columbia Street-Red Hook,378,135,134,88,88,72,77,70,11,45,46,63,244,110,148,91,122,87,112,86,10,46,26,50,96,69,18,52,18,52,0,45,78,63
BK34,Sunset Park East,2698,422,110,79,14,60,14,60,0,59,96,77,2588,414,128,78,65,75,39,70,26,64,63,62,2460,409,989,253,443,154,546,182,1471,293
BK35,Stuyvesant Heights,2708,409,1921,335,766,213,406,161,360,142,1155,247,787,227,253,146,76,68,55,67,21,60,177,132,534,182,231,128,122,98,109,92,303,133
BK37,Park Slope-Gowanus,730,207,406,151,130,81,22,60,108,78,276,136,324,138,154,92,107,78,51,61,56,75,47,75,170,111,114,97,49,70,65,70,56,77
