area_id,area_name,b16006001,b16006001_moe,b16006002,b16006002_moe,b16006003,b16006003_moe,b16006004,b16006004_moe,b16006005,b16006005_moe,b16006006,b16006006_moe,b16006007,b16006007_moe,b16006008,b16006008_moe
BK09,Brooklyn Heights-Cobble Hill,1688,375,567,190,1105,286,913,251,63,54,113,90,16,32,16,31
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4324,697,1301,393,2941,570,1758,423,778,309,398,161,7,55,82,78
BK19,Brighton Beach,3864,738,266,122,3529,708,878,297,1360,346,1038,325,253,143,69,71
BK21,Seagate-Coney Island,6452,923,1834,520,4604,754,1938,520,1531,397,978,266,157,102,14,44
BK23,West Brighton,169,143,94,100,75,103,12,28,31,54,32,55,0,27,0,27
BK25,Homecrest,2707,627,394,160,2286,604,562,225,974,385,670,228,80,85,27,53
BK26,Gravesend,3872,812,1265,473,2550,580,1064,325,926,357,324,141,236,166,57,68
BK27,Bath Beach,3215,742,961,401,2229,594,738,232,801,327,507,286,183,118,25,47
BK28,Bensonhurst West,11307,1371,1961,482,9204,1277,3162,577,3290,602,2104,517,648,286,142,115
BK29,Bensonhurst East,6881,1004,1323,359,5467,894,1816,420,1856,477,1551,409,244,166,91,81
BK30,Dyker Heights,3899,771,1148,330,2675,652,1399,390,517,204,650,301,109,89,76,69
BK31,Bay Ridge,12033,1132,4554,695,7319,906,4199,552,1561,347,1277,391,282,137,160,93
BK32,Sunset Park West,30909,1617,3464,544,27370,1563,11093,889,7414,744,6089,634,2774,477,75,71
BK33,Carroll Gardens-Columbia Street-Red Hook,8046,902,1656,378,6345,856,3940,617,1020,258,903,245,482,271,45,51
BK34,Sunset Park East,22001,1396,2349,483,19474,1359,7898,761,4302,541,4995,671,2279,498,178,158
BK35,Stuyvesant Heights,12280,1146,3183,624,9060,994,4905,686,1409,318,1935,401,811,242,37,57
BK37,Park Slope-Gowanus,12079,1210,3203,508,8796,1053,5037,766,1610,370,1587,306,562,210,80,87
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7882,824,1738,375,6114,715,3785,643,1106,236,790,183,433,146,30,53
BK40,Windsor Terrace,3148,558,984,250,2160,503,1643,437,192,90,235,143,90,60,4,31
BK41,Kensington-Ocean Parkway,4702,978,628,192,3979,935,1837,529,767,243,1015,370,360,252,95,108
BK42,Flatbush,18730,1763,3572,881,15031,1616,6770,897,3128,524,3657,779,1476,544,127,104
BK43,Midwood,3068,679,593,209,2403,638,982,334,763,440,471,218,187,116,72,81
BK44,Madison,2457,580,661,214,1760,516,1238,390,224,133,236,122,62,89,36,51
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3763,711,1781,501,1951,434,1292,322,437,168,184,113,38,75,31,64
BK46,Ocean Parkway South,1512,520,128,66,1338,494,507,262,401,204,318,195,112,87,46,56
BK50,Canarsie,6860,895,1933,438,4749,726,2895,574,1013,260,644,231,197,135,178,126
BK58,Flatlands,5060,759,1057,253,3988,692,1838,354,1350,394,678,257,122,111,15,65
