area_id,area_name,b06012001,b06012001_moe,b06012002,b06012002_moe,b06012003,b06012003_moe,b06012004,b06012004_moe,b06012005,b06012005_moe,b06012006,b06012006_moe,b06012007,b06012007_moe,b06012008,b06012008_moe,b06012009,b06012009_moe,b06012010,b06012010_moe,b06012011,b06012011_moe,b06012012,b06012012_moe,b06012013,b06012013_moe,b06012014,b06012014_moe,b06012015,b06012015_moe,b06012016,b06012016_moe,b06012017,b06012017_moe,b06012018,b06012018_moe,b06012019,b06012019_moe,b06012020,b06012020_moe
BK09,Brooklyn Heights-Cobble Hill,22622,1151,2214,557,513,197,19895,1075,10545,843,812,234,270,139,9463,811,7356,636,976,368,71,56,6309,518,438,138,44,48,46,45,348,131,4283,535,382,130,126,85,3775,520
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61232,1613,9866,1074,5956,960,45410,1619,30862,1396,5019,819,2852,557,22991,1212,1963,365,442,227,388,167,1133,243,955,245,235,115,216,167,504,156,27452,1227,4170,550,2500,525,20782,1191
BK19,Brighton Beach,31461,1318,8477,1023,3804,881,19180,1263,8558,850,1820,404,1280,548,5458,646,596,186,193,115,0,38,403,147,529,188,182,126,119,87,228,129,21778,1019,6282,801,2405,531,13091,933
BK21,Seagate-Coney Island,29391,1273,9549,1144,4052,778,15790,1184,15387,1190,4918,949,1968,546,8501,959,2321,411,824,290,418,171,1079,255,1520,344,566,191,246,125,708,270,10163,789,3241,432,1420,332,5502,669
BK23,West Brighton,15472,690,1820,320,1801,488,11851,874,5823,618,361,142,555,227,4907,632,343,124,62,44,0,27,281,118,129,68,11,30,13,33,105,63,9177,714,1386,271,1233,364,6558,742
BK25,Homecrest,41755,1455,5853,918,5438,854,30464,1389,21328,1228,2567,582,2538,583,16223,1140,1602,320,65,63,133,77,1404,307,743,201,47,66,159,104,537,174,18082,1045,3174,581,2608,451,12300,897
BK26,Gravesend,27710,1254,5556,842,4188,845,17966,1190,13190,1054,2721,635,1722,541,8747,891,971,254,218,98,195,92,558,206,686,232,363,192,84,57,239,113,12863,956,2254,452,2187,521,8422,848
BK27,Bath Beach,29100,1245,4542,776,3250,724,21308,1257,14926,948,1812,423,1151,307,11963,913,772,203,141,105,55,60,576,160,621,217,47,51,65,89,509,205,12781,938,2542,535,1979,494,8260,784
BK28,Bensonhurst West,86400,2162,15495,1494,11064,1262,59841,2156,36311,1589,6111,786,4090,609,26110,1455,1838,304,321,152,68,72,1449,273,1642,320,484,195,293,167,865,209,46609,1769,8579,964,6613,879,31417,1611
BK29,Bensonhurst East,60961,1647,9822,1121,8112,1076,43027,1703,24098,1095,3492,553,2609,439,17997,1023,1163,251,141,88,211,110,811,213,591,201,143,144,8,52,440,145,35109,1400,6046,747,5284,805,23779,1341
BK30,Dyker Heights,44872,1501,6448,1005,5759,1005,32665,1504,22664,1016,2542,466,2076,448,18046,968,1575,276,220,97,131,89,1224,247,959,282,273,215,28,53,658,189,19674,1249,3413,645,3524,706,12737,1117
BK31,Bay Ridge,83650,1986,12890,1417,7331,1022,63429,1981,46779,1550,6050,873,3317,560,37412,1467,6420,613,826,227,292,111,5302,562,2207,387,418,179,227,190,1562,291,28244,1388,5596,779,3495,639,19153,1169
BK32,Sunset Park West,52400,1674,13848,1378,8303,1161,30249,1707,21571,1161,5714,776,3013,621,12844,1007,3569,417,584,203,172,84,2813,364,4420,548,1224,283,648,251,2548,408,22840,1338,6326,763,4470,738,12044,1128
BK33,Carroll Gardens-Columbia Street-Red Hook,38926,1305,5814,810,1979,515,31133,1376,19898,1107,3282,698,1075,430,15541,1090,9946,644,737,222,267,119,8942,604,2200,392,578,202,271,154,1351,308,6882,857,1217,375,366,153,5299,756
BK34,Sunset Park East,71000,2035,22037,1653,15150,1644,33813,1902,24714,1318,7252,832,4824,812,12638,1052,2150,355,463,169,200,111,1487,315,2817,380,646,187,481,151,1690,324,41319,1752,13676,1113,9645,1157,17998,1402
BK35,Stuyvesant Heights,64019,2068,17983,1603,7476,1101,38560,2013,39108,1786,11739,1306,4270,823,23099,1560,8815,758,2311,473,1134,261,5370,543,2544,403,944,283,426,171,1174,268,13552,1170,2989,549,1646,426,8917,1019
BK37,Park Slope-Gowanus,72623,1872,5347,790,3261,639,64015,1864,34956,1597,2192,452,1351,374,31413,1560,22457,1041,1275,266,499,155,20683,1020,2606,409,296,126,388,143,1922,360,12604,920,1584,419,1023,334,9997,805
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34501,1222,7401,900,2624,623,24476,1191,16733,992,3962,647,1479,544,11292,911,9273,652,1339,295,382,129,7552,566,2516,387,828,238,406,164,1282,276,5979,582,1272,322,357,136,4350,490
BK40,Windsor Terrace,22554,968,2793,711,822,226,18939,878,11877,933,1607,552,351,141,9919,792,4819,470,224,99,163,84,4432,452,534,186,124,111,30,45,380,143,5324,590,838,293,278,114,4208,531
BK41,Kensington-Ocean Parkway,35970,1493,9475,1363,5068,996,21427,1491,14540,1093,3795,828,1919,607,8826,904,3035,436,407,169,261,127,2367,395,1182,345,202,119,50,64,930,319,17213,1182,5071,787,2838,597,9304,1026
BK42,Flatbush,104640,2567,23628,1975,13426,1529,67586,2629,43823,2010,10778,1300,5045,872,28000,1707,7831,822,1368,434,570,177,5893,682,2291,406,496,184,432,224,1363,317,50695,2054,10986,1123,7379,906,32330,1857
BK43,Midwood,51101,1607,10600,1265,5987,898,34514,1589,27548,1429,4928,876,2508,609,20112,1298,2209,365,224,115,196,139,1789,313,1110,295,261,133,172,128,677,239,20234,1022,5187,624,3111,561,11936,918
BK44,Madison,39967,1276,4638,650,4804,813,30525,1397,18730,1045,1645,429,1965,414,15120,1039,1148,231,187,95,14,44,947,212,711,216,124,129,77,118,510,142,19378,1015,2682,410,2748,551,13948,955
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48349,1473,3805,866,3112,763,41432,1453,33828,1452,2517,645,1896,596,29415,1384,1492,339,186,115,75,74,1231,316,588,162,38,62,3,54,547,157,12441,904,1064,342,1138,408,10239,818
BK46,Ocean Parkway South,19516,1095,2618,597,2237,587,14661,1092,11902,977,1357,467,1249,476,9296,869,1297,336,96,74,92,51,1109,324,590,264,62,48,83,101,445,239,5727,545,1103,286,813,221,3811,490
BK50,Canarsie,85589,2075,12573,1258,7183,1081,65833,2195,39841,1505,6295,759,3571,671,29975,1414,3884,514,964,271,237,99,2683,443,1710,328,487,185,73,87,1150,277,40154,1494,4827,681,3302,631,32025,1469
BK58,Flatlands,70673,1710,7947,1088,6130,969,56596,1838,35590,1412,4823,845,2991,561,27776,1320,3450,431,472,157,316,150,2662,375,1105,253,172,102,58,68,875,235,30528,1235,2480,459,2765,538,25283,1234
BK60,Prospect Lefferts Gardens-Wingate,68604,2199,14732,1596,7862,1124,46010,2228,28432,1629,7061,1071,3211,671,18160,1400,6337,726,1276,409,481,155,4580,580,1416,351,512,209,152,145,752,251,32419,1667,5883,753,4018,673,22518,1532
BK61,Crown Heights North,99221,2361,28565,1940,11540,1289,59116,2335,48458,1887,16386,1448,5603,853,26469,1548,15112,960,3737,504,1706,361,9669,769,2127,374,891,245,318,159,918,246,33524,1712,7551,909,3913,609,22060,1567
BK63,Crown Heights South,40989,1601,9743,1319,5160,1009,26086,1629,20822,1347,5037,912,2564,709,13221,1208,4030,475,800,232,445,150,2785,425,1093,346,383,152,121,129,589,281,15044,1035,3523,657,2030,478,9491,853
BK64,Prospect Heights,20404,948,2303,486,1365,418,16736,983,7619,693,1025,317,470,198,6124,623,7482,594,626,215,274,123,6582,558,622,209,50,53,34,38,538,200,4681,550,602,195,587,286,3492,506
BK68,Fort Greene,25323,1045,5836,766,2022,553,17465,1003,12546,867,3629,550,1054,497,7863,805,5937,507,511,149,461,149,4965,466,1146,282,560,229,142,128,444,125,5694,683,1136,305,365,146,4193,619
BK69,Clinton Hill,34864,1415,7204,844,2379,601,25281,1325,17419,1155,3921,637,1357,452,12141,1030,9856,740,1892,364,564,194,7400,617,719,186,123,69,82,61,514,163,6870,710,1268,316,376,158,5226,597
BK72,Williamsburg,32628,1528,18239,1639,5191,1128,9198,1117,26857,1529,15869,1563,3963,981,7025,963,776,231,318,132,200,152,258,126,1221,272,535,179,180,119,506,186,3774,428,1517,271,848,295,1409,293
BK73,North Side-South Side,45971,1503,12346,1157,6419,1079,27206,1306,20181,1321,7324,965,3174,771,9683,892,11163,844,1092,271,548,212,9523,743,3540,426,1334,284,649,201,1557,301,11087,893,2596,414,2048,456,6443,695
BK75,Bedford,69607,2011,23550,1598,8683,1189,37374,1915,44154,1761,16800,1369,5673,963,21681,1551,9432,690,2250,332,925,229,6257,554,2720,459,967,231,353,164,1400,339,13301,1105,3533,601,1732,396,8036,907
BK76,Greenpoint,31476,1171,3850,629,2975,575,24651,1187,11876,872,1591,354,1268,353,9017,831,7337,629,453,160,330,129,6554,585,829,192,243,101,35,55,551,160,11434,823,1563,380,1342,351,8529,737
BK77,Bushwick North,61675,1913,20259,1721,9723,1347,31693,1885,24501,1258,9459,1060,3539,635,11503,992,4369,512,1213,296,345,128,2811,404,5001,554,1835,375,695,195,2471,414,27804,1649,7752,936,5144,880,14908,1302
BK78,Bushwick South,70595,2204,20943,1666,9529,1328,40123,2329,34353,1690,10943,1188,4658,898,18752,1471,7481,715,1683,290,649,174,5149,619,7011,686,2715,416,1082,332,3214,525,21750,1554,5602,780,3140,694,13008,1375
BK79,Ocean Hill,31722,1393,9529,1017,3391,746,18802,1369,19155,1139,6262,824,2082,548,10811,1021,3334,461,988,215,303,115,2043,379,824,225,181,90,103,96,540,191,8409,817,2098,443,903,308,5408,687
BK81,Brownsville,54758,1790,21755,1816,6653,914,26350,1611,33785,1573,15486,1559,3937,701,14362,1175,4674,472,1421,287,826,197,2427,350,1785,398,995,326,274,161,516,174,14514,1106,3853,566,1616,394,9045,923
BK82,East New York,91372,2422,30471,2037,11624,1456,49277,2304,53247,2047,20334,1681,6078,949,26835,1678,7261,750,2613,516,820,216,3828,550,3839,543,1382,295,273,123,2184,440,27025,1544,6142,744,4453,794,16430,1252
BK83,Cypress Hills-City Line,47407,1749,13220,1390,5485,985,28702,1753,21896,1319,7143,1025,2323,561,12430,1053,1287,297,300,157,194,116,793,219,2847,427,850,256,217,114,1780,354,21377,1382,4927,695,2751,589,13699,1252
BK85,East New York (Pennsylvania Ave),29365,1156,11453,1180,3289,679,14623,1199,16386,1004,7906,980,1491,469,6989,735,1640,267,558,153,265,102,817,196,1367,424,604,209,332,261,431,196,9972,934,2385,437,1201,310,6386,805
BK88,Borough Park,105602,2858,36334,2508,16577,1788,52691,2431,69457,2736,26683,2187,10584,1442,32190,2068,2147,321,334,106,124,84,1689,296,2256,369,735,200,337,174,1184,260,31742,1483,8582,890,5532,739,17628,1211
BK90,East Williamsburg,33147,1146,7488,870,4163,692,21496,1150,14498,965,3839,596,1670,423,8989,880,7701,619,1115,261,525,139,6061,525,2403,374,731,231,380,129,1292,310,8545,722,1803,366,1588,366,5154,659
