area_id,area_name,b19301b001,b19301b001_moe
BK09,Brooklyn Heights-Cobble Hill,576068,255611
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,273736,49923
BK19,Brighton Beach,121444,36165
BK21,Seagate-Coney Island,124865,19175
BK23,West Brighton,92393,26874
BK25,Homecrest,96700,35345
BK26,Gravesend,169896,30140
BK27,Bath Beach,68280,18630
BK28,Bensonhurst West,98065,29688
BK29,Bensonhurst East,160583,25704
BK30,Dyker Heights,75226,26928
BK31,Bay Ridge,743980,197423
BK32,Sunset Park West,395979,80240
BK33,Carroll Gardens-Columbia Street-Red Hook,455357,115277
BK34,Sunset Park East,303766,45552
BK35,Stuyvesant Heights,362382,16592
BK37,Park Slope-Gowanus,775088,137420
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,498607,112231
BK40,Windsor Terrace,278847,60125
BK41,Kensington-Ocean Parkway,228087,31699
BK42,Flatbush,560479,36121
BK43,Midwood,220364,35359
BK44,Madison,131978,37375
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,231723,28814
BK46,Ocean Parkway South,68289,18979
BK50,Canarsie,825838,26988
BK58,Flatlands,713361,39784
BK60,Prospect Lefferts Gardens-Wingate,363985,16711
BK61,Crown Heights North,550249,25055
BK63,Crown Heights South,185118,12609
BK64,Prospect Heights,247791,49124
BK68,Fort Greene,318539,47524
BK69,Clinton Hill,314282,24550
BK72,Williamsburg,128716,113920
BK73,North Side-South Side,294982,77638
BK75,Bedford,372345,24740
BK76,Greenpoint,46596,19317
BK77,Bushwick North,201297,29751
BK78,Bushwick South,352702,34465
BK79,Ocean Hill,199292,27293
BK81,Brownsville,229493,11594
BK82,East New York,434457,21461
BK83,Cypress Hills-City Line,262868,23032
BK85,East New York (Pennsylvania Ave),142693,9874
BK88,Borough Park,149013,22537
BK90,East Williamsburg,229702,62635
BK91,East Flatbush-Farragut,461738,16664
BK93,Starrett City,46674,10611
BK95,Erasmus,137958,8505
BK96,Rugby-Remsen Village,396561,20547
BK99,park-cemetery-etc-Brooklyn,26788,8408
BX01,Claremont-Bathgate,98392,9168
BX03,Eastchester-Edenwald-Baychester,170333,12268
BX05,Bedford Park-Fordham North,211829,19683
BX06,Belmont,64885,9774
BX07,Bronxdale,182755,15958
BX08,West Farms-Bronx River,126943,12812
BX09,Soundview-Castle Hill-Clason Point-Harding Park,254013,20772
BX10,Pelham Bay-Country Club-City Island,143173,42236
BX13,Co-op City,77323,5662
BX14,East Concourse-Concourse Village,228712,18659
BX17,East Tremont,148340,14049
BX22,North Riverdale-Fieldston-Riverdale,291499,46659
BX26,Highbridge,108979,14273
BX27,Hunts Point,89779,24143
BX28,Van Cortlandt Village,200400,19693
BX29,Spuyten Duyvil-Kingsbridge,300672,43246
BX30,Kingsbridge Heights,125785,16655
BX31,Allerton-Pelham Gardens,289066,36326
BX33,Longwood,55919,6128
BX34,Melrose South-Mott Haven North,103685,13140
BX35,Morrisania-Melrose,119448,9718
BX36,University Heights-Morris Heights,210927,22200
BX37,Van Nest-Morris Park-Westchester Square,215537,39648
BX39,Mott Haven-Port Morris,131966,15303
BX40,Fordham South,69292,8595
BX41,Mount Hope,188444,16917
BX43,Norwood,143161,14702
BX44,Williamsbridge-Olinville,403418,16015
BX46,Parkchester,123114,9595
BX49,Pelham Parkway,199880,35494
BX52,Schuylerville-Throgs Neck-Edgewater Park,330990,46912
BX55,Soundview-Bruckner,177715,28060
BX59,Westchester-Unionport,128615,18860
BX62,Woodlawn-Wakefield,357645,41487
BX63,West Concourse,108435,10272
BX75,Crotona Park East,91300,12943
BX98,Rikers Island,4126,707
BX99,park-cemetery-etc-Bronx,40340,14764
MN01,Marble Hill-Inwood,193513,38697
MN03,Central Harlem North-Polo Grounds,365513,19784
MN04,Hamilton Heights,187565,26887
MN06,Manhattanville,59201,8219
MN09,Morningside Heights,254355,57499
MN11,Central Harlem South,260145,20423
MN12,Upper West Side,592286,147389
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,693588,220985
MN14,Lincoln Square,561336,435465
MN15,Clinton,178032,35767
MN17,Midtown-Midtown South,489004,148073
MN19,Turtle Bay-East Midtown,526707,115266
MN20,Murray Hill-Kips Bay,516805,273307
MN21,Gramercy,130056,119258
MN22,East Village,158918,40370
