area_id,area_name,b25116001,b25116001_moe,b25116002,b25116002_moe,b25116003,b25116003_moe,b25116004,b25116004_moe,b25116005,b25116005_moe,b25116006,b25116006_moe,b25116007,b25116007_moe,b25116008,b25116008_moe,b25116009,b25116009_moe,b25116010,b25116010_moe,b25116011,b25116011_moe,b25116012,b25116012_moe,b25116013,b25116013_moe,b25116014,b25116014_moe,b25116015,b25116015_moe,b25116016,b25116016_moe,b25116017,b25116017_moe,b25116018,b25116018_moe,b25116019,b25116019_moe,b25116020,b25116020_moe,b25116021,b25116021_moe,b25116022,b25116022_moe,b25116023,b25116023_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,1882,257,946,202,337,119,239,92,360,125,3075,326,1961,272,665,166,316,104,133,82,6389,393,3558,365,2441,331,376,123,346,121,395,167,2831,312,2304,288,303,135,166,88,58,44
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,2895,297,760,198,675,140,394,108,1066,169,9788,468,5297,416,2443,289,1153,167,895,157,12387,499,4908,396,1881,309,854,194,849,187,1324,216,7479,468,5135,433,1275,239,656,156,413,123
BK19,Brighton Beach,13764,343,4047,321,1155,206,449,153,267,104,176,93,263,90,2892,289,1560,222,811,179,271,89,250,87,9717,388,4253,378,1231,261,601,157,583,141,1838,251,5464,414,3200,350,910,209,691,175,663,141
BK21,Seagate-Coney Island,11215,272,1856,212,228,89,86,68,34,46,66,58,42,42,1628,201,728,153,486,129,345,129,69,51,9359,314,3371,310,857,217,678,169,786,177,1050,190,5988,384,3485,385,1162,248,817,187,524,148
BK23,West Brighton,8026,219,3044,303,1100,205,237,106,274,113,312,120,277,98,1944,273,748,229,586,149,249,114,361,118,4982,323,2115,287,377,149,341,151,557,169,840,213,2867,302,982,195,496,143,808,209,581,158
BK25,Homecrest,15435,318,6287,358,1100,188,224,86,164,90,213,90,499,125,5187,340,2719,286,1357,198,565,128,546,129,9148,407,3183,309,1143,230,484,125,799,157,757,162,5965,400,4161,382,796,176,647,162,361,112
BK26,Gravesend,11068,297,4005,333,792,171,225,104,119,68,186,86,262,110,3213,328,1629,261,668,159,669,196,247,91,7063,382,2643,333,782,219,472,144,563,166,826,191,4420,368,2460,285,858,197,645,191,457,137
BK27,Bath Beach,10726,270,4473,303,677,146,204,74,112,78,146,70,215,90,3796,297,1865,229,949,179,608,139,374,99,6253,335,2076,258,653,154,386,116,450,126,587,151,4177,331,3067,315,471,144,288,95,351,110
BK28,Bensonhurst West,29717,419,10532,482,1514,209,152,78,345,115,283,93,734,151,9018,466,4838,387,1974,256,1272,198,934,167,19185,553,5423,410,2227,305,861,166,1046,194,1289,208,13762,578,10139,546,1906,273,1011,200,706,159
BK29,Bensonhurst East,21737,342,7875,417,1129,181,198,97,293,91,197,72,441,113,6746,411,3471,326,1651,227,1107,201,517,109,13862,481,4050,364,1646,266,718,164,722,152,964,179,9812,497,6827,467,1377,230,714,157,894,175
