area_id,area_name,b11002001,b11002001_moe,b11002002,b11002002_moe,b11002003,b11002003_moe,b11002004,b11002004_moe,b11002005,b11002005_moe,b11002006,b11002006_moe,b11002007,b11002007_moe,b11002008,b11002008_moe,b11002009,b11002009_moe,b11002010,b11002010_moe,b11002011,b11002011_moe,b11002012,b11002012_moe
BK09,Brooklyn Heights-Cobble Hill,21368,1058,13551,1163,12082,1090,12067,1089,15,35,789,363,755,358,34,30,680,287,675,286,5,28,7817,543
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,60448,1572,51008,1783,37401,1811,37302,1807,99,79,4043,1008,3745,937,298,161,9564,1179,9394,1160,170,98,9440,554
BK19,Brighton Beach,31180,1312,24480,1477,18297,1436,18141,1425,156,94,1896,587,1832,573,64,59,4287,758,4090,726,197,104,6700,528
BK21,Seagate-Coney Island,28427,1222,24278,1364,13154,1316,13054,1300,100,109,1274,572,1245,568,29,47,9850,1305,9421,1220,429,177,4149,438
BK23,West Brighton,15467,689,11908,834,9009,888,9009,888,0,27,436,201,436,201,0,27,2463,577,2417,567,46,49,3559,327
BK25,Homecrest,41794,1455,36162,1600,30130,1556,29970,1547,160,102,1851,489,1750,464,101,92,4181,834,4017,810,164,84,5632,520
BK26,Gravesend,27696,1257,23934,1441,17811,1481,17623,1466,188,125,1093,354,1049,341,44,44,5030,881,4835,855,195,93,3762,422
BK27,Bath Beach,29084,1245,24960,1392,20016,1376,19922,1369,94,68,1406,403,1342,382,64,66,3538,629,3304,601,234,121,4124,507
BK28,Bensonhurst West,85747,2129,75299,2388,59927,2329,59356,2280,571,279,5445,998,4926,888,519,197,9927,1243,9596,1209,331,132,10448,793
BK29,Bensonhurst East,60877,1648,53797,1863,42252,1951,41803,1921,449,226,3973,735,3788,700,185,93,7572,1028,7158,965,414,150,7080,606
BK30,Dyker Heights,44833,1495,39454,1676,31412,1715,31078,1687,334,166,2779,701,2560,634,219,127,5263,820,5009,783,254,109,5379,587
BK31,Bay Ridge,83429,1976,64856,2310,49856,2245,49584,2222,272,161,3916,809,3623,737,293,144,11084,1316,10600,1244,484,178,18573,820
BK32,Sunset Park West,52237,1668,43338,1915,27330,1976,26467,1917,863,326,5292,1071,4625,940,667,217,10716,1333,10133,1259,583,178,8899,818
BK33,Carroll Gardens-Columbia Street-Red Hook,38785,1303,27228,1553,17915,1363,17838,1358,77,67,1893,634,1734,608,159,86,7420,1038,7296,1019,124,84,11557,807
BK34,Sunset Park East,71400,2068,64350,2298,44481,2429,41783,2228,2698,649,7954,1275,6770,1088,1184,400,11915,1374,11007,1261,908,297,7050,723
