area_id,area_name,b25100001,b25100001_moe,b25100002,b25100002_moe,b25100003,b25100003_moe,b25100004,b25100004_moe,b25100005,b25100005_moe,b25100006,b25100006_moe,b25100007,b25100007_moe,b25100008,b25100008_moe,b25100009,b25100009_moe,b25100010,b25100010_moe,b25100011,b25100011_moe,b25100012,b25100012_moe,b25100013,b25100013_moe
BK09,Brooklyn Heights-Cobble Hill,4957,365,3077,305,398,137,610,156,586,151,1483,241,0,29,1880,265,369,110,116,58,184,102,1198,241,13,34
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12683,487,6744,445,656,153,985,200,790,185,4269,396,44,65,5939,387,762,164,451,127,500,121,4147,345,79,68
BK19,Brighton Beach,4047,321,2333,275,270,106,312,125,226,104,1487,229,38,66,1714,234,121,65,237,89,209,92,1079,193,68,70
BK21,Seagate-Coney Island,1856,212,1140,172,50,49,170,90,102,71,766,152,52,68,716,169,90,69,47,50,119,87,460,134,0,38
BK23,West Brighton,3044,303,741,197,187,115,78,76,113,83,363,144,0,27,2303,292,467,152,201,89,286,142,1328,210,21,28
BK25,Homecrest,6287,358,3081,299,319,94,205,74,241,82,2290,284,26,51,3206,299,299,85,176,68,170,85,2527,273,34,60
BK26,Gravesend,4005,333,1870,263,247,120,186,79,252,96,1157,206,28,57,2135,261,175,70,142,70,209,96,1600,245,9,37
BK27,Bath Beach,4473,303,2429,253,74,49,174,63,382,106,1774,227,25,56,2044,230,94,51,60,56,83,49,1803,228,4,39
BK28,Bensonhurst West,10532,482,4933,382,304,120,465,133,374,119,3790,342,0,64,5599,379,213,91,222,85,257,95,4852,365,55,69
BK29,Bensonhurst East,7875,417,3779,339,169,85,249,94,376,109,2970,318,15,51,4096,344,249,81,126,74,190,80,3531,331,0,51
BK30,Dyker Heights,7063,343,3785,297,201,80,266,97,294,96,3024,294,0,51,3278,283,143,74,162,76,130,77,2795,276,48,57
BK31,Bay Ridge,12404,491,7304,431,931,172,1006,171,1042,180,4292,367,33,83,5100,375,540,126,316,100,350,107,3814,340,80,83
