area_id,area_name,b25094001,b25094001_moe,b25094002,b25094002_moe,b25094003,b25094003_moe,b25094004,b25094004_moe,b25094005,b25094005_moe,b25094006,b25094006_moe,b25094007,b25094007_moe,b25094008,b25094008_moe,b25094009,b25094009_moe,b25094010,b25094010_moe,b25094011,b25094011_moe,b25094012,b25094012_moe,b25094013,b25094013_moe,b25094014,b25094014_moe
BK09,Brooklyn Heights-Cobble Hill,4957,365,64,45,89,57,188,109,136,68,144,109,203,101,85,52,104,64,210,117,115,80,608,152,747,182,2264,286
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12683,487,595,130,161,80,256,87,308,104,343,102,705,162,777,170,846,187,737,167,513,137,1865,242,1371,233,4206,401
BK19,Brighton Beach,4047,321,183,80,132,80,105,60,112,67,167,86,236,109,149,82,192,87,112,70,247,95,588,158,507,162,1317,223
BK21,Seagate-Coney Island,1856,212,0,38,0,38,47,51,43,53,76,58,80,68,127,86,164,93,67,60,61,61,399,130,211,89,581,141
BK23,West Brighton,3044,303,717,167,195,76,159,77,132,117,132,99,175,105,139,92,154,102,183,109,229,117,459,164,114,78,256,136
BK25,Homecrest,6287,358,107,73,78,53,221,77,67,53,198,88,142,73,453,130,414,125,374,127,449,126,1271,205,557,152,1956,242
BK26,Gravesend,4005,333,128,70,93,72,71,59,58,46,222,98,292,109,291,126,327,110,316,129,233,107,665,165,286,115,1023,191
BK27,Bath Beach,4473,303,30,42,27,38,63,54,57,52,105,65,234,107,327,115,284,113,362,96,223,88,668,146,310,92,1783,221
BK28,Bensonhurst West,10532,482,94,75,42,67,128,88,83,64,327,117,523,135,730,151,681,149,887,175,797,174,1877,263,819,163,3544,329
BK29,Bensonhurst East,7875,417,28,55,5,50,44,59,102,75,189,79,478,125,544,143,712,144,555,137,582,159,1707,252,636,142,2293,266
BK30,Dyker Heights,7063,343,13,51,0,51,21,51,34,61,178,81,188,69,458,128,564,133,587,152,461,124,1112,187,620,145,2827,279
BK31,Bay Ridge,12404,491,94,76,174,82,199,90,246,111,212,83,337,110,482,124,668,161,778,164,703,145,2443,276,1398,205,4670,348
BK32,Sunset Park West,3977,331,114,75,21,54,98,80,75,65,150,69,149,83,120,70,251,112,290,111,236,101,387,117,412,119,1674,233
BK33,Carroll Gardens-Columbia Street-Red Hook,4668,357,0,45,53,55,13,46,114,96,147,103,72,60,285,140,136,66,309,143,116,76,579,146,386,120,2458,261
BK34,Sunset Park East,4197,330,30,60,57,67,132,88,171,97,209,84,121,68,190,87,224,86,207,85,278,97,658,147,398,123,1522,233
BK35,Stuyvesant Heights,5608,430,18,52,20,55,0,51,38,69,308,136,201,95,214,105,296,121,177,92,122,89,620,156,848,183,2746,314
BK37,Park Slope-Gowanus,12042,567,80,73,65,64,124,77,90,71,207,95,221,112,331,113,367,134,433,141,394,158,1775,267,1217,217,6738,467
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3675,281,57,50,59,51,48,55,27,44,58,53,92,60,55,53,116,65,92,57,94,56,450,112,231,78,2296,244
BK40,Windsor Terrace,4287,308,37,41,10,30,44,40,27,41,67,53,134,72,373,132,244,91,282,108,128,64,581,139,373,113,1987,245
BK41,Kensington-Ocean Parkway,3441,326,45,54,80,65,26,42,55,52,104,79,125,72,105,53,253,106,196,88,196,90,613,161,351,118,1292,238
BK42,Flatbush,6585,413,73,71,119,86,130,95,127,82,160,105,240,103,320,117,281,110,240,104,298,120,1193,199,610,145,2794,311
BK43,Midwood,6436,342,131,73,74,62,158,101,75,57,150,86,236,99,212,90,224,84,291,100,260,101,1132,199,633,159,2860,270
BK44,Madison,6796,324,9,47,99,71,15,47,70,55,171,72,282,95,401,109,457,122,473,120,312,104,1043,180,553,123,2911,276
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12144,371,10,56,37,59,65,63,118,74,171,82,466,119,506,124,879,163,483,114,500,124,1502,218,1206,211,6201,391
