area_id,area_name,b17020c001,b17020c001_moe,b17020c002,b17020c002_moe,b17020c003,b17020c003_moe,b17020c004,b17020c004_moe,b17020c005,b17020c005_moe,b17020c006,b17020c006_moe,b17020c007,b17020c007_moe,b17020c008,b17020c008_moe,b17020c009,b17020c009_moe,b17020c010,b17020c010_moe,b17020c011,b17020c011_moe,b17020c012,b17020c012_moe,b17020c013,b17020c013_moe,b17020c014,b17020c014_moe,b17020c015,b17020c015_moe,b17020c016,b17020c016_moe,b17020c017,b17020c017_moe
BK09,Brooklyn Heights-Cobble Hill,80,72,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,80,72,0,29,0,29,0,29,0,29,80,72,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25,61,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,25,61,0,55,0,55,0,55,0,55,9,56,16,60,0,55
BK19,Brighton Beach,74,76,33,65,0,38,0,38,0,38,0,38,33,65,0,38,0,38,41,54,0,38,0,38,0,38,0,38,28,49,0,38,13,42
BK21,Seagate-Coney Island,187,151,75,114,38,75,0,38,12,41,0,38,25,43,0,38,0,38,112,106,0,38,0,38,0,38,21,48,56,70,35,63,0,38
BK23,West Brighton,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
BK25,Homecrest,55,62,16,52,0,48,0,48,0,48,0,48,0,48,0,48,16,52,39,59,0,48,0,48,0,48,0,48,39,59,0,48,0,48
BK26,Gravesend,107,107,46,79,0,36,0,36,0,36,0,36,46,79,0,36,0,36,61,80,0,36,0,36,0,36,0,36,61,80,0,36,0,36
BK27,Bath Beach,74,119,14,44,0,40,0,40,0,40,0,40,14,44,0,40,0,40,60,97,12,42,0,40,22,52,0,40,26,52,0,40,0,40
BK28,Bensonhurst West,621,434,140,137,24,73,0,64,28,77,10,64,78,84,0,64,0,64,481,405,25,73,23,72,0,64,0,64,433,346,0,64,0,64
BK29,Bensonhurst East,58,80,12,53,0,51,0,51,0,51,0,51,12,53,0,51,0,51,46,78,0,51,0,51,0,51,0,51,46,78,0,51,0,51
BK30,Dyker Heights,94,127,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,94,127,18,56,0,51,0,51,0,51,76,104,0,51,0,51
BK31,Bay Ridge,419,259,95,111,0,66,0,66,0,66,0,66,95,111,0,66,0,66,324,235,0,66,15,69,46,81,43,99,220,172,0,66,0,66
BK32,Sunset Park West,773,430,585,405,57,82,0,49,80,99,34,66,331,261,0,49,83,97,188,153,0,49,0,49,0,49,18,56,170,132,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,10,47,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,10,47,0,45,0,45,0,45,0,45,0,45,0,45,10,47
BK34,Sunset Park East,974,472,163,167,71,98,18,62,0,59,0,59,74,88,0,59,0,59,811,449,145,136,0,59,161,123,98,112,407,261,0,59,0,59
BK35,Stuyvesant Heights,101,84,58,77,0,51,0,51,0,51,0,51,58,77,0,51,0,51,43,59,0,51,0,51,0,51,0,51,24,52,19,58,0,51
BK37,Park Slope-Gowanus,406,201,1,56,0,58,0,58,0,58,0,58,0,58,0,58,1,56,405,201,0,58,0,58,16,59,6,57,335,177,37,62,11,59
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,64,72,58,72,6,42,0,42,0,42,0,42,45,62,0,42,7,43,6,41,0,42,0,42,0,42,0,42,6,41,0,42,0,42
BK40,Windsor Terrace,165,114,13,34,0,32,0,32,0,32,0,32,1,29,12,36,0,32,152,113,0,32,0,32,20,32,38,63,72,70,22,34,0,32
BK41,Kensington-Ocean Parkway,101,116,101,116,68,112,0,40,18,47,0,40,8,39,0,40,7,39,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
