area_id,area_name,b10053001,b10053001_moe,b10053002,b10053002_moe,b10053003,b10053003_moe,b10053004,b10053004_moe,b10053005,b10053005_moe,b10053006,b10053006_moe,b10053007,b10053007_moe,b10053008,b10053008_moe,b10053009,b10053009_moe,b10053010,b10053010_moe,b10053011,b10053011_moe
BK09,Brooklyn Heights-Cobble Hill,124,109,70,66,0,29,0,29,0,29,70,66,54,90,0,29,0,29,0,29,54,90
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1109,277,269,123,78,91,40,78,38,63,191,113,840,254,144,111,57,84,87,91,696,220
BK19,Brighton Beach,486,158,9,38,0,38,0,38,0,38,9,38,477,158,163,104,38,59,125,96,314,125
BK21,Seagate-Coney Island,920,243,561,192,261,154,111,95,150,125,300,125,359,149,167,109,116,92,51,68,192,114
BK23,West Brighton,282,141,21,31,0,27,0,27,0,27,21,31,261,140,117,97,62,78,55,62,144,105
BK25,Homecrest,584,200,336,172,93,93,28,65,65,82,243,153,248,109,103,84,30,51,73,81,145,79
BK26,Gravesend,839,229,342,140,73,51,73,51,0,36,269,133,497,173,171,79,101,72,70,69,326,159
BK27,Bath Beach,727,220,97,57,14,40,0,40,14,40,83,55,630,211,167,104,138,100,29,48,463,183
BK28,Bensonhurst West,2219,354,362,163,102,86,88,83,14,67,260,145,1857,317,383,137,82,78,301,126,1474,283
BK29,Bensonhurst East,2178,384,184,92,110,83,80,86,30,62,74,64,1994,373,768,250,95,78,673,243,1226,277
BK30,Dyker Heights,1691,343,412,140,139,101,36,62,103,95,273,102,1279,316,632,246,259,158,373,172,647,188
BK31,Bay Ridge,1029,222,273,119,86,86,64,80,22,71,187,101,756,195,222,107,106,96,116,83,534,170
BK32,Sunset Park West,1724,339,457,166,191,110,155,95,36,61,266,109,1267,287,488,181,306,154,182,102,779,226
BK33,Carroll Gardens-Columbia Street-Red Hook,378,135,308,125,210,101,189,99,21,46,98,78,70,64,18,52,18,52,0,45,52,58
BK34,Sunset Park East,2698,422,210,98,76,78,62,79,14,58,134,80,2488,414,992,253,434,152,558,184,1496,299
BK35,Stuyvesant Heights,2708,409,1752,305,659,177,297,121,362,134,1093,239,956,274,414,174,286,151,128,97,542,202
BK37,Park Slope-Gowanus,730,207,506,173,215,109,62,65,153,103,291,142,224,116,136,99,60,70,76,72,88,82
