area_id,area_name,b10050001,b10050001_moe,b10050002,b10050002_moe,b10050003,b10050003_moe,b10050004,b10050004_moe,b10050005,b10050005_moe,b10050006,b10050006_moe,b10050007,b10050007_moe,b10050008,b10050008_moe,b10050009,b10050009_moe,b10050010,b10050010_moe
BK09,Brooklyn Heights-Cobble Hill,15794,807,124,109,0,29,0,29,0,29,0,29,0,29,0,29,124,109,15670,788
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,41856,1022,1109,277,222,133,45,87,45,83,57,84,38,59,37,64,887,241,40747,999
BK19,Brighton Beach,21630,773,486,158,163,104,34,64,31,59,9,39,82,80,7,38,323,125,21144,758
BK21,Seagate-Coney Island,18667,726,920,243,428,183,25,53,76,81,155,121,50,52,122,110,492,170,17747,719
BK23,West Brighton,12676,472,282,141,117,97,13,33,0,27,8,28,12,31,84,90,165,107,12394,468
BK25,Homecrest,25275,773,584,200,196,117,15,49,0,48,37,59,75,82,69,86,388,166,24691,746
BK26,Gravesend,18685,714,839,229,244,92,31,48,11,38,80,59,56,66,66,52,595,208,17846,681
BK27,Bath Beach,19035,711,727,220,181,106,33,52,0,40,91,94,32,46,25,42,546,189,18308,682
BK28,Bensonhurst West,53284,1295,2219,354,485,151,67,75,53,81,110,87,75,78,180,105,1734,316,51065,1225
BK29,Bensonhurst East,39352,1047,2178,384,878,261,55,63,169,143,64,66,90,90,500,203,1300,282,37174,968
BK30,Dyker Heights,27952,901,1691,343,771,262,174,144,19,53,251,138,52,75,275,144,920,212,26261,816
BK31,Bay Ridge,53135,1091,1029,222,308,121,0,66,14,66,100,102,32,71,162,90,721,194,52106,1056
BK32,Sunset Park West,28848,987,1724,339,679,212,158,98,20,57,117,122,91,81,293,135,1045,253,27124,994
BK33,Carroll Gardens-Columbia Street-Red Hook,25240,881,378,135,228,105,25,50,0,45,79,79,23,49,101,81,150,89,24862,884
BK34,Sunset Park East,38596,1176,2698,422,1068,261,276,137,93,88,89,80,245,139,365,155,1630,306,35898,1117
