area_id,area_name,b06008001,b06008001_moe,b06008002,b06008002_moe,b06008003,b06008003_moe,b06008004,b06008004_moe,b06008005,b06008005_moe,b06008006,b06008006_moe,b06008007,b06008007_moe,b06008008,b06008008_moe,b06008009,b06008009_moe,b06008010,b06008010_moe,b06008011,b06008011_moe,b06008012,b06008012_moe,b06008013,b06008013_moe,b06008014,b06008014_moe,b06008015,b06008015_moe,b06008016,b06008016_moe,b06008017,b06008017_moe,b06008018,b06008018_moe,b06008019,b06008019_moe,b06008020,b06008020_moe,b06008021,b06008021_moe,b06008022,b06008022_moe,b06008023,b06008023_moe,b06008024,b06008024_moe,b06008025,b06008025_moe,b06008026,b06008026_moe,b06008027,b06008027_moe,b06008028,b06008028_moe,b06008029,b06008029_moe,b06008030,b06008030_moe
BK09,Brooklyn Heights-Cobble Hill,20870,1002,8927,722,9644,774,1343,264,238,110,718,180,8395,704,3666,442,3824,479,457,147,109,87,339,130,7593,670,3701,485,3208,443,393,141,101,62,190,93,408,135,123,77,252,106,0,29,0,29,33,36,4474,544,1437,319,2360,383,493,167,28,40,156,107
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,52291,1285,14864,905,27167,1109,3811,430,1111,216,5338,456,22623,1170,9596,792,8323,714,1537,250,354,129,2813,322,1771,328,664,215,630,180,103,78,66,73,308,111,906,236,231,122,453,194,73,71,56,72,93,78,26991,1173,4373,507,17761,1051,2098,358,635,178,2124,289
BK19,Brighton Beach,27260,1021,7220,629,13410,846,2609,355,686,165,3335,354,4866,553,2588,383,1320,313,417,145,44,40,497,140,500,160,121,74,246,117,79,64,0,38,54,47,467,177,214,99,146,102,60,68,18,46,29,43,21427,976,4297,552,11698,806,2053,320,624,161,2755,329
BK21,Seagate-Coney Island,25312,995,10492,946,9431,749,1958,302,1053,246,2378,285,11408,916,7292,787,2586,473,700,183,367,133,463,135,2277,368,779,249,711,227,253,113,188,109,346,127,1495,329,544,211,511,208,133,88,107,68,200,92,10132,756,1877,457,5623,584,872,206,391,155,1369,228
BK23,West Brighton,14371,587,2790,388,7340,619,1496,318,641,177,2104,282,4884,566,1506,317,1930,421,434,143,180,110,834,201,304,109,73,70,111,55,35,37,10,29,75,52,114,65,49,47,41,43,11,30,0,27,13,33,9069,697,1162,285,5258,596,1016,279,451,150,1182,214
BK25,Homecrest,33500,1021,9193,736,19119,873,2286,325,546,146,2356,255,13957,876,5304,514,6764,647,811,180,137,77,941,184,1378,260,392,145,823,202,41,49,22,51,100,61,699,201,281,119,249,117,100,89,27,64,42,65,17466,979,3216,523,11283,788,1334,276,360,116,1273,197
BK26,Gravesend,23570,972,6795,611,12341,876,1923,297,423,146,2088,281,9529,839,4033,529,3578,511,729,168,187,107,1002,209,714,214,223,118,267,123,59,55,31,50,134,61,662,230,217,115,163,166,149,95,31,46,102,69,12665,939,2322,390,8333,802,986,240,174,82,850,181
BK27,Bath Beach,24303,973,7334,637,13437,771,1088,196,459,180,1985,264,10915,757,4825,539,4424,508,561,128,250,133,855,180,693,182,278,125,250,112,57,52,0,40,108,62,523,192,142,92,273,164,51,50,21,45,36,46,12172,867,2089,416,8490,682,419,133,188,91,986,202
BK28,Bensonhurst West,71813,1717,23099,1254,39157,1332,3837,396,980,197,4740,421,24155,1198,11626,890,9227,753,1151,214,278,102,1873,259,1694,284,722,214,722,181,95,72,0,64,155,85,1276,252,664,182,385,139,96,77,45,76,86,82,44688,1657,10087,918,28823,1274,2495,329,657,167,2626,313
BK29,Bensonhurst East,51376,1311,15151,918,28955,1109,2802,344,880,210,3588,340,16286,935,7449,657,6257,612,983,193,265,106,1332,212,1061,240,523,189,276,107,110,71,0,51,152,70,443,133,134,75,210,102,56,64,21,60,22,48,33586,1301,7045,709,22212,1056,1653,287,594,187,2082,265
