area_id,area_name,b14006001,b14006001_moe,b14006002,b14006002_moe,b14006003,b14006003_moe,b14006004,b14006004_moe,b14006005,b14006005_moe,b14006006,b14006006_moe,b14006007,b14006007_moe,b14006008,b14006008_moe,b14006009,b14006009_moe,b14006010,b14006010_moe,b14006011,b14006011_moe,b14006012,b14006012_moe,b14006013,b14006013_moe,b14006014,b14006014_moe,b14006015,b14006015_moe,b14006016,b14006016_moe,b14006017,b14006017_moe,b14006018,b14006018_moe,b14006019,b14006019_moe,b14006020,b14006020_moe,b14006021,b14006021_moe
BK09,Brooklyn Heights-Cobble Hill,21574,1113,2166,553,591,227,14,35,0,29,0,29,0,29,60,71,121,138,396,156,1575,503,19408,1030,2884,502,398,123,90,56,466,144,456,195,455,172,490,181,529,159,16524,739
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,59139,1530,9433,1001,2503,525,0,55,108,102,425,182,565,204,514,229,725,229,166,145,6930,688,49706,1581,10710,790,292,112,741,212,1742,315,1884,297,2260,381,2883,405,908,197,38996,1166
BK19,Brighton Beach,30788,1264,8394,1008,1896,467,78,104,101,82,327,156,321,150,532,223,360,159,177,135,6498,709,22394,1308,4490,607,195,142,172,87,864,259,704,183,761,206,1430,326,364,125,17904,1015
BK21,Seagate-Coney Island,28602,1215,9245,1112,2677,542,158,98,143,96,548,204,427,175,839,271,523,181,39,50,6568,784,19357,1222,4977,716,113,65,257,122,714,187,807,220,1831,431,1135,335,120,66,14380,867
BK23,West Brighton,15216,672,1809,315,103,73,0,27,0,27,0,27,28,35,0,27,55,48,20,32,1706,305,13407,762,1817,338,43,49,64,67,279,127,162,87,401,151,631,196,237,121,11590,629
BK25,Homecrest,40253,1394,5650,883,2010,498,166,95,128,83,444,171,410,146,524,184,306,120,32,70,3640,474,34603,1367,9181,817,552,145,542,159,1741,290,2011,312,1736,264,2120,321,479,142,25422,922
BK26,Gravesend,26727,1172,5311,784,1558,432,34,47,188,127,255,144,324,164,392,165,339,133,26,52,3753,526,21416,1185,4351,563,249,114,162,84,637,177,954,226,905,250,1139,265,305,120,17065,887
BK27,Bath Beach,28034,1187,4349,740,1505,417,53,87,71,71,365,164,276,128,273,127,289,113,178,123,2844,451,23685,1214,5051,583,280,98,255,102,1066,222,797,172,914,238,1283,254,456,159,18634,931
BK28,Bensonhurst West,83448,2093,14764,1418,5292,735,168,86,255,109,935,243,993,228,1483,316,1277,304,181,97,9472,875,68684,2110,15512,994,743,175,1023,233,2510,361,3119,393,3206,381,3922,459,989,203,53172,1584
BK29,Bensonhurst East,58919,1565,9364,1064,2585,487,59,63,184,94,576,177,507,160,462,153,732,205,65,82,6779,722,49555,1618,10616,764,438,142,690,199,2054,318,1745,291,2009,299,2826,383,854,185,38939,1285
BK30,Dyker Heights,43209,1426,6048,910,1589,356,40,55,43,58,253,108,312,125,451,143,421,164,69,83,4459,683,37161,1510,8663,789,446,132,361,135,1547,295,1718,305,1803,262,2210,334,578,175,28498,1087
BK31,Bay Ridge,80235,1884,12249,1336,4165,702,219,122,245,130,975,278,704,253,730,225,863,234,429,159,8084,815,67986,1890,15228,997,1008,205,727,179,2538,362,2658,363,2945,414,3448,404,1904,284,52758,1317
BK32,Sunset Park West,50026,1601,13071,1294,4181,626,293,136,320,137,1091,263,779,192,735,203,702,254,261,119,8890,887,36955,1625,9283,805,689,191,567,159,1758,279,1592,272,1709,301,2240,377,728,204,27672,1221
BK33,Carroll Gardens-Columbia Street-Red Hook,37535,1241,5724,789,1841,497,82,76,45,61,545,203,295,166,446,176,256,134,172,94,3883,491,31811,1290,6695,622,777,191,411,134,1307,245,1201,265,1079,240,812,238,1108,240,25116,1052
