area_id,area_name,c27010001,c27010001_moe,c27010002,c27010002_moe,c27010003,c27010003_moe,c27010004,c27010004_moe,c27010005,c27010005_moe,c27010006,c27010006_moe,c27010007,c27010007_moe,c27010008,c27010008_moe,c27010009,c27010009_moe,c27010010,c27010010_moe,c27010011,c27010011_moe,c27010012,c27010012_moe,c27010013,c27010013_moe,c27010014,c27010014_moe,c27010015,c27010015_moe,c27010016,c27010016_moe,c27010017,c27010017_moe,c27010018,c27010018_moe,c27010019,c27010019_moe,c27010020,c27010020_moe,c27010021,c27010021_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,3006,423,2797,407,162,101,19,35,28,51,8004,675,7052,623,214,131,72,64,666,194,9607,708,8614,677,185,86,260,112,548,194,2881,356,133,107,851,251,1889,278,8,31
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,11284,847,7222,696,3071,597,642,267,349,198,12484,793,8107,680,2637,408,200,108,1540,322,26308,936,19354,918,4358,506,956,233,1640,313,11212,656,263,113,6311,537,4434,430,204,120
BK19,Brighton Beach,31530,1324,5254,644,2965,567,1773,404,221,126,295,172,6727,687,3715,533,1169,256,122,81,1721,384,12781,687,8094,639,2268,390,517,164,1902,365,6768,458,173,88,5104,404,1411,273,80,71
BK21,Seagate-Coney Island,29406,1273,6455,766,2586,565,3288,597,406,226,175,104,6040,654,2351,442,2582,520,84,66,1023,294,11254,678,5469,568,3589,459,719,215,1477,338,5657,489,65,62,4432,471,1134,250,26,44
BK23,West Brighton,15410,683,1287,245,931,234,290,119,47,57,19,29,1865,327,1314,288,194,103,21,30,336,167,6292,609,4661,577,852,222,165,74,614,207,5966,454,193,116,3072,375,2701,433,0,27
BK25,Homecrest,41893,1458,10136,900,6347,776,3185,532,418,189,186,104,9389,706,5697,558,1676,306,173,94,1843,351,15400,729,9954,662,3162,399,422,123,1862,336,6968,502,145,73,3895,386,2791,383,137,112
BK26,Gravesend,27759,1258,5203,703,2161,454,2270,564,183,125,589,334,5739,573,2561,383,1545,355,104,69,1529,321,10576,633,5533,535,3069,437,400,185,1574,344,6241,501,147,91,3494,440,2600,385,0,36
BK27,Bath Beach,29100,1245,5690,629,3060,491,2218,435,113,103,299,138,6939,705,3920,490,1162,287,102,76,1755,448,11419,698,6660,665,3018,444,294,96,1447,356,5052,426,85,65,2812,345,2142,297,13,43
BK28,Bensonhurst West,86412,2161,18128,1055,7951,703,8662,863,618,196,897,265,21748,1212,10015,815,5657,654,365,138,5711,671,33434,1125,17681,908,8752,732,1230,244,5771,607,13102,777,139,76,8197,649,4339,456,427,194
BK29,Bensonhurst East,61057,1648,11616,804,5612,583,4842,615,393,169,769,286,14435,925,7347,667,3144,458,255,112,3689,525,24809,950,13596,814,6487,646,946,217,3780,501,10197,617,127,81,6491,531,3522,404,57,62
BK30,Dyker Heights,44934,1499,9293,779,4122,465,4060,629,684,229,427,214,10959,810,5266,534,3248,499,207,101,2238,435,17653,792,9957,637,4957,533,892,245,1847,341,7029,497,242,102,3178,361,3550,373,59,65
BK31,Bay Ridge,83453,1976,17032,1084,9683,744,5945,862,956,289,448,199,20482,956,12963,760,3024,470,589,184,3906,493,34205,1053,22426,939,5729,619,1284,254,4766,541,11734,582,316,121,5292,443,5896,445,230,117
BK32,Sunset Park West,52486,1676,12826,908,3064,465,7773,831,1198,353,791,271,17692,1001,5845,568,3730,463,549,172,7568,867,17663,814,7225,588,4903,510,808,201,4727,586,4305,454,97,74,3098,423,1061,198,49,66
BK33,Carroll Gardens-Columbia Street-Red Hook,38965,1308,7694,667,5284,572,1682,394,363,154,365,239,11629,856,8077,679,1291,305,200,133,2061,395,15863,796,11991,710,1876,324,319,154,1677,346,3779,392,118,68,1756,307,1881,266,24,48
BK34,Sunset Park East,71445,2070,17668,1107,3533,542,11920,997,1212,329,1003,289,21652,1189,5026,566,7595,732,871,255,8160,885,26366,999,7465,631,10608,784,1582,346,6711,705,5759,489,149,77,4186,431,1040,216,384,172
BK35,Stuyvesant Heights,64237,2087,16258,1164,5385,686,9126,990,748,274,999,347,17601,1038,7019,714,5380,574,677,212,4525,598,24168,996,12651,765,7056,614,863,204,3598,490,6210,457,388,147,3980,395,1753,252,89,73
BK37,Park Slope-Gowanus,72707,1868,12972,917,10556,816,1693,454,416,204,307,149,24362,1177,19474,1013,800,217,96,91,3992,522,29382,1056,24126,986,1689,331,579,176,2988,442,5991,470,392,153,2089,344,3426,376,84,95
