area_id,area_name,b25093001,b25093001_moe,b25093002,b25093002_moe,b25093003,b25093003_moe,b25093004,b25093004_moe,b25093005,b25093005_moe,b25093006,b25093006_moe,b25093007,b25093007_moe,b25093008,b25093008_moe,b25093009,b25093009_moe,b25093010,b25093010_moe,b25093011,b25093011_moe,b25093012,b25093012_moe,b25093013,b25093013_moe,b25093014,b25093014_moe,b25093015,b25093015_moe,b25093016,b25093016_moe,b25093017,b25093017_moe,b25093018,b25093018_moe,b25093019,b25093019_moe,b25093020,b25093020_moe,b25093021,b25093021_moe,b25093022,b25093022_moe,b25093023,b25093023_moe,b25093024,b25093024_moe,b25093025,b25093025_moe,b25093026,b25093026_moe,b25093027,b25093027_moe,b25093028,b25093028_moe,b25093029,b25093029_moe
BK09,Brooklyn Heights-Cobble Hill,4957,365,35,43,5,28,9,30,21,43,0,29,0,29,0,29,817,189,403,149,97,59,115,65,45,46,157,76,0,29,3057,318,1970,258,405,149,107,57,143,70,419,166,13,34,1048,192,684,159,98,70,45,45,19,32,202,87,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12683,487,71,82,6,55,25,68,0,55,0,55,40,73,0,55,921,196,466,143,72,66,36,70,40,65,285,115,22,64,8183,466,3564,348,770,190,678,168,431,132,2656,337,84,67,3508,274,1532,196,263,80,279,98,183,75,1234,193,17,56
BK19,Brighton Beach,4047,321,33,64,33,64,0,38,0,38,0,38,0,38,0,38,344,125,118,67,26,41,49,67,17,43,134,91,0,38,2710,275,1190,214,277,108,257,114,129,83,774,183,83,75,960,163,522,119,51,50,45,49,31,43,288,106,23,52
BK21,Seagate-Coney Island,1856,212,3,37,0,38,0,38,0,38,0,38,3,37,0,38,43,49,0,38,2,37,20,48,0,38,21,38,0,38,1288,199,475,138,189,94,196,99,130,81,288,94,10,37,522,129,126,71,44,57,67,61,61,61,182,75,42,68
BK23,West Brighton,3044,303,15,32,15,32,0,27,0,27,0,27,0,27,0,27,79,54,65,51,0,27,0,27,0,27,14,32,0,27,1751,288,1166,252,205,115,59,73,61,67,239,120,21,28,1199,205,629,146,49,67,24,36,187,104,310,130,0,27
BK25,Homecrest,6287,358,34,49,21,47,0,48,0,48,4,47,9,49,0,48,622,151,293,96,22,51,14,48,9,46,284,121,0,48,3808,323,1364,208,366,117,289,111,378,124,1385,224,26,51,1823,214,659,134,206,97,172,89,196,88,556,116,34,60
BK26,Gravesend,4005,333,12,39,0,36,0,36,0,36,0,36,12,39,0,36,391,138,129,78,38,49,73,82,0,36,151,85,0,36,2238,276,924,178,250,107,313,125,65,59,658,166,28,57,1364,227,521,153,145,83,132,94,120,86,437,140,9,37
BK27,Bath Beach,4473,303,53,44,0,40,10,41,0,40,20,43,23,39,0,40,383,109,117,62,29,40,64,54,22,43,147,78,4,39,2694,268,881,161,461,152,198,82,307,101,822,156,25,56,1343,188,429,113,103,65,187,98,120,73,504,118,0,40
BK28,Bensonhurst West,10532,482,91,74,21,65,9,64,0,64,7,62,54,72,0,64,862,183,338,123,112,91,21,66,33,67,358,122,0,64,6356,417,2230,271,680,173,611,151,413,130,2402,283,20,63,3223,288,1074,180,210,77,253,99,206,92,1445,211,35,68
BK29,Bensonhurst East,7875,417,25,54,7,51,0,51,0,51,0,51,18,53,0,51,676,151,205,88,89,72,55,57,89,79,238,93,0,51,4912,367,1857,248,400,135,403,138,339,129,1906,245,7,51,2262,253,589,138,324,118,272,98,184,80,885,165,8,51
BK30,Dyker Heights,7063,343,37,55,0,51,10,52,0,51,0,51,27,54,0,51,616,154,184,88,67,70,35,61,64,72,266,108,0,51,4082,312,1525,210,375,117,342,96,397,124,1434,218,9,51,2328,239,712,125,230,91,325,119,195,96,827,153,39,56
BK31,Bay Ridge,12404,491,90,83,7,66,40,79,0,66,10,66,33,70,0,66,1013,175,497,122,156,100,93,72,62,76,193,87,12,67,7700,439,3505,320,751,148,680,161,429,119,2287,290,48,83,3601,294,1344,188,303,105,286,99,265,112,1350,197,53,81
BK32,Sunset Park West,3977,331,21,52,0,49,0,49,0,49,12,52,9,49,0,49,401,133,113,68,35,57,32,54,28,63,193,106,0,49,2565,286,957,190,183,82,158,89,209,106,1032,194,26,57,990,172,325,100,124,81,107,81,74,68,360,111,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,4668,357,0,45,0,45,0,45,0,45,0,45,0,45,0,45,332,108,180,80,32,50,40,51,57,66,23,46,0,45,3131,302,1434,229,301,112,384,113,269,111,722,159,21,48,1205,187,552,167,158,84,64,61,24,47,386,110,21,48
BK34,Sunset Park East,4197,330,68,63,0,59,0,59,0,59,0,59,68,63,0,59,355,116,85,76,51,62,17,62,27,65,144,83,31,65,2763,304,828,154,184,79,117,79,146,88,1437,239,51,64,1011,163,419,110,75,61,96,67,37,65,374,110,10,58
BK35,Stuyvesant Heights,5608,430,64,72,0,51,27,60,0,51,0,51,37,64,0,51,379,129,50,59,66,72,52,68,64,72,147,91,0,51,3953,390,1204,235,316,124,315,122,377,123,1682,260,59,71,1212,194,468,133,149,76,113,80,0,51,467,122,15,55
BK37,Park Slope-Gowanus,12042,567,52,74,26,70,0,58,0,58,0,58,26,62,0,58,1211,216,638,162,213,103,70,70,96,81,194,91,0,58,8499,515,4266,394,1119,208,834,185,333,119,1924,292,23,60,2280,271,1173,206,195,91,135,92,156,99,621,148,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3675,281,10,43,0,42,0,42,0,42,0,42,10,43,0,42,542,121,213,77,121,67,55,50,28,50,125,64,0,42,2587,248,1307,192,298,103,263,93,172,81,544,137,3,40,536,115,277,90,33,41,23,40,31,52,172,71,0,42
BK40,Windsor Terrace,4287,308,45,39,29,36,0,32,0,32,0,32,16,31,0,32,294,95,64,48,109,67,9,33,25,32,87,54,0,32,3088,287,1526,235,367,117,298,99,111,61,769,170,17,30,860,148,339,94,68,49,20,33,136,69,297,103,0,32
BK41,Kensington-Ocean Parkway,3441,326,16,46,0,40,0,40,0,40,0,40,16,46,0,40,372,115,132,84,69,63,27,46,37,48,107,67,0,40,2463,285,859,186,252,101,123,76,142,78,1034,204,53,72,590,120,267,96,33,38,57,47,22,43,211,77,0,40
BK42,Flatbush,6585,413,31,75,0,68,0,68,12,70,0,68,19,73,0,68,531,145,264,108,40,72,107,88,11,69,109,86,0,68,4385,384,1658,240,520,146,356,118,219,118,1586,253,46,71,1638,207,642,136,210,93,125,81,82,77,579,144,0,68
BK43,Midwood,6436,342,31,57,0,51,4,50,0,51,0,51,7,51,20,58,471,145,163,98,58,79,73,64,19,50,158,93,0,51,4221,314,1601,217,399,125,346,109,388,124,1391,207,96,83,1713,201,762,136,160,80,66,56,65,58,653,147,7,50
BK44,Madison,6796,324,0,46,0,46,0,46,0,46,0,46,0,46,0,46,577,153,187,79,29,50,45,64,50,53,266,119,0,46,4732,311,1648,230,530,124,566,143,408,128,1562,227,18,53,1487,186,448,108,161,73,129,58,115,64,625,138,9,47
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12144,371,35,72,30,73,0,55,0,55,0,55,5,54,0,55,1172,208,144,76,104,71,237,110,190,97,497,147,0,55,7715,395,2583,281,1031,194,773,181,494,128,2834,332,0,55,3222,272,1079,164,431,122,122,66,116,65,1434,227,40,59
BK46,Ocean Parkway South,2897,247,45,61,45,61,0,36,0,36,0,36,0,36,0,36,286,109,62,45,22,40,0,36,0,36,173,96,29,46,1743,209,748,146,111,54,113,57,97,63,657,139,17,37,823,135,276,73,131,65,51,50,35,57,330,92,0,36
BK50,Canarsie,13555,522,192,112,72,88,13,72,0,70,0,70,107,96,0,70,828,195,93,83,145,111,89,87,46,76,455,153,0,70,10250,496,1834,257,969,195,1076,210,966,203,5327,406,78,90,2285,251,566,125,136,85,251,91,194,103,1133,188,5,69
BK58,Flatlands,13871,468,96,75,35,67,0,62,0,62,12,64,40,69,9,63,831,169,207,103,148,93,62,74,16,63,398,125,0,62,9549,459,2469,270,958,187,945,197,836,184,4300,365,41,68,3395,276,1117,165,323,107,312,109,275,103,1353,191,15,61
BK60,Prospect Lefferts Gardens-Wingate,4256,355,58,81,0,58,32,74,0,58,0,58,26,67,0,58,305,136,82,75,12,59,16,59,42,87,139,102,14,59,2537,313,667,162,202,104,360,144,213,100,1063,219,32,70,1356,230,414,136,54,64,145,81,145,94,598,164,0,58
BK61,Crown Heights North,6041,466,44,79,17,68,0,67,0,67,0,67,27,79,0,67,514,154,115,94,107,88,28,71,8,67,241,123,15,69,3809,396,913,196,346,147,338,129,286,124,1803,278,123,104,1674,241,469,136,128,90,31,70,100,82,946,196,0,67
BK63,Crown Heights South,2203,253,36,54,0,40,0,40,0,40,0,40,0,40,36,54,180,86,86,65,0,40,26,48,20,49,48,52,0,40,1389,207,389,147,218,107,58,63,119,74,597,144,8,40,598,136,154,74,38,45,108,77,30,45,268,102,0,40
BK64,Prospect Heights,3078,275,10,33,0,32,0,32,10,33,0,32,0,32,0,32,391,129,72,47,83,50,59,51,8,32,169,103,0,32,2261,247,974,187,355,127,229,90,170,73,518,147,15,35,416,129,248,105,28,36,6,31,0,32,125,78,9,33
BK68,Fort Greene,2531,289,0,38,0,38,0,38,0,38,0,38,0,38,0,38,375,113,90,62,56,55,62,63,58,51,109,70,0,38,1702,244,764,197,239,109,90,57,147,82,427,122,35,64,454,108,193,75,24,40,31,47,27,43,169,72,10,39
BK69,Clinton Hill,5018,374,9,41,0,40,0,40,0,40,9,41,0,40,0,40,530,134,165,83,76,64,64,50,16,41,209,87,0,40,3349,337,1336,223,382,120,232,98,437,151,886,188,76,83,1130,196,499,113,141,89,69,62,36,58,385,128,0,40
BK72,Williamsburg,1147,179,0,36,0,36,0,36,0,36,0,36,0,36,0,36,141,74,0,36,10,38,4,35,0,36,127,71,0,36,810,151,203,78,71,58,51,46,122,78,352,112,11,38,196,87,60,47,7,36,21,48,0,36,108,73,0,36
