area_id,area_name,b20004001,b20004001_moe,b20004002,b20004002_moe,b20004003,b20004003_moe,b20004004,b20004004_moe,b20004005,b20004005_moe,b20004006,b20004006_moe,b20004007,b20004007_moe,b20004008,b20004008_moe,b20004009,b20004009_moe,b20004010,b20004010_moe,b20004011,b20004011_moe,b20004012,b20004012_moe,b20004013,b20004013_moe,b20004014,b20004014_moe,b20004015,b20004015_moe,b20004016,b20004016_moe,b20004017,b20004017_moe,b20004018,b20004018_moe
BK09,Brooklyn Heights-Cobble Hill,60254,10183,4076,828,28203,23586,35929,17105,78750,16848,64167,17339,77407,15688,4688,26169,40333,25719,31913,24090,80729,22479,88125,18164,53405,8851,3947,622,24233,26842,36667,38270,73750,24094,48690,9279
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,476036,35829,245767,69733,349101,49918,412151,49473,612512,65402,739127,80506,518820,41041,305801,78240,415333,78147,460494,101075,632405,93742,741201,109859,413244,45713,183673,108003,278627,50762,389015,59425,606329,132786,676613,155139
BK19,Brighton Beach,228844,19785,146626,56845,169367,41492,199067,49863,297078,52373,413754,93873,255834,30715,172993,77115,223112,117429,261453,66369,346264,98671,554285,177187,195490,26522,139417,80307,147868,43293,176329,41653,258070,64121,376156,145976
BK21,Seagate-Coney Island,40736,2846,25625,42621,34667,11047,36705,9654,41844,7723,51292,13787,44125,8852,25708,1690,47969,13606,43045,8772,41801,34397,54438,25261,33667,5892,17411,274296,28688,16680,30843,6810,42083,10291,41279,14333
BK23,West Brighton,50432,11766,52823,32918,43059,14885,31810,12384,50661,15593,70192,46041,62566,12244,35438,2036,54679,4787,30703,16823,66151,37932,120929,14562,37716,7574,53488,59550,30568,32696,35365,18355,35976,12173,61146,11458
BK25,Homecrest,370996,29787,223223,49274,330778,55437,396821,73549,473258,106719,551169,121454,423367,42113,258997,96295,343226,77850,456273,72944,489058,101467,658283,261162,306431,36119,149586,45796,304130,64162,315611,80353,472052,117120,440354,119080
BK26,Gravesend,266932,21504,158944,35783,243138,49363,238778,46456,316251,46072,436708,83944,283247,20315,164741,37234,277129,67213,266652,53923,365934,79870,463163,226331,228685,38296,122829,65777,165476,58436,197172,54205,289883,74614,402844,73383
BK27,Bath Beach,257189,20708,130213,29112,217719,31681,291291,44004,343376,52313,474428,67719,253322,25697,154243,26324,259626,74782,319368,59745,340010,110225,459561,144901,251876,31614,125720,69293,190514,38270,253742,74738,364208,84289,461793,53192
BK28,Bensonhurst West,692636,32197,449651,54480,656454,53581,761883,100477,1040714,105190,1291694,174477,748312,48708,479687,76581,742747,55629,1061645,169525,1092624,189094,1355265,304852,633019,49459,417061,82383,573243,70416,611951,105195,1033754,135282,1205322,230960
BK29,Bensonhurst East,521678,23410,340766,44942,459877,59028,593185,51224,755358,88684,982061,131006,555836,30294,432560,85800,554323,58797,644370,94644,822695,124949,987084,220239,474402,37548,253022,52270,348902,77941,567259,101022,718483,123203,901437,386480
BK30,Dyker Heights,532669,43232,328556,43301,475414,38565,568299,85860,886815,80569,1061415,143699,560880,56537,382378,69491,544993,83264,652967,265700,886594,118745,1105173,362148,504453,46359,331903,66828,353500,83368,497949,103272,794773,151217,987445,171542
BK31,Bay Ridge,822942,40089,369881,114094,553183,55744,830972,80066,1005262,83600,1202985,92574,835128,55181,483596,190876,570623,108521,925865,143682,1152704,154709,1246815,166105,811809,58683,272595,100262,501979,89985,765883,120777,868141,114464,1178808,102327
