area_id,area_name,b20017b001,b20017b001_moe,b20017b002,b20017b002_moe,b20017b003,b20017b003_moe,b20017b004,b20017b004_moe,b20017b005,b20017b005_moe,b20017b006,b20017b006_moe,b20017b007,b20017b007_moe
BK93,Starrett City,37736,8792,27310,3197,40777,20066,10201,2291,39926,10801,45998,5650,4925,8351
BK95,Erasmus,211000,12408,224462,16768,255466,24041,93879,27163,193036,16427,240553,21169,90151,14701
BK96,Rugby-Remsen Village,562224,28139,578369,48131,723427,53879,209246,35526,541144,34928,646696,31885,206023,35205
BX01,Claremont-Bathgate,179848,18711,192840,24125,246863,44149,97513,51076,170619,26840,249708,26072,62973,24106
BX03,Eastchester-Edenwald-Baychester,234317,29280,252926,38181,337625,44711,82306,42129,234992,37674,308146,29732,71744,26256
BX05,Bedford Park-Fordham North,248695,36310,246733,74012,353599,55505,109509,71364,241901,49488,328034,36832,156705,87540
BX06,Belmont,71115,17054,77959,20011,91605,44846,22826,95678,49036,27571,88577,32346,25041,14441
BX07,Bronxdale,244557,29288,245705,50942,335829,38584,85796,55109,240448,36152,306099,39301,71569,47194
BX08,West Farms-Bronx River,193438,29435,195245,47876,245373,38868,100371,75893,197765,43021,272520,46641,63087,31300
BX09,Soundview-Castle Hill-Clason Point-Harding Park,227151,31015,240017,70021,286744,58423,132214,77075,247896,26751,283551,30770,99294,72640
BX10,Pelham Bay-Country Club-City Island,40972,22748,47614,57051,49091,66028,31146,521,40903,12070,42708,20383,40764,17812
BX13,Co-op City,112662,8183,110103,9603,124581,10788,47983,28972,112148,13595,142962,19015,31739,21252
BX14,East Concourse-Concourse Village,323652,31589,336054,65486,412497,62903,161371,83452,312846,42847,458691,67069,113514,41764
BX17,East Tremont,160117,31959,192216,54243,269025,57110,82243,59000,160708,28327,220154,32198,71886,41377
BX22,North Riverdale-Fieldston-Riverdale,88400,41371,99632,84250,151908,77628,16923,127712,53386,107354,102547,38181,50208,69002
BX26,Highbridge,143082,17791,151814,34118,212083,49116,52972,35889,132901,23684,207477,25514,60452,14871
BX27,Hunts Point,76474,18483,76522,23842,116743,28737,27904,58359,75413,23133,123674,49695,36159,8112
BX28,Van Cortlandt Village,228354,27773,239068,61168,325182,57760,87596,23041,227302,45923,322853,68299,100767,48908
BX29,Spuyten Duyvil-Kingsbridge,26556,15630,25722,4335,26389,7255,20192,52159,45769,40990,65809,27764,13427,9213
BX30,Kingsbridge Heights,128890,29864,142513,56385,220991,61465,64602,40373,129986,29585,185321,42573,52204,26939
BX31,Allerton-Pelham Gardens,243074,30255,211078,73685,364997,110713,79777,54355,253438,47420,346116,74928,109864,36150
BX33,Longwood,106127,18280,120979,54763,147526,54432,72837,52454,109874,21803,157474,32384,49500,19480
BX34,Melrose South-Mott Haven North,149346,21738,140925,49691,204927,50847,79837,30976,142191,26948,201242,46865,100213,19861
BX35,Morrisania-Melrose,161166,14627,151390,25744,215907,36571,84791,37371,165721,20082,228824,39445,94868,33629
BX36,University Heights-Morris Heights,242510,37561,275107,70860,379077,74736,126254,95341,233197,45712,403694,46249,118806,23488
BX37,Van Nest-Morris Park-Westchester Square,45843,20917,57424,25045,65109,5391,13784,24048,46615,25330,68334,44289,37738,51928
BX39,Mott Haven-Port Morris,213059,40928,244509,70287,391796,88768,111593,71508,194760,49184,311588,101302,162216,67985
BX40,Fordham South,105840,24802,128555,35411,200427,51335,76350,18554,106579,19189,169343,22266,64196,19977
BX41,Mount Hope,235582,27771,254722,36800,331596,38889,140810,85972,223806,46197,318616,43595,93664,16525
BX43,Norwood,202378,30834,247640,41619,303551,50732,70407,87159,171636,31749,231458,45179,133122,55583
BX44,Williamsbridge-Olinville,584206,29355,624792,57132,779869,57242,269990,82728,550217,36700,672708,34770,224191,45762
BX46,Parkchester,185888,12448,196056,27923,239817,33421,80191,55026,168217,18291,190348,23218,91239,29437
BX49,Pelham Parkway,117115,16030,93100,65087,138998,70050,48561,13575,107450,32629,115125,25900,42031,81185
BX52,Schuylerville-Throgs Neck-Edgewater Park,79049,26824,75764,34737,129755,114226,65096,6154,49861,76561,123794,7191,20848,23412
BX55,Soundview-Bruckner,195373,25575,215084,45462,317375,40475,110240,46090,187655,36053,252777,47337,105084,81121
BX59,Westchester-Unionport,87047,23181,91534,37566,128864,26654,19070,7492,80942,27702,129692,51760,38393,24625
BX62,Woodlawn-Wakefield,342949,18158,314597,46151,426152,38444,116224,33479,356091,29373,420872,27175,115715,29827
BX63,West Concourse,208807,29883,204000,41880,280400,41631,88804,36820,198204,39914,243462,23454,144502,92895
BX75,Crotona Park East,137158,29627,115766,43599,169113,133471,155346,181772,148829,25199,202202,30920,71691,19277
MN01,Marble Hill-Inwood,208798,64081,251560,42996,285666,37786,107780,51448,113181,77958,155609,112362,129781,48221
MN03,Central Harlem North-Polo Grounds,472018,43032,421093,54860,647008,87595,164669,31360,514179,50530,683156,59015,198041,88373
MN04,Hamilton Heights,206861,16557,224710,43025,287564,39569,85520,34050,198119,26009,289229,45423,74210,23951
MN06,Manhattanville,76425,21330,81548,11101,117225,18629,45800,27582,58633,30384,117766,13660,30443,12566
MN09,Morningside Heights,102242,19663,93510,55832,164847,76843,38703,86847,96599,25772,129203,24997,72152,89605
MN11,Central Harlem South,354966,38393,354334,50752,461131,66626,110959,69694,374838,41091,475627,73798,154267,32934
MN12,Upper West Side,117707,35737,148850,47960,253878,163960,122782,93170,99867,37578,150551,46081,50053,22465
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,82819,53463,70461,135521,207340,202101,26279,18102,73459,48765,153328,105869,26757,131350
MN15,Clinton,64648,16390,40888,52412,153686,70410,37710,43368,61077,43797,101274,67536,91586,83816
MN20,Murray Hill-Kips Bay,28889,15377,22188,74084,49271,204565,4191,8564,29375,12003,38333,4977,21544,9255
MN22,East Village,9648,15742,9570,48041,48095,17833,8320,4609,10192,20592,7344,40779,10288,28751
MN28,Lower East Side,35717,34338,63908,51075,78481,12845,24564,15473,34444,18654,70741,26244,22542,12690
MN31,Lenox Hill-Roosevelt Island,67001,34374,67963,42526,98739,27536,22038,56310,85176,81706,104740,17250,19485,26185
MN32,Yorkville,42057,32102,40486,16030,40868,16094,13625,456,61090,32419,90757,6221,27167,60115
MN33,East Harlem South,253286,39202,278871,57304,380273,64186,102174,42740,238344,44194,344420,66550,87213,51950
MN34,East Harlem North,294415,41071,318189,73905,429477,95973,135943,99765,261050,64435,373114,83236,103180,30857
MN35,Washington Heights North,164305,31815,198026,52951,274012,81456,77867,68986,140416,52852,235411,68560,91805,61418
MN36,Washington Heights South,252966,31017,217552,42284,327996,45205,107640,36749,301660,77123,403124,110285,108206,68805
QN01,South Jamaica,462580,42108,456139,63770,576780,65514,328409,194496,469880,43502,604343,68870,139950,58551
QN02,Springfield Gardens North,106880,8412,101418,19153,136655,15549,18317,10558,114848,11713,138212,14288,45184,15320
QN03,Springfield Gardens South-Brookville,189373,13556,210754,16282,244384,21058,64575,80414,176054,16627,217032,21369,70179,22340
QN05,Rosedale,196752,12960,204312,33271,242332,27069,53539,21671,198345,13470,229680,24306,86255,32728
QN06,Jamaica Estates-Holliswood,232765,74894,216435,134960,353250,59718,99797,97874,200662,84410,298177,83406,70664,38165
QN07,Hollis,253807,27145,233917,41016,396375,97120,106161,21525,272009,56542,387284,44383,88318,52891
QN08,St. Albans,753005,39020,736472,57270,959936,94083,307464,78164,752626,46433,945292,62508,263437,63940
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,47210,9316,53833,12686,62375,16588,11477,61354,34450,20898,46272,5563,8148,17155
QN12,Hammels-Arverne-Edgemere,196472,19615,224991,114423,305083,43939,81765,42038,185740,24156,223857,22169,104972,21223
QN15,Far Rockaway-Bayswater,240896,16448,240814,26756,280314,40447,80938,47726,248026,25089,286733,29866,89368,19135
QN25,Corona,72849,10210,68124,19638,144091,59061,37911,12852,67930,23997,107190,44653,39477,7660
QN26,North Corona,71952,22009,87395,46356,115819,36288,22362,12238,51755,30203,107873,27116,21429,10195
QN27,East Elmhurst,163020,27198,134465,38064,168296,95317,62312,39851,184190,31535,200629,37613,106328,48528
QN33,Cambria Heights,518495,37551,532455,49305,651878,67774,232824,150526,507282,43903,606158,71564,194764,90607
QN34,Queens Village,540033,42993,546451,69973,746577,102805,295421,126979,530833,55326,695681,54574,235668,64976
QN35,Briarwood-Jamaica Hills,146730,35430,140363,46035,225324,64371,49211,50700,159136,38006,185176,97612,78426,31599
QN37,Kew Gardens Hills,40313,23110,82577,56481,83903,7796,55093,102070,24833,15109,32471,17820,3542,9616
QN38,Pomonok-Flushing Heights-Hillcrest,68920,27276,69682,41094,78460,50374,80890,117076,56090,59751,111042,16980,13999,50141
QN43,Bellerose,66200,10164,68219,3096,74091,82973,67664,2335,42917,15394,44722,27372,23194,36472
QN44,Glen Oaks-Floral Park-New Hyde Park,39603,48880,38333,5480,38068,59514,38558,771,61250,52154,72798,45715,32708,45495
QN46,Bayside-Bayside Hills,48833,13542,49563,16035,62586,6074,13571,8769,46724,26583,63793,26582,5625,5006
QN53,Woodhaven,58514,31957,101315,80592,129222,42415,57520,52743,55279,63801,89549,21901,11250,41085
QN54,Richmond Hill,186465,34891,219414,60605,272577,61401,121574,165110,158373,62007,244234,60790,90726,47276
QN55,South Ozone Park,512216,52712,582242,82376,750739,119616,264705,100272,487987,108518,682168,149409,200834,58695
QN60,Kew Gardens,41883,14065,41587,21504,41346,52134,52772,59303,42023,16148,42159,30386,16429,61175
QN61,Jamaica,297020,35298,310936,64062,387602,91410,156352,88308,282831,46726,376900,68537,158092,82629
QN66,Laurelton,443097,25418,468512,41040,624927,71643,160802,36341,417331,32509,518850,38963,167766,53120
QN68,Queensbridge-Ravenswood-Long Island City,27681,11134,40182,8842,41107,3655,20402,32594,22622,5920,28358,5365,11007,3720
QN70,Astoria,43625,17000,56085,16158,62566,2317,11146,8044,49406,16826,62125,28220,18869,8423
QN71,Old Astoria,20369,11163,13300,11795,34167,14084,6625,8146,24750,12547,34050,9273,8879,8286
QN76,Baisley Park,478541,27600,508763,92290,720407,96470,164512,91977,456873,35398,617142,50074,150079,44925
SI05,New Springville-Bloomfield-Travis,24743,8359,24559,8147,27639,8425,10556,5328,25893,35704,39861,4817,4615,2409
SI08,Grymes Hill-Clifton-Fox Hills,111550,36018,114184,36618,131067,10700,56190,50320,108806,69060,155182,25646,31328,9899
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,119218,16513,121653,36035,129552,57153,59849,28652,126400,13703,138002,12818,33809,35903
SI22,West New Brighton-New Brighton-St. George,290521,39062,335048,72322,460348,79542,208763,95007,270144,70470,335391,48002,183527,100822
SI28,Port Richmond,106788,20605,114369,30788,146674,58996,50495,64546,90477,53667,137918,36211,40118,9536
SI35,New Brighton-Silver Lake,64827,23566,64367,11707,75570,53981,7856,27962,63730,86809,117721,73999,27801,13738
SI37,Stapleton-Rosebank,60016,6939,66875,20108,72807,22510,27643,35745,56599,9233,62805,28656,32519,18459
