area_id,area_name,b17003001,b17003001_moe,b17003002,b17003002_moe,b17003003,b17003003_moe,b17003004,b17003004_moe,b17003005,b17003005_moe,b17003006,b17003006_moe,b17003007,b17003007_moe,b17003008,b17003008_moe,b17003009,b17003009_moe,b17003010,b17003010_moe,b17003011,b17003011_moe,b17003012,b17003012_moe,b17003013,b17003013_moe,b17003014,b17003014_moe,b17003015,b17003015_moe,b17003016,b17003016_moe,b17003017,b17003017_moe,b17003018,b17003018_moe,b17003019,b17003019_moe,b17003020,b17003020_moe,b17003021,b17003021_moe,b17003022,b17003022_moe,b17003023,b17003023_moe
BK09,Brooklyn Heights-Cobble Hill,18186,805,1659,471,876,291,26,37,272,149,119,81,459,162,783,264,59,43,281,181,138,95,305,117,16527,729,7970,508,118,67,479,171,691,194,6682,464,8557,430,123,65,364,138,969,251,7101,421
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,45243,1088,6585,615,2493,347,597,161,886,241,479,169,531,146,4092,427,1029,248,1707,296,611,156,745,178,38658,1128,17962,646,2063,314,4529,447,3772,400,7598,525,20696,738,2303,294,6114,488,4425,446,7854,526
BK19,Brighton Beach,23646,846,6328,668,2472,372,550,164,933,232,328,118,661,196,3856,450,715,171,1295,278,912,238,934,207,17318,889,8153,537,867,208,1878,313,1828,304,3580,384,9165,507,992,202,1961,285,2085,295,4127,373
BK21,Seagate-Coney Island,19841,823,6085,701,2330,448,891,245,695,344,273,115,471,146,3755,418,1199,237,1271,253,650,195,635,165,13756,818,6177,527,1881,311,1959,329,1373,283,964,202,7579,511,2260,333,2277,317,1622,268,1420,252
BK23,West Brighton,13418,507,1686,296,576,154,79,49,103,58,131,80,263,115,1110,221,179,82,181,112,250,98,500,149,11732,593,5028,379,372,134,1562,284,908,206,2186,337,6704,411,642,224,2000,283,1598,278,2464,391
BK25,Homecrest,28091,815,3527,440,1649,248,492,141,433,145,284,106,440,129,1878,277,685,168,443,120,304,107,446,140,24564,858,11894,532,1796,287,3735,404,2369,308,3994,367,12670,501,1753,263,4626,408,2681,303,3610,328
BK26,Gravesend,20397,781,3556,458,1500,285,733,203,379,160,172,98,216,97,2056,296,995,233,400,139,427,147,234,101,16841,818,7685,468,1601,267,2808,386,1313,235,1963,286,9156,507,1943,289,3122,374,1794,296,2297,343
BK27,Bath Beach,21040,804,2956,448,1286,238,497,144,405,142,195,101,189,103,1670,271,590,171,473,144,264,91,343,119,18084,889,8689,540,1762,329,3015,356,1570,243,2342,302,9395,506,2084,298,3182,356,1549,252,2580,355
BK28,Bensonhurst West,60479,1420,9062,809,4049,436,1749,289,1022,199,658,221,620,154,5013,466,2063,310,1342,241,911,201,697,152,51417,1476,24959,912,7618,650,7969,558,4177,402,5195,434,26458,828,7401,562,9318,560,4324,419,5415,433
BK29,Bensonhurst East,44518,1125,6558,683,2787,344,1220,244,763,170,247,100,557,144,3771,411,1662,281,1090,209,425,135,594,150,37960,1193,18953,735,5401,535,6103,530,3186,357,4263,400,19007,702,5479,453,5773,478,3087,347,4668,421
BK30,Dyker Heights,31517,954,4009,613,1737,300,852,211,484,165,256,106,145,77,2272,386,931,213,743,204,310,108,288,128,27508,1020,13316,646,3504,413,4079,401,2365,300,3368,339,14192,601,3894,424,3933,357,2566,298,3799,358
BK31,Bay Ridge,60123,1156,7758,716,3337,399,957,218,1088,244,497,149,795,180,4421,442,1565,287,1177,232,632,160,1047,212,52365,1244,24538,814,2850,370,5334,510,5093,456,11261,595,27827,815,3454,427,6376,473,5249,442,12748,610
BK32,Sunset Park West,33656,1112,7524,726,3202,437,2037,357,518,166,288,121,359,132,4322,446,2447,305,973,227,420,129,482,137,26132,1125,14199,810,4950,511,3149,427,2566,348,3534,398,11933,586,4408,424,2233,306,1864,271,3428,347
BK33,Carroll Gardens-Columbia Street-Red Hook,28807,877,3655,426,1458,311,599,205,269,123,241,131,349,157,2197,298,919,214,609,163,325,119,344,112,25152,925,11658,650,838,236,1672,300,1708,300,7440,511,13494,656,1228,277,1607,281,1836,310,8823,511
BK34,Sunset Park East,45902,1326,12718,901,5328,483,3662,409,1015,217,366,140,285,110,7390,574,5004,477,1395,255,526,159,465,144,33184,1393,17459,946,8232,701,4197,471,2189,306,2841,377,15725,701,6911,516,3592,370,2150,289,3072,366
BK35,Stuyvesant Heights,40951,1226,9383,742,3272,446,1369,297,1280,264,476,160,147,93,6111,529,2353,320,2164,349,1072,229,522,177,31568,1327,14327,850,3198,447,4546,480,3248,432,3335,415,17241,849,2889,378,4513,488,4996,471,4843,442
BK37,Park Slope-Gowanus,54380,1257,3619,501,1523,285,380,139,164,92,277,102,702,210,2096,340,552,163,451,163,338,130,755,218,50761,1306,24679,910,1798,355,1918,327,3351,436,17612,755,26082,812,1561,255,2338,355,2425,367,19758,757
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,25482,890,4795,610,2096,390,736,200,598,187,502,195,260,93,2699,396,1017,219,755,189,444,132,483,146,20687,837,9772,556,1077,236,1047,220,1375,252,6273,455,10915,554,1213,220,1378,255,1493,237,6831,412
BK40,Windsor Terrace,16319,570,1667,387,729,186,159,96,227,109,156,105,187,78,938,292,301,148,189,109,171,94,277,169,14652,594,6945,391,461,140,1285,245,1399,262,3800,322,7707,377,650,140,1280,209,923,182,4854,378
BK41,Kensington-Ocean Parkway,22867,821,4829,608,2032,298,650,185,436,165,347,139,599,152,2797,369,834,194,717,219,508,153,738,186,18038,921,8887,593,1552,274,2429,375,1800,307,3106,397,9151,566,1318,310,2034,283,2212,364,3587,394
BK42,Flatbush,67381,1509,12919,964,5230,569,1785,322,1748,319,1075,238,622,178,7689,625,2391,345,2780,407,1647,294,871,236,54462,1621,24847,1048,4393,528,6704,649,6421,606,7329,565,29615,1018,5281,544,8121,633,6429,559,9784,646
BK43,Midwood,32341,832,6207,593,2562,333,634,155,570,146,653,179,705,184,3645,385,880,185,1012,232,719,176,1034,210,26134,924,12708,621,1456,373,2678,315,2778,384,5796,409,13426,560,1128,217,3010,326,3132,371,6156,458
