area_id,area_name,b99163001,b99163001_moe,b99163002,b99163002_moe,b99163003,b99163003_moe,b99163004,b99163004_moe,b99163005,b99163005_moe
BK09,Brooklyn Heights-Cobble Hill,21960,-1,16813,-1,5147,-1,300,-1,4847,-1
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,58445,-1,25207,-1,33238,-1,1193,-1,32045,-1
BK19,Brighton Beach,30018,-1,4508,-1,25510,-1,1187,-1,24323,-1
BK21,Seagate-Coney Island,28669,-1,14136,-1,14533,-1,816,-1,13717,-1
BK23,West Brighton,15101,-1,4711,-1,10390,-1,332,-1,10058,-1
BK25,Homecrest,39301,-1,16001,-1,23300,-1,1370,-1,21930,-1
BK26,Gravesend,26323,-1,9494,-1,16829,-1,816,-1,16013,-1
BK27,Bath Beach,27504,-1,10297,-1,17207,-1,1096,-1,16111,-1
BK28,Bensonhurst West,81501,-1,21932,-1,59569,-1,5372,-1,54197,-1
BK29,Bensonhurst East,57739,-1,13980,-1,43759,-1,2319,-1,41440,-1
BK30,Dyker Heights,42509,-1,16079,-1,26430,-1,762,-1,25668,-1
BK31,Bay Ridge,78577,-1,40910,-1,37667,-1,836,-1,36831,-1
BK32,Sunset Park West,50592,-1,12560,-1,38032,-1,1953,-1,36079,-1
BK33,Carroll Gardens-Columbia Street-Red Hook,37024,-1,25997,-1,11027,-1,575,-1,10452,-1
BK34,Sunset Park East,65986,-1,9969,-1,56017,-1,1977,-1,54040,-1
BK35,Stuyvesant Heights,59453,-1,46575,-1,12878,-1,567,-1,12311,-1
BK37,Park Slope-Gowanus,67918,-1,50509,-1,17409,-1,946,-1,16463,-1
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33228,-1,22250,-1,10978,-1,490,-1,10488,-1
BK40,Windsor Terrace,20882,-1,13734,-1,7148,-1,317,-1,6831,-1
BK41,Kensington-Ocean Parkway,33285,-1,12170,-1,21115,-1,627,-1,20488,-1
BK42,Flatbush,97622,-1,50476,-1,47146,-1,1953,-1,45193,-1
BK43,Midwood,47702,-1,23343,-1,24359,-1,1214,-1,23145,-1
BK44,Madison,37587,-1,16076,-1,21511,-1,1203,-1,20308,-1
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,44739,-1,30232,-1,14507,-1,911,-1,13596,-1
BK46,Ocean Parkway South,17878,-1,10357,-1,7521,-1,398,-1,7123,-1
BK50,Canarsie,81155,-1,57780,-1,23375,-1,1212,-1,22163,-1
BK58,Flatlands,66568,-1,46593,-1,19975,-1,962,-1,19013,-1
BK60,Prospect Lefferts Gardens-Wingate,64562,-1,46486,-1,18076,-1,1094,-1,16982,-1
BK61,Crown Heights North,93661,-1,74625,-1,19036,-1,1211,-1,17825,-1
BK63,Crown Heights South,38290,-1,25849,-1,12441,-1,732,-1,11709,-1
BK64,Prospect Heights,19236,-1,15092,-1,4144,-1,177,-1,3967,-1
BK68,Fort Greene,25342,-1,17867,-1,7475,-1,337,-1,7138,-1
BK69,Clinton Hill,34222,-1,25403,-1,8819,-1,623,-1,8196,-1
BK72,Williamsburg,26665,-1,3126,-1,23539,-1,1344,-1,22195,-1
BK73,North Side-South Side,43053,-1,18702,-1,24351,-1,628,-1,23723,-1
BK75,Bedford,62818,-1,38727,-1,24091,-1,1292,-1,22799,-1
BK76,Greenpoint,30585,-1,16677,-1,13908,-1,465,-1,13443,-1
BK77,Bushwick North,56915,-1,13313,-1,43602,-1,1005,-1,42597,-1
BK78,Bushwick South,66662,-1,28186,-1,38476,-1,1327,-1,37149,-1
BK79,Ocean Hill,29171,-1,23022,-1,6149,-1,348,-1,5801,-1
BK81,Brownsville,50492,-1,40304,-1,10188,-1,285,-1,9903,-1
BK82,East New York,84360,-1,59992,-1,24368,-1,1163,-1,23205,-1
BK83,Cypress Hills-City Line,43543,-1,14423,-1,29120,-1,1328,-1,27792,-1
BK85,East New York (Pennsylvania Ave),27168,-1,19120,-1,8048,-1,299,-1,7749,-1
BK88,Borough Park,92472,-1,23889,-1,68583,-1,3236,-1,65347,-1
BK90,East Williamsburg,31814,-1,16161,-1,15653,-1,663,-1,14990,-1
BK91,East Flatbush-Farragut,49588,-1,39361,-1,10227,-1,663,-1,9564,-1
BK93,Starrett City,12196,-1,6507,-1,5689,-1,142,-1,5547,-1
BK95,Erasmus,27828,-1,19056,-1,8772,-1,480,-1,8292,-1
BK96,Rugby-Remsen Village,52387,-1,45015,-1,7372,-1,490,-1,6882,-1
BK99,park-cemetery-etc-Brooklyn,388,-1,333,-1,55,-1,0,-1,55,-1
BX01,Claremont-Bathgate,28110,-1,11996,-1,16114,-1,677,-1,15437,-1
BX03,Eastchester-Edenwald-Baychester,34381,-1,24966,-1,9415,-1,496,-1,8919,-1
