area_id,area_name,b19001b001,b19001b001_moe,b19001b002,b19001b002_moe,b19001b003,b19001b003_moe,b19001b004,b19001b004_moe,b19001b005,b19001b005_moe,b19001b006,b19001b006_moe,b19001b007,b19001b007_moe,b19001b008,b19001b008_moe,b19001b009,b19001b009_moe,b19001b010,b19001b010_moe,b19001b011,b19001b011_moe,b19001b012,b19001b012_moe,b19001b013,b19001b013_moe,b19001b014,b19001b014_moe,b19001b015,b19001b015_moe,b19001b016,b19001b016_moe,b19001b017,b19001b017_moe
BK09,Brooklyn Heights-Cobble Hill,512,161,40,41,14,35,28,43,54,48,0,29,40,45,0,29,0,29,0,29,97,98,0,29,50,44,85,85,16,37,38,41,50,45
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1727,246,291,129,161,102,108,106,146,116,98,84,173,133,93,89,142,110,126,98,50,67,201,127,105,82,23,58,0,55,10,56,0,55
BK19,Brighton Beach,198,107,33,52,1,37,34,55,25,43,0,38,8,38,0,38,0,38,0,38,9,38,0,38,67,78,0,38,0,38,21,47,0,38
BK21,Seagate-Coney Island,3789,318,856,213,307,123,205,103,318,140,379,141,344,133,132,86,242,98,102,83,292,133,276,128,148,87,71,71,70,71,47,64,0,38
BK23,West Brighton,141,100,0,27,0,27,51,68,0,27,0,27,0,27,0,27,0,27,0,27,38,66,0,27,24,36,13,33,0,27,15,33,0,27
BK25,Homecrest,207,109,7,48,0,48,10,50,21,57,0,48,23,59,35,73,0,48,0,48,54,64,0,48,45,63,12,51,0,48,0,48,0,48
BK26,Gravesend,914,197,213,110,96,101,55,62,18,42,38,57,88,83,17,42,41,61,27,44,47,56,163,130,92,73,0,36,0,36,19,41,0,36
BK27,Bath Beach,197,112,22,46,31,51,0,40,0,40,25,55,35,68,0,40,0,40,0,40,0,40,0,40,51,71,33,48,0,40,0,40,0,40
BK28,Bensonhurst West,289,116,41,67,48,76,0,64,6,63,0,64,0,64,35,75,0,64,6,63,37,69,18,69,24,67,5,63,11,65,33,72,25,74
BK29,Bensonhurst East,223,103,21,57,0,51,20,58,17,57,0,51,0,51,10,52,0,51,0,51,25,62,27,58,47,60,13,53,25,63,18,57,0,51
BK30,Dyker Heights,190,101,0,51,9,50,0,51,28,66,12,54,9,51,9,50,27,64,0,51,0,51,19,57,55,72,8,51,14,51,0,51,0,51
BK31,Bay Ridge,801,190,46,73,40,72,0,66,68,83,29,68,58,84,12,67,32,72,29,73,124,107,156,102,79,80,34,70,41,69,34,69,19,72
BK32,Sunset Park West,824,181,55,58,45,62,10,51,15,52,49,67,27,56,58,69,70,68,39,58,72,73,99,79,68,68,95,78,54,63,31,59,37,72
BK33,Carroll Gardens-Columbia Street-Red Hook,1801,227,491,147,100,93,125,90,173,107,95,95,164,89,42,66,112,83,62,61,172,109,66,86,103,77,65,73,13,48,0,45,18,48
BK34,Sunset Park East,656,175,90,84,12,59,80,81,31,73,14,61,0,59,15,61,55,70,17,59,56,59,69,73,98,80,112,103,0,59,7,58,0,59
BK35,Stuyvesant Heights,18662,535,3307,374,1289,226,1143,221,1217,240,1070,226,750,178,732,188,836,193,838,217,1481,268,1501,260,1845,275,1010,210,652,172,655,182,336,125
BK37,Park Slope-Gowanus,1999,294,115,78,63,64,54,61,65,95,47,65,95,92,79,81,54,64,90,83,76,76,204,120,327,121,87,75,221,144,174,94,248,113
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3372,251,746,159,341,111,283,115,181,99,194,111,182,106,142,76,147,100,134,84,219,98,81,61,222,96,119,67,163,81,38,50,180,82
BK40,Windsor Terrace,688,188,53,57,16,34,28,41,7,31,0,32,61,69,77,72,0,32,25,39,76,77,54,54,101,65,53,65,60,61,30,42,47,47
BK41,Kensington-Ocean Parkway,1068,231,111,75,94,76,27,51,11,41,28,57,134,101,67,53,22,41,48,59,83,64,124,106,99,70,69,55,71,79,32,51,48,60
BK42,Flatbush,20036,580,2421,350,1336,257,835,203,903,212,1220,247,1500,270,1344,278,1247,278,877,244,1767,288,1989,311,2117,342,1171,253,558,167,535,178,216,102
BK43,Midwood,1073,197,148,94,9,52,130,96,59,70,36,54,35,57,73,68,38,55,0,51,128,90,78,75,261,121,16,55,31,56,31,58,0,51
BK44,Madison,207,104,13,49,0,46,0,46,10,48,0,46,0,46,54,63,0,46,40,77,27,49,41,58,18,53,4,45,0,46,0,46,0,46
