area_id,area_name,b25047001,b25047001_moe,b25047002,b25047002_moe,b25047003,b25047003_moe
BK09,Brooklyn Heights-Cobble Hill,12735,227,12567,235,168,123
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,27414,276,27273,290,141,101
BK19,Brighton Beach,15273,248,15028,260,245,106
BK21,Seagate-Coney Island,12177,192,12051,213,126,88
BK23,West Brighton,8564,84,8556,86,8,27
BK25,Homecrest,16879,245,16797,247,82,70
BK26,Gravesend,11490,266,11417,272,73,63
BK27,Bath Beach,11640,187,11565,195,75,73
BK28,Bensonhurst West,31897,314,31750,323,147,98
BK29,Bensonhurst East,23270,249,23135,256,135,83
BK30,Dyker Heights,16052,198,15936,206,116,72
BK31,Bay Ridge,37125,309,36939,318,186,108
BK32,Sunset Park West,18372,233,18119,248,253,111
BK33,Carroll Gardens-Columbia Street-Red Hook,19399,222,19270,233,129,85
BK34,Sunset Park East,21906,240,21557,271,349,130
BK35,Stuyvesant Heights,28484,301,27775,337,709,179
BK37,Park Slope-Gowanus,33650,336,33361,362,289,149
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,17033,209,16818,219,215,89
BK40,Windsor Terrace,10030,98,9994,105,36,46
BK41,Kensington-Ocean Parkway,12560,224,12454,231,106,93
BK42,Flatbush,40161,279,39633,336,528,189
BK43,Midwood,19756,213,19437,241,319,132
BK44,Madison,15876,137,15746,155,130,90
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,17523,185,17329,211,194,112
BK46,Ocean Parkway South,7199,185,7162,192,37,51
BK50,Canarsie,29800,283,29558,298,242,115
BK58,Flatlands,24682,206,24521,218,161,88
BK60,Prospect Lefferts Gardens-Wingate,28089,288,27786,314,303,141
BK61,Crown Heights North,46002,372,45048,428,954,231
BK63,Crown Heights South,15630,172,15428,195,202,109
BK64,Prospect Heights,10271,154,10200,163,71,60
BK68,Fort Greene,13108,174,13035,179,73,66
BK69,Clinton Hill,17006,278,16803,294,203,108
BK72,Williamsburg,8939,156,8663,210,276,138
BK73,North Side-South Side,20944,290,20415,323,529,175
BK75,Bedford,28254,314,27632,344,622,179
BK76,Greenpoint,17302,246,16818,280,484,159
BK77,Bushwick North,20718,204,20459,233,259,117
BK78,Bushwick South,27577,307,26883,350,694,182
BK79,Ocean Hill,13695,205,13407,236,288,127
BK81,Brownsville,22293,208,21981,240,312,128
BK82,East New York,34953,293,33730,371,1223,255
BK83,Cypress Hills-City Line,15892,212,14731,300,1161,217
BK85,East New York (Pennsylvania Ave),10604,203,10400,220,204,99
BK88,Borough Park,30704,339,30416,359,288,131
BK90,East Williamsburg,15814,208,15513,251,301,135
BK91,East Flatbush-Farragut,19507,224,19315,237,192,108
BK93,Starrett City,6466,116,6425,134,41,68
BK95,Erasmus,11576,180,11330,205,246,114
BK96,Rugby-Remsen Village,22301,229,21952,253,349,135
BK99,park-cemetery-etc-Brooklyn,181,87,181,87,0,40
BX01,Claremont-Bathgate,10526,133,10338,151,188,83
BX03,Eastchester-Edenwald-Baychester,12392,189,12243,215,149,106
BX05,Bedford Park-Fordham North,19607,192,19322,228,285,119
BX06,Belmont,9324,162,9219,178,105,72
BX07,Bronxdale,14336,187,14241,199,95,84
BX08,West Farms-Bronx River,12868,152,12589,190,279,112
BX09,Soundview-Castle Hill-Clason Point-Harding Park,19896,144,19751,167,145,93
BX10,Pelham Bay-Country Club-City Island,12045,237,11979,249,66,71
BX13,Co-op City,19126,187,18982,221,144,112
BX14,East Concourse-Concourse Village,22977,189,22691,223,286,128
BX17,East Tremont,15495,160,15214,200,281,115
BX22,North Riverdale-Fieldston-Riverdale,12361,194,12274,208,87,97
BX26,Highbridge,13474,148,13328,165,146,90
BX27,Hunts Point,9513,112,9291,140,222,94
BX28,Van Cortlandt Village,18532,203,18408,219,124,92
