area_id,area_name,b08103001,b08103001_moe,b08103002,b08103002_moe,b08103003,b08103003_moe,b08103004,b08103004_moe,b08103005,b08103005_moe,b08103006,b08103006_moe,b08103007,b08103007_moe
BK09,Brooklyn Heights-Cobble Hill,156,6,167,44,230,56,148,5,159,29,144,58,222,44
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,226,9,240,12,207,43,202,11,258,24,170,126,260,30
BK19,Brighton Beach,134,6,137,23,102,33,133,5,145,11,135,50,128,74
BK21,Seagate-Coney Island,182,8,190,13,164,29,180,11,174,74,128,112,212,39
BK25,Homecrest,181,11,171,23,168,24,180,21,184,34,192,83,145,66
BK26,Gravesend,76,5,84,10,66,24,76,8,65,3,69,30,65,11
BK27,Bath Beach,83,3,88,14,86,22,82,5,56,39,71,34,71,48
BK28,Bensonhurst West,283,10,286,30,288,34,273,15,294,42,313,43,277,64
BK29,Bensonhurst East,208,8,215,28,214,24,201,13,216,31,235,103,258,28
BK30,Dyker Heights,244,10,247,18,209,35,248,12,274,43,257,47,297,110
BK31,Bay Ridge,383,11,402,26,431,46,357,18,426,43,396,77,413,72
BK32,Sunset Park West,272,8,332,21,314,87,263,9,281,36,288,65,353,54
BK33,Carroll Gardens-Columbia Street-Red Hook,296,8,333,49,350,51,282,8,303,24,316,14,325,34
BK34,Sunset Park East,335,10,372,27,360,30,316,23,363,27,319,62,378,65
BK35,Stuyvesant Heights,112,8,140,32,102,37,106,12,125,15,127,28,96,39
BK37,Park Slope-Gowanus,501,12,593,47,552,75,483,12,541,74,466,56,578,62
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,111,2,130,14,113,21,110,3,115,20,138,37,118,9
BK40,Windsor Terrace,203,6,228,34,226,44,192,8,235,41,213,24,204,23
BK41,Kensington-Ocean Parkway,272,13,286,27,293,34,258,13,288,41,306,40,257,66
BK42,Flatbush,458,14,496,26,481,57,440,19,444,67,482,67,536,74
BK43,Midwood,265,16,276,30,224,52,247,19,279,47,321,52,273,120
BK44,Madison,87,9,102,9,95,30,87,8,113,21,61,29,86,2
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,44,11,52,4,46,43,37,11,36,19,37,10,35,4
BK46,Ocean Parkway South,124,13,146,25,130,33,128,14,92,26,139,32,98,62
BK50,Canarsie,137,5,146,5,135,28,133,10,126,58,131,31,119,14
BK58,Flatlands,135,8,128,11,141,33,136,8,149,43,138,60,119,47
BK60,Prospect Lefferts Gardens-Wingate,164,7,179,17,161,61,166,10,176,17,115,52,150,82
BK61,Crown Heights North,379,11,426,35,388,74,370,12,417,89,360,82,356,46
BK63,Crown Heights South,120,8,128,28,140,35,117,8,118,26,96,43,106,33
BK64,Prospect Heights,109,5,135,20,108,24,104,5,129,42,109,24,129,17
BK68,Fort Greene,137,5,178,19,136,52,138,8,135,13,122,50,129,11
BK69,Clinton Hill,285,10,350,33,328,29,285,11,282,70,238,38,302,31
BK72,Williamsburg,60,4,91,16,68,25,65,15,56,5,73,43,49,36
BK73,North Side-South Side,235,6,283,49,284,48,229,7,250,24,216,18,243,28
BK75,Bedford,250,10,262,23,285,25,254,25,253,63,250,38,236,66
BK76,Greenpoint,276,10,333,33,323,66,260,9,309,30,258,50,291,29
BK77,Bushwick North,208,8,240,27,235,46,198,9,215,23,239,53,216,36
BK78,Bushwick South,256,9,270,26,258,48,247,12,306,39,256,29,254,58
BK79,Ocean Hill,40,6,40,9,54,14,36,9,29,9,50,26,46,7
BK81,Brownsville,169,10,191,16,157,41,166,18,180,26,188,59,154,59
BK82,East New York,83,5,86,6,94,26,80,4,114,26,113,29,104,14
BK85,East New York (Pennsylvania Ave),42,3,37,7,42,20,43,3,28,28,52,30,50,6
BK88,Borough Park,500,20,556,42,507,94,509,45,419,44,536,63,577,90
BK90,East Williamsburg,100,4,120,19,128,51,94,6,98,24,94,10,103,11
BK91,East Flatbush-Farragut,41,4,42,5,52,18,38,5,46,31,54,2,41,10
BK95,Erasmus,86,5,96,7,86,31,83,5,76,22,85,41,86,23
BK96,Rugby-Remsen Village,39,3,40,4,30,30,40,11,35,8,37,0,36,2
BX01,Claremont-Bathgate,33,4,40,12,33,11,33,5,41,10,26,11,49,43
BX03,Eastchester-Edenwald-Baychester,44,5,44,7,31,17,44,8,43,10,65,30,52,6
