area_id,area_name,b17020b001,b17020b001_moe,b17020b002,b17020b002_moe,b17020b003,b17020b003_moe,b17020b004,b17020b004_moe,b17020b005,b17020b005_moe,b17020b006,b17020b006_moe,b17020b007,b17020b007_moe,b17020b008,b17020b008_moe,b17020b009,b17020b009_moe,b17020b010,b17020b010_moe,b17020b011,b17020b011_moe,b17020b012,b17020b012_moe,b17020b013,b17020b013_moe,b17020b014,b17020b014_moe,b17020b015,b17020b015_moe,b17020b016,b17020b016_moe,b17020b017,b17020b017_moe
BK09,Brooklyn Heights-Cobble Hill,1148,338,265,112,16,37,0,29,0,29,14,34,190,106,14,35,31,47,883,320,0,29,0,29,0,29,0,29,613,244,156,101,114,101
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4469,735,1385,487,113,111,45,74,35,75,161,119,841,313,136,113,54,62,3084,663,244,148,45,69,202,145,251,193,1978,463,237,123,127,83
BK19,Brighton Beach,520,263,178,103,31,60,0,38,0,38,0,38,103,69,34,56,10,42,342,245,61,78,0,38,11,42,8,39,245,179,1,36,16,37
BK21,Seagate-Coney Island,10591,1060,3935,937,375,184,67,65,522,219,405,198,2258,632,112,68,196,93,6656,818,133,80,78,70,278,135,748,236,4291,642,648,210,480,220
BK23,West Brighton,168,112,2,24,0,27,0,27,0,27,0,27,2,24,0,27,0,27,166,112,0,27,0,27,0,27,0,27,62,66,53,68,51,68
BK25,Homecrest,480,272,78,78,0,48,0,48,0,48,0,48,70,77,2,47,6,46,402,263,22,58,0,48,70,122,34,71,239,140,32,59,5,45
BK26,Gravesend,2338,580,826,394,58,96,81,96,145,106,22,47,455,213,18,38,47,45,1512,522,0,36,17,43,121,121,197,169,935,279,198,124,44,64
BK27,Bath Beach,627,407,47,51,0,40,0,40,0,40,0,40,47,51,0,40,0,40,580,404,21,50,0,40,97,81,147,179,246,160,29,53,40,68
BK28,Bensonhurst West,716,235,159,95,18,65,0,64,0,64,18,67,97,70,10,61,16,68,557,222,55,79,15,66,39,69,10,65,406,163,29,67,3,63
BK29,Bensonhurst East,598,246,182,144,2,50,0,51,3,50,30,68,119,102,28,59,0,51,416,199,13,54,0,51,18,57,34,73,309,150,41,62,1,50
BK30,Dyker Heights,456,228,95,91,0,51,0,51,8,50,0,51,87,85,0,51,0,51,361,192,27,65,0,51,0,51,0,51,316,165,18,52,0,51
BK31,Bay Ridge,1740,481,334,172,51,86,0,66,0,66,17,71,198,114,36,71,32,64,1406,432,164,164,76,99,19,67,24,71,1081,267,24,67,18,63
BK32,Sunset Park West,1920,415,211,132,37,77,0,49,0,49,8,49,149,90,9,50,8,46,1709,391,58,63,69,93,49,64,19,57,1357,321,113,78,44,55
BK33,Carroll Gardens-Columbia Street-Red Hook,4563,630,1950,572,70,77,25,58,307,177,295,167,1121,328,80,72,52,62,2613,571,100,83,44,68,267,122,239,133,1670,424,127,88,166,98
BK34,Sunset Park East,1887,527,545,310,52,76,30,72,28,63,119,108,312,201,0,59,4,50,1342,424,0,59,42,72,44,63,140,91,1094,366,11,57,11,59
BK35,Stuyvesant Heights,48099,2012,12674,1396,1209,322,187,94,1470,358,1560,413,6932,764,758,174,558,140,35425,1886,2153,369,388,150,2215,370,2490,377,24480,1315,2391,312,1308,223
BK37,Park Slope-Gowanus,5039,827,552,188,0,58,0,58,17,62,25,59,409,158,18,58,83,78,4487,811,271,144,51,85,425,192,185,124,2971,497,313,123,271,138
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8337,799,2746,569,210,127,46,69,279,152,279,144,1621,349,142,83,169,92,5591,731,234,120,42,53,458,177,416,160,3962,517,269,90,210,96
BK40,Windsor Terrace,1481,475,87,67,0,32,0,32,0,32,0,32,58,57,0,32,29,43,1394,471,91,85,15,36,42,63,79,68,930,309,128,126,109,67
BK41,Kensington-Ocean Parkway,2857,663,397,173,20,48,0,40,0,40,17,48,186,98,131,123,43,38,2460,647,168,117,36,52,101,88,158,105,1692,444,192,119,113,86
BK42,Flatbush,53437,2161,9703,1265,977,304,199,111,766,248,1164,337,5627,725,604,169,366,116,43734,2097,2792,460,373,156,2784,411,3351,476,30482,1478,2661,345,1291,235
BK43,Midwood,2535,548,524,255,55,69,23,61,42,60,69,80,303,150,7,46,25,49,2011,494,24,53,18,57,157,120,94,73,1611,423,56,62,51,61
BK44,Madison,397,223,42,53,0,46,0,46,0,46,0,46,39,55,0,46,3,42,355,217,0,46,0,46,0,46,53,78,301,187,0,46,1,45
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,5982,931,140,120,9,56,0,55,13,57,9,55,85,84,12,57,12,57,5842,926,590,226,8,55,720,259,496,200,3623,542,236,144,169,98
BK46,Ocean Parkway South,169,98,18,31,0,36,0,36,0,36,0,36,8,31,0,36,10,31,151,99,25,40,0,36,9,37,10,37,96,67,11,38,0,36
BK50,Canarsie,72103,2107,9284,1083,790,213,151,102,987,266,1126,264,5178,616,631,176,421,166,62819,2164,3633,452,887,198,4830,491,6439,567,43151,1502,2623,346,1256,216
BK58,Flatlands,50933,1729,5208,899,465,208,13,62,582,197,985,258,2717,493,261,103,185,112,45725,1720,2236,325,439,132,2976,362,3773,394,31260,1294,3471,355,1570,254
BK60,Prospect Lefferts Gardens-Wingate,54056,2259,10698,1347,765,251,270,131,818,255,1258,362,6225,803,683,201,679,217,43358,2192,2254,433,487,173,2929,440,2396,381,29415,1481,3580,457,2297,336
BK61,Crown Heights North,76245,2271,21141,1642,2000,365,381,158,1879,355,2512,471,11686,962,1643,288,1040,232,55104,2213,2674,437,346,151,3624,491,4517,545,36997,1575,4003,426,2943,366
BK63,Crown Heights South,27206,1450,6083,1058,464,182,138,108,554,182,569,240,3555,660,415,131,388,141,21123,1304,842,206,172,103,1714,372,1586,336,14128,953,1564,257,1117,218
BK64,Prospect Heights,5814,724,836,306,47,63,0,32,70,61,67,67,471,202,122,96,59,51,4978,664,101,68,52,73,235,123,230,113,3622,500,399,128,339,134
BK68,Fort Greene,11096,855,3077,491,361,170,18,47,253,137,416,154,1813,297,109,65,107,69,8019,805,374,174,113,102,347,122,444,146,5532,609,736,171,473,133
BK69,Clinton Hill,15025,1097,2052,429,95,81,65,67,145,109,126,80,1348,296,192,86,81,53,12973,1069,534,183,131,93,660,188,807,225,8588,766,1332,220,921,230
BK72,Williamsburg,830,188,411,160,15,42,0,36,43,58,0,36,254,140,36,51,63,80,419,179,41,54,0,36,46,59,29,53,210,118,70,68,23,42
BK73,North Side-South Side,2558,564,916,371,94,99,0,48,97,78,45,69,615,248,39,55,26,48,1642,428,69,77,16,51,111,95,55,57,1286,347,57,56,48,57
BK75,Bedford,37371,1722,9548,1042,851,221,101,82,812,243,1174,282,5549,606,561,167,500,157,27823,1661,1396,288,259,119,1608,306,2343,368,19222,1208,1841,284,1154,205
BK76,Greenpoint,287,116,108,85,12,44,0,42,0,42,6,42,83,83,0,42,7,41,179,90,0,42,0,42,5,41,0,42,174,89,0,42,0,42
BK77,Bushwick North,7760,1118,2546,689,231,137,38,66,209,149,429,217,1527,408,83,66,29,52,5214,890,342,150,41,67,331,158,350,143,3761,610,219,104,170,82
BK78,Bushwick South,22427,1576,6197,990,603,202,199,122,673,252,885,254,3222,517,374,146,241,100,16230,1435,680,194,246,110,1204,300,1205,253,11085,1044,1080,222,730,173
BK79,Ocean Hill,25688,1336,7105,924,885,271,102,68,798,211,723,214,3917,560,352,118,328,105,18583,1292,1153,247,247,109,1689,313,1593,275,11920,865,1394,239,587,146
BK81,Brownsville,45394,1667,16540,1564,2016,444,367,137,1922,401,1894,391,8867,867,892,242,582,163,28854,1528,1519,302,189,108,2282,355,2930,388,18691,1088,1963,269,1280,221
BK82,East New York,64915,2314,20327,1778,2480,485,410,176,2871,470,2549,433,10398,934,875,202,744,202,44588,2139,2468,376,520,156,4060,491,3943,478,29049,1449,2893,362,1655,300
BK83,Cypress Hills-City Line,13129,1317,3432,750,488,207,99,76,332,155,497,206,1873,414,97,67,46,64,9697,1158,766,255,85,67,739,213,739,197,6710,846,370,114,288,99
BK85,East New York (Pennsylvania Ave),21413,1209,7922,1023,1039,283,201,91,1103,278,1019,222,4163,574,218,88,179,85,13491,1096,688,185,141,76,818,193,1580,312,9242,759,668,146,354,114
