area_id,area_name,b19001c001,b19001c001_moe,b19001c002,b19001c002_moe,b19001c003,b19001c003_moe,b19001c004,b19001c004_moe,b19001c005,b19001c005_moe,b19001c006,b19001c006_moe,b19001c007,b19001c007_moe,b19001c008,b19001c008_moe,b19001c009,b19001c009_moe,b19001c010,b19001c010_moe,b19001c011,b19001c011_moe,b19001c012,b19001c012_moe,b19001c013,b19001c013_moe,b19001c014,b19001c014_moe,b19001c015,b19001c015_moe,b19001c016,b19001c016_moe,b19001c017,b19001c017_moe
BK09,Brooklyn Heights-Cobble Hill,41,46,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,26,39,0,29,15,36,0,29,0,29,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16,60,0,55,16,60,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55
BK19,Brighton Beach,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK21,Seagate-Coney Island,71,64,13,42,12,39,16,42,0,38,0,38,0,38,30,58,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK23,West Brighton,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
BK25,Homecrest,44,55,16,52,0,48,0,48,9,49,10,49,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48
BK26,Gravesend,32,47,0,36,20,46,0,36,0,36,0,36,0,36,0,36,12,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK27,Bath Beach,26,52,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,21,53,0,40,0,40,0,40,5,39,0,40,0,40,0,40
BK28,Bensonhurst West,171,116,0,64,0,64,14,66,0,64,0,64,0,64,0,64,10,63,11,64,35,74,0,64,0,64,14,66,87,106,0,64,0,64
BK29,Bensonhurst East,36,57,12,53,0,51,0,51,0,51,10,53,0,51,0,51,0,51,0,51,0,51,14,54,0,51,0,51,0,51,0,51,0,51
