area_id,area_name,b08303001,b08303001_moe,b08303002,b08303002_moe,b08303003,b08303003_moe,b08303004,b08303004_moe,b08303005,b08303005_moe,b08303006,b08303006_moe,b08303007,b08303007_moe,b08303008,b08303008_moe,b08303009,b08303009_moe,b08303010,b08303010_moe,b08303011,b08303011_moe,b08303012,b08303012_moe,b08303013,b08303013_moe
BK09,Brooklyn Heights-Cobble Hill,12621,738,210,113,654,228,883,223,868,214,1605,285,972,223,3138,386,946,201,1195,273,1282,270,560,196,308,106
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25487,965,122,78,694,190,1742,288,2474,359,2455,402,703,173,3153,432,225,108,1289,274,3782,434,7185,632,1663,287
BK19,Brighton Beach,12217,732,86,85,404,143,839,210,1059,245,917,220,373,136,1492,303,66,48,532,152,1705,279,3734,463,1010,240
BK21,Seagate-Coney Island,9131,700,128,79,404,168,629,179,783,236,866,215,290,137,1103,242,137,85,518,168,1264,318,1729,298,1280,257
BK23,West Brighton,6042,645,36,51,120,73,414,155,462,174,641,219,237,109,486,161,168,119,397,140,686,220,1843,374,552,189
BK25,Homecrest,15600,789,302,176,395,128,1124,208,1351,251,1262,255,546,162,2124,314,263,95,900,190,2580,315,4024,453,729,170
BK26,Gravesend,10267,684,23,35,278,113,556,193,800,229,1014,246,361,126,998,223,89,54,725,220,1648,266,2813,375,962,218
BK27,Bath Beach,11788,811,8,40,341,126,485,151,992,231,912,208,337,130,1234,285,234,127,581,168,2248,371,3645,419,771,190
BK28,Bensonhurst West,34525,1256,323,138,816,199,2158,321,2342,334,2729,372,780,184,4336,515,617,201,2241,313,6205,567,9686,666,2292,334
BK29,Bensonhurst East,25447,1041,233,120,581,162,1604,293,1889,319,1587,255,681,173,3521,447,667,251,1714,286,3964,416,7077,601,1929,322
BK30,Dyker Heights,18625,883,263,119,631,174,1216,273,1126,228,1228,232,329,105,2895,441,452,139,993,208,2595,319,5262,535,1635,297
BK31,Bay Ridge,37106,1029,603,205,1773,333,2457,348,2651,362,2791,350,860,179,4280,447,464,125,2122,280,7537,546,9896,630,1672,270
BK32,Sunset Park West,23834,1070,258,128,762,205,1490,298,1523,299,1525,286,610,179,3826,489,488,137,1371,261,4395,453,5741,581,1845,342
BK33,Carroll Gardens-Columbia Street-Red Hook,19185,841,198,92,698,179,774,213,1260,280,1940,329,1363,293,3522,466,889,179,1906,296,4072,444,2188,401,375,116
BK34,Sunset Park East,29597,1204,323,136,1166,244,1985,334,1821,317,1837,332,455,148,5133,556,720,228,1522,263,3292,398,8076,671,3267,497
BK35,Stuyvesant Heights,23839,1091,231,132,312,139,857,222,1016,227,1898,316,607,172,4368,488,731,202,1674,314,5715,563,4840,504,1590,306
BK37,Park Slope-Gowanus,40869,1235,517,185,906,196,1806,320,1757,300,2530,341,1864,299,7046,607,3127,418,5395,518,10310,754,4781,563,830,190
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,16196,718,80,68,442,138,825,187,1274,245,1880,281,865,183,4419,416,933,178,1381,211,2352,313,1256,250,489,154
BK40,Windsor Terrace,12046,632,97,103,280,114,542,158,515,204,933,214,404,128,1590,265,330,101,1219,257,3136,356,2642,402,358,120
BK41,Kensington-Ocean Parkway,14595,755,142,76,555,173,549,140,1036,219,1158,269,326,114,1993,340,498,174,1242,260,3576,427,2785,363,735,191
BK42,Flatbush,45188,1460,501,186,742,235,1950,376,2754,371,3310,455,1730,287,6924,650,1758,299,3920,567,9131,715,9780,749,2688,356
BK43,Midwood,18917,812,238,103,514,132,1295,237,1986,290,1953,297,801,186,2551,372,551,153,1608,295,3169,368,3459,367,792,211
BK44,Madison,16653,676,31,49,662,167,995,193,1122,210,1426,260,451,140,2057,310,418,135,1427,261,2537,346,4633,426,894,181
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,20059,776,247,143,900,203,2041,342,2126,327,1985,301,1018,223,2770,391,419,139,1005,224,1833,296,4137,418,1578,255
BK46,Ocean Parkway South,6938,491,63,56,424,116,726,169,671,174,503,136,179,74,822,180,122,65,414,161,1080,216,1707,264,227,96
BK50,Canarsie,39293,1199,194,122,610,168,1281,233,1980,294,3825,454,906,191,5366,516,1089,225,2543,359,5827,521,10686,694,4986,487
