area_id,area_name,b15003001,b15003001_moe,b15003002,b15003002_moe,b15003003,b15003003_moe,b15003004,b15003004_moe,b15003005,b15003005_moe,b15003006,b15003006_moe,b15003007,b15003007_moe,b15003008,b15003008_moe,b15003009,b15003009_moe,b15003010,b15003010_moe,b15003011,b15003011_moe,b15003012,b15003012_moe,b15003013,b15003013_moe,b15003014,b15003014_moe,b15003015,b15003015_moe,b15003016,b15003016_moe,b15003017,b15003017_moe,b15003018,b15003018_moe,b15003019,b15003019_moe,b15003020,b15003020_moe,b15003021,b15003021_moe,b15003022,b15003022_moe,b15003023,b15003023_moe,b15003024,b15003024_moe,b15003025,b15003025_moe
BK09,Brooklyn Heights-Cobble Hill,18297,814,60,56,0,29,0,29,0,29,1,27,26,42,0,29,0,29,32,43,50,51,34,49,16,33,7,31,60,39,40,36,1216,356,180,107,431,161,852,226,640,211,6387,509,4623,503,2780,359,862,202
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,45539,1085,1055,258,17,56,52,69,34,66,32,67,134,131,63,71,193,101,436,144,237,108,590,170,730,219,848,217,637,198,1036,221,11735,774,1636,293,1521,248,4211,491,3599,442,11247,773,3904,440,1075,271,517,147
BK19,Brighton Beach,23652,846,676,174,19,41,0,38,0,38,33,53,71,78,72,71,85,72,192,94,215,88,320,112,216,96,590,196,299,135,339,122,5438,564,629,194,546,172,1936,321,2671,390,6491,584,1804,293,681,177,329,121
BK21,Seagate-Coney Island,20455,828,842,223,25,54,5,38,51,73,23,39,83,60,141,90,128,90,420,181,140,88,512,157,328,120,1561,369,862,225,1340,300,4624,581,1804,346,664,169,2008,326,1310,272,2231,354,857,214,341,123,155,82
BK23,West Brighton,13418,507,223,108,7,26,0,27,0,27,0,27,0,27,17,31,0,27,123,120,44,41,67,49,130,91,352,146,55,42,254,178,3483,405,363,171,396,135,1239,286,1252,256,3603,493,1558,276,142,86,110,74
BK25,Homecrest,28097,815,619,158,22,51,0,48,25,61,19,50,88,68,43,53,184,98,428,190,214,101,715,222,410,142,817,243,267,105,875,200,8379,654,858,205,917,189,2978,410,1743,280,5691,498,2048,273,476,127,281,104
BK26,Gravesend,20397,781,769,193,13,40,0,36,11,38,41,59,150,113,182,121,273,107,323,145,205,94,766,244,499,168,897,268,335,135,808,207,5489,581,1220,284,557,149,1979,329,1170,264,2954,403,1169,236,283,127,304,142
BK27,Bath Beach,21251,807,481,131,0,40,0,40,15,44,17,41,105,73,36,44,354,136,488,196,173,88,832,264,587,178,1076,275,230,81,642,172,6083,575,1064,261,565,155,1702,299,1334,229,3517,450,1395,253,364,127,191,80
BK28,Bensonhurst West,60636,1400,2716,378,77,80,26,65,28,69,241,109,461,174,209,122,1244,241,1956,448,576,177,2587,446,1743,335,3306,521,1041,230,2658,368,17007,906,2720,389,1674,264,4807,516,3597,419,8012,633,2941,345,591,143,418,120
BK29,Bensonhurst East,44527,1125,1854,308,19,52,33,62,72,66,213,117,246,137,200,102,598,181,1473,325,352,133,1812,368,1499,307,2614,445,846,215,1935,300,11669,804,2060,338,1040,183,3160,381,2750,354,6498,566,2998,385,414,123,172,77
BK30,Dyker Heights,31799,962,1550,313,0,51,35,74,111,86,80,72,159,87,128,79,904,228,1067,261,369,157,1713,364,902,264,1016,277,438,148,871,204,7874,592,1463,314,727,156,3004,368,1773,279,4662,439,2144,294,587,141,222,86
BK31,Bay Ridge,60139,1157,972,214,0,66,38,77,25,76,170,153,188,107,245,143,392,152,912,249,257,114,1223,320,810,237,1229,262,664,173,1702,322,12388,802,1587,250,1991,273,6488,538,2992,346,15323,768,7579,538,2006,285,958,208
BK32,Sunset Park West,35838,1152,2426,432,38,50,11,52,118,104,370,144,441,139,482,161,644,191,2477,411,531,178,1199,273,2348,446,1039,229,999,228,1380,279,5709,595,1828,310,925,193,3056,404,1724,282,5395,515,1945,276,473,153,280,111
BK33,Carroll Gardens-Columbia Street-Red Hook,29264,895,418,154,0,45,0,45,0,45,39,64,137,81,243,139,189,117,327,155,203,127,298,130,364,150,495,169,466,175,598,223,3533,444,738,200,733,202,2275,388,1174,239,9399,631,5296,474,1848,286,491,150
BK34,Sunset Park East,45902,1326,3530,490,0,59,105,83,301,185,507,169,971,231,378,128,2017,399,3803,503,640,183,2602,402,4588,605,1343,289,1474,331,1550,317,8278,706,1921,358,695,164,2839,381,1697,296,4904,491,1430,243,214,114,115,70
BK35,Stuyvesant Heights,41000,1227,804,218,0,51,19,54,99,80,106,84,432,135,179,108,366,135,829,293,372,135,865,193,1051,242,1463,290,2037,350,1208,244,10273,768,2243,339,1270,254,5956,586,2581,347,5917,593,2166,340,503,150,261,120
BK37,Park Slope-Gowanus,54482,1263,483,161,9,59,16,59,0,58,93,88,106,75,153,93,24,60,403,172,134,98,503,164,523,167,620,198,555,169,682,193,4024,489,866,242,651,178,4250,498,1524,278,19336,923,13030,788,4876,466,1621,240
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,25979,934,646,165,0,42,28,50,69,66,54,68,98,74,86,85,152,80,209,90,199,93,524,192,423,148,464,143,679,197,551,169,3280,392,692,196,746,180,2206,321,959,217,7423,549,4055,395,1972,291,464,117
BK40,Windsor Terrace,16327,570,298,106,0,32,0,32,5,31,0,32,36,46,0,32,121,82,117,75,82,60,145,84,111,96,176,108,95,71,393,133,2626,350,355,147,320,114,1334,265,995,253,4380,442,3447,391,843,207,448,175
