area_id,area_name,b08105a001,b08105a001_moe,b08105a002,b08105a002_moe,b08105a003,b08105a003_moe,b08105a004,b08105a004_moe,b08105a005,b08105a005_moe,b08105a006,b08105a006_moe,b08105a007,b08105a007_moe
BK09,Brooklyn Heights-Cobble Hill,11485,672,503,142,252,104,7648,586,1460,291,438,176,1184,274
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,20091,934,6897,537,1952,440,8585,648,1533,311,323,125,801,226
BK19,Brighton Beach,10074,718,1783,325,556,158,5529,535,1582,302,187,100,437,187
BK21,Seagate-Coney Island,4177,539,1147,274,307,136,2136,396,378,150,98,81,111,73
BK23,West Brighton,5937,656,1431,314,228,132,3495,469,517,190,218,153,48,44
BK25,Homecrest,13409,723,3784,396,1066,212,6609,535,1219,220,229,93,502,176
BK26,Gravesend,6038,566,1413,249,380,141,3280,424,654,180,146,100,165,87
BK27,Bath Beach,7038,706,2024,317,692,279,3672,505,346,119,97,54,207,104
BK28,Bensonhurst West,19082,961,4179,415,1419,331,10719,770,1841,300,218,114,706,202
BK29,Bensonhurst East,13943,839,3311,395,928,274,7982,652,1098,225,168,96,456,182
BK30,Dyker Heights,11000,699,3842,388,849,171,5121,559,662,174,83,66,443,160
BK31,Bay Ridge,28869,965,7901,568,1890,303,15684,782,2323,347,309,118,762,171
BK32,Sunset Park West,11122,838,1726,300,453,142,6874,640,1314,292,365,165,390,123
BK33,Carroll Gardens-Columbia Street-Red Hook,15484,728,1434,267,310,136,9657,596,1821,287,771,188,1491,306
BK34,Sunset Park East,9292,750,1612,300,426,184,5257,595,1289,293,314,126,394,176
BK35,Stuyvesant Heights,3106,548,345,142,164,107,2020,380,115,101,115,81,347,190
BK37,Park Slope-Gowanus,34055,1190,2693,356,573,164,24099,1019,2531,373,1145,239,3014,384
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11134,581,781,176,90,70,7719,504,981,189,401,147,1162,260
BK40,Windsor Terrace,9774,607,1441,254,368,126,6430,500,576,189,427,138,532,156
BK41,Kensington-Ocean Parkway,8373,629,1458,243,339,118,4869,513,1172,258,160,94,375,141
BK42,Flatbush,12783,872,2568,371,399,140,7577,672,1021,257,495,156,723,175
BK43,Midwood,15750,798,4903,448,949,218,7022,581,1758,276,230,111,888,185
BK44,Madison,12824,647,3702,362,1124,239,6307,518,873,187,175,84,643,201
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,15935,750,9089,582,1453,284,3906,421,789,200,144,80,554,160
BK46,Ocean Parkway South,6349,488,1856,258,477,176,2917,310,743,183,76,44,280,108
BK50,Canarsie,2163,383,831,227,196,112,849,213,225,118,28,73,34,76
BK58,Flatlands,5698,495,2476,289,384,113,2182,365,335,113,57,66,264,109
BK60,Prospect Lefferts Gardens-Wingate,3640,463,420,147,85,81,2331,374,339,142,140,85,325,136
BK61,Crown Heights North,7359,657,541,174,111,93,5274,559,462,170,450,175,521,168
BK63,Crown Heights South,3799,446,622,165,175,92,1426,279,1254,269,160,127,162,83
BK64,Prospect Heights,8061,675,426,133,46,37,6061,551,423,131,486,176,619,167
BK68,Fort Greene,5889,514,294,110,102,64,4058,440,565,205,377,123,493,176
BK69,Clinton Hill,9006,789,582,158,126,74,5904,661,1012,247,630,175,752,179
BK72,Williamsburg,7359,488,1101,253,608,156,1645,303,3579,341,72,55,354,118
BK73,North Side-South Side,20069,965,1547,295,421,131,12831,829,2484,359,950,252,1836,318
BK75,Bedford,7752,666,844,187,286,119,3617,466,1925,303,451,144,629,189
BK76,Greenpoint,16947,837,1974,298,359,122,10695,709,1633,324,969,279,1317,271
BK77,Bushwick North,10679,902,903,249,192,93,7517,742,1053,258,487,153,527,183
BK78,Bushwick South,13174,1081,1437,325,224,140,9265,911,1006,242,638,179,604,216
BK79,Ocean Hill,452,190,76,71,17,42,241,135,28,57,6,38,84,83
BK81,Brownsville,736,202,115,98,23,55,340,129,142,81,3,50,113,101
BK82,East New York,4937,632,1287,296,220,126,3214,510,158,101,25,67,33,72
BK83,Cypress Hills-City Line,9561,868,2436,384,304,172,6204,713,373,131,64,58,180,102
BK85,East New York (Pennsylvania Ave),998,276,109,92,46,55,736,235,73,64,0,36,34,56
BK88,Borough Park,25402,998,5786,435,2178,359,7554,630,7727,588,333,127,1824,305
BK90,East Williamsburg,12778,726,1171,242,309,153,8721,648,996,217,595,169,986,270
BK91,East Flatbush-Farragut,696,194,235,100,45,64,268,132,101,80,34,75,13,55
BK93,Starrett City,1222,348,441,199,141,156,489,188,131,109,4,20,16,29
