area_id,area_name,b11005001,b11005001_moe,b11005002,b11005002_moe,b11005003,b11005003_moe,b11005004,b11005004_moe,b11005005,b11005005_moe,b11005006,b11005006_moe,b11005007,b11005007_moe,b11005008,b11005008_moe,b11005009,b11005009_moe,b11005010,b11005010_moe,b11005011,b11005011_moe,b11005012,b11005012_moe,b11005013,b11005013_moe,b11005014,b11005014_moe,b11005015,b11005015_moe,b11005016,b11005016_moe,b11005017,b11005017_moe,b11005018,b11005018_moe,b11005019,b11005019_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,1801,214,1801,214,1590,197,211,87,97,51,114,71,0,29,0,29,0,29,9545,371,2983,344,2665,315,318,151,153,111,165,105,6562,416,2921,330,3641,356
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,6968,458,6960,458,4821,422,2139,318,583,201,1556,308,8,55,0,55,8,55,18102,524,9563,483,7261,432,2302,318,592,168,1710,274,8539,472,3572,378,4967,394
BK19,Brighton Beach,13764,343,3213,345,3186,343,2471,313,715,194,241,121,474,171,27,48,9,39,18,46,10551,401,4659,375,3338,319,1321,234,308,114,1013,208,5892,408,2062,297,3830,354
BK21,Seagate-Coney Island,11215,272,3371,343,3371,343,1490,256,1881,287,112,81,1769,283,0,38,0,38,0,38,7844,377,4056,361,2719,320,1337,244,293,147,1044,209,3788,320,1261,238,2527,279
BK23,West Brighton,8026,219,1020,195,1020,195,692,177,328,136,16,29,312,135,0,27,0,27,0,27,7006,251,3629,290,2841,287,788,174,161,82,627,167,3377,306,988,218,2389,298
BK25,Homecrest,15435,318,4572,368,4554,369,3728,334,826,200,161,90,665,181,18,49,18,49,0,48,10863,400,6035,378,4894,361,1141,197,447,134,694,148,4828,361,1856,253,2972,298
BK26,Gravesend,11068,297,2853,319,2848,319,2060,292,788,190,52,53,736,191,5,35,0,36,5,35,8215,380,4629,377,3397,361,1232,210,327,118,905,176,3586,382,1354,277,2232,302
BK27,Bath Beach,10726,270,3159,311,3159,311,2653,285,506,157,70,50,436,151,0,40,0,40,0,40,7567,360,4292,338,3257,305,1035,218,388,129,647,166,3275,317,1315,220,1960,257
BK28,Bensonhurst West,29717,419,10248,522,10239,521,8263,496,1976,290,651,189,1325,238,9,64,9,64,0,64,19469,539,11187,526,8558,490,2629,297,870,177,1759,255,8282,484,3502,363,4780,383
BK29,Bensonhurst East,21737,342,6855,422,6819,421,5472,395,1347,228,346,113,1001,201,36,64,25,62,11,52,14882,472,8970,462,6719,425,2251,296,908,200,1343,220,5912,411,2838,323,3074,298
BK30,Dyker Heights,14966,279,5275,369,5250,369,4244,351,1006,202,141,80,865,188,25,56,12,53,13,54,9691,394,5689,364,4326,332,1363,218,689,178,674,136,4002,332,1763,258,2239,256
BK31,Bay Ridge,34990,426,9501,525,9462,524,7465,480,1997,316,458,160,1539,282,39,71,5,65,34,72,25489,569,9987,504,7113,450,2874,331,852,199,2022,267,15502,581,6485,459,9017,513
BK32,Sunset Park West,17023,319,6705,420,6683,420,4120,390,2563,342,677,176,1886,300,22,53,22,53,0,49,10318,444,4701,392,2909,327,1792,259,587,164,1205,210,5617,426,3107,339,2510,292
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,4753,375,4753,375,2813,308,1940,277,348,151,1592,276,0,45,0,45,0,45,12875,468,4389,395,3334,338,1055,223,261,115,794,200,8486,509,3448,404,5038,431
BK34,Sunset Park East,20544,327,9344,472,9258,476,6245,438,3013,336,945,210,2068,286,86,81,49,77,37,63,11200,489,6338,451,4092,378,2246,279,1049,206,1197,201,4862,398,2119,296,2743,312
BK35,Stuyvesant Heights,24360,452,8630,516,8591,513,2704,350,5887,448,719,196,5168,432,39,63,39,63,0,51,15730,578,6066,462,2354,314,3712,398,1072,235,2640,337,9664,542,4281,424,5383,435
