area_id,area_name,b09001001,b09001001_moe,b09001002,b09001002_moe,b09001003,b09001003_moe,b09001004,b09001004_moe,b09001005,b09001005_moe,b09001006,b09001006_moe,b09001007,b09001007_moe,b09001008,b09001008_moe,b09001009,b09001009_moe,b09001010,b09001010_moe
BK09,Brooklyn Heights-Cobble Hill,3006,423,2985,422,1048,210,488,133,77,55,334,111,408,192,271,107,359,139,21,36
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11284,847,11261,846,2093,356,1046,256,730,202,1545,306,1687,276,2170,346,1990,312,23,70
BK19,Brighton Beach,5256,644,5245,643,685,198,872,266,387,140,940,239,725,183,704,185,932,214,11,39
BK21,Seagate-Coney Island,6460,765,6453,766,789,200,560,189,460,157,952,249,944,219,997,269,1751,331,7,35
BK23,West Brighton,1287,245,1287,245,256,147,115,87,70,69,232,119,150,84,278,121,186,88,0,27
BK25,Homecrest,10140,900,10131,900,1502,268,1096,220,556,153,1706,263,1955,312,1582,230,1734,256,9,46
BK26,Gravesend,5203,703,5203,703,1000,258,436,150,341,146,672,186,1058,259,682,177,1014,237,0,36
BK27,Bath Beach,5690,629,5690,629,1066,241,741,180,287,113,1067,245,983,197,864,259,682,150,0,40
BK28,Bensonhurst West,18129,1055,18127,1055,2968,356,2122,312,1165,225,2629,344,2974,397,2919,348,3350,381,2,60
BK29,Bensonhurst East,11616,804,11616,804,2051,318,1276,242,792,209,2093,295,1737,284,1741,272,1926,307,0,51
BK30,Dyker Heights,9293,779,9291,779,1690,283,1017,210,528,155,1379,251,1478,256,1558,264,1641,240,2,50
BK31,Bay Ridge,17039,1084,17032,1084,3423,385,1821,309,966,228,2910,391,2654,378,2317,352,2941,376,7,61
BK32,Sunset Park West,12826,908,12821,907,2374,349,1964,326,843,209,2224,333,1950,306,1807,290,1659,273,5,49
BK33,Carroll Gardens-Columbia Street-Red Hook,7694,667,7662,664,1391,247,980,216,564,156,1387,252,1246,243,1080,246,1014,219,32,73
BK34,Sunset Park East,17668,1107,17667,1107,3101,397,2372,375,1158,216,3050,392,2593,354,2610,358,2783,394,1,58
BK35,Stuyvesant Heights,16265,1164,16199,1163,2930,411,1923,323,797,198,2570,395,2740,401,2509,382,2730,403,66,60
BK37,Park Slope-Gowanus,13004,918,12931,917,2965,411,1953,295,725,191,2044,306,1854,286,1585,277,1805,312,73,62
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6441,609,6343,605,1464,257,666,184,359,123,1267,234,1113,211,752,192,722,179,98,81
BK40,Windsor Terrace,4183,546,4183,546,1077,223,612,183,240,108,610,169,435,122,690,171,519,153,0,32
BK41,Kensington-Ocean Parkway,9667,883,9656,883,1761,345,1153,224,562,155,1594,264,1424,314,1624,293,1538,295,11,33
BK42,Flatbush,25577,1436,25571,1436,4452,506,3020,397,1397,278,4012,429,3984,493,4187,499,4519,498,6,64
BK43,Midwood,13314,1035,13301,1035,2382,321,1429,293,582,141,2249,322,2182,304,2206,304,2271,286,13,50
BK44,Madison,8339,714,8334,715,1605,311,809,183,554,145,1468,249,1236,247,1166,228,1496,235,5,44
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12201,843,12201,843,2059,334,1553,278,859,167,2381,317,1798,309,1702,278,1849,290,0,55
BK46,Ocean Parkway South,5557,681,5557,681,942,191,721,160,325,112,987,206,750,165,920,193,912,186,0,36
BK50,Canarsie,21227,1110,21204,1110,3029,405,1965,291,1221,227,3312,390,3271,337,3727,376,4679,460,23,69
BK58,Flatlands,16880,939,16871,939,2270,319,2032,318,800,176,2752,329,2517,324,3190,341,3310,360,9,61
BK60,Prospect Lefferts Gardens-Wingate,15267,1118,15250,1118,2959,458,1876,346,989,238,2580,388,2438,365,1938,319,2470,388,17,59
BK61,Crown Heights North,22782,1289,22622,1278,3939,477,2493,355,812,218,3292,437,3778,451,3827,450,4481,513,160,153
BK63,Crown Heights South,11172,974,11164,974,1853,297,1100,221,696,185,1925,326,2015,333,1925,332,1650,322,8,35
BK64,Prospect Heights,2995,388,2981,387,690,144,523,151,185,85,526,154,417,139,295,120,345,117,14,46
BK68,Fort Greene,4780,518,4642,506,1090,233,550,175,330,154,559,156,667,182,844,201,602,173,138,105
BK69,Clinton Hill,5895,628,5884,627,1534,276,656,149,426,140,1017,224,805,187,794,187,652,184,11,38
BK72,Williamsburg,15698,1189,15676,1186,3816,424,2347,293,953,168,2155,300,2020,280,2243,319,2142,283,22,55
BK73,North Side-South Side,9044,876,9027,877,2025,335,979,188,477,174,1503,249,1358,255,1453,277,1232,254,17,53
