area_id,area_name,b08301001,b08301001_moe,b08301002,b08301002_moe,b08301003,b08301003_moe,b08301004,b08301004_moe,b08301005,b08301005_moe,b08301006,b08301006_moe,b08301007,b08301007_moe,b08301008,b08301008_moe,b08301009,b08301009_moe,b08301010,b08301010_moe,b08301011,b08301011_moe,b08301012,b08301012_moe,b08301013,b08301013_moe,b08301014,b08301014_moe,b08301015,b08301015_moe,b08301016,b08301016_moe,b08301017,b08301017_moe,b08301018,b08301018_moe,b08301019,b08301019_moe,b08301020,b08301020_moe,b08301021,b08301021_moe
BK09,Brooklyn Heights-Cobble Hill,13874,749,1030,227,693,182,337,146,248,136,76,54,0,29,0,29,13,34,9363,657,112,83,15,36,9027,647,132,70,77,70,90,58,28,35,197,124,1775,334,138,116,1253,281
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,26453,977,10575,709,8204,589,2371,467,1985,454,238,106,116,91,0,55,32,66,12516,766,3200,403,8,55,9091,719,217,89,0,55,54,77,13,56,72,66,1984,333,273,141,966,252
BK19,Brighton Beach,12761,756,3163,458,2461,393,702,195,399,131,182,113,121,104,0,38,0,38,6898,574,1482,298,8,39,5243,514,165,107,0,38,72,58,0,38,61,63,1904,327,119,80,544,202
BK21,Seagate-Coney Island,9500,713,2557,410,1929,337,628,200,456,172,82,75,58,64,0,38,32,60,5470,565,1877,385,52,65,3429,412,112,98,0,38,62,55,0,38,68,72,930,222,44,54,369,175
BK23,West Brighton,6090,648,1722,349,1480,316,242,133,226,131,16,33,0,27,0,27,0,27,3575,474,892,252,7,26,2613,443,63,55,0,27,16,32,0,27,16,32,527,190,186,149,48,44
BK25,Homecrest,16159,803,5572,487,4248,419,1324,257,836,199,191,95,197,137,51,57,49,60,8102,599,1642,260,27,54,6291,560,142,78,0,48,8,48,15,52,75,65,1678,298,150,78,559,183
BK26,Gravesend,10448,693,2967,387,2230,312,737,227,595,219,73,60,65,55,4,35,0,36,6111,525,1187,258,17,45,4840,494,67,59,0,36,72,80,42,73,26,48,957,235,92,64,181,88
BK27,Bath Beach,12087,821,4085,486,3021,377,1064,302,677,183,86,55,155,184,129,157,17,40,6975,647,2041,355,44,53,4751,538,139,87,0,40,17,41,6,39,47,44,618,170,40,48,299,142
BK28,Bensonhurst West,35692,1257,9516,675,6862,526,2654,419,1486,299,540,181,267,135,286,205,75,81,21406,1045,3637,481,52,70,17397,953,305,104,15,65,78,72,0,64,357,173,3029,408,139,106,1167,273
BK29,Bensonhurst East,26066,1044,7046,568,5434,494,1612,334,891,226,240,128,154,104,207,187,120,101,16244,865,3173,457,65,71,12551,743,455,150,0,51,15,55,0,51,190,111,1819,295,133,77,619,200
BK30,Dyker Heights,19282,889,7417,585,5350,464,2067,400,982,213,570,225,245,192,131,92,139,92,9431,707,1803,350,30,56,7426,597,172,81,0,51,71,68,20,57,105,63,1432,268,149,114,657,191
BK31,Bay Ridge,38152,1038,12073,696,9571,620,2502,355,1957,317,413,154,43,67,58,81,31,74,21267,891,3615,408,155,112,17126,822,360,129,11,67,170,94,14,69,93,77,3285,425,204,114,1046,205
BK32,Sunset Park West,24481,1068,4155,505,3014,420,1141,264,616,179,140,93,71,76,110,145,204,120,15892,930,1335,347,19,50,14429,867,109,79,0,49,165,98,7,49,384,164,3149,442,82,96,647,175
