area_id,area_name,b25033001,b25033001_moe,b25033002,b25033002_moe,b25033003,b25033003_moe,b25033004,b25033004_moe,b25033005,b25033005_moe,b25033006,b25033006_moe,b25033007,b25033007_moe,b25033008,b25033008_moe,b25033009,b25033009_moe,b25033010,b25033010_moe,b25033011,b25033011_moe,b25033012,b25033012_moe,b25033013,b25033013_moe
BK09,Brooklyn Heights-Cobble Hill,21368,1058,10993,1056,1599,708,1801,502,7593,717,0,29,0,29,10375,777,156,150,1673,470,8546,669,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,60448,1572,33946,1663,18146,1354,8239,1150,7454,688,54,84,53,84,26502,1453,3124,735,8640,1247,14728,955,10,57,0,55
BK19,Brighton Beach,31180,1312,10086,982,2734,576,2312,567,5040,624,0,38,0,38,21094,1324,1353,574,5560,987,14181,1017,0,38,0,38
BK21,Seagate-Coney Island,28427,1222,6013,832,4601,748,1119,463,293,196,0,38,0,38,22414,1283,1310,527,2687,707,18324,1100,93,159,0,38
BK23,West Brighton,15467,689,6090,754,63,103,11,29,6016,771,0,27,0,27,9377,703,36,55,344,329,8997,691,0,27,0,27
BK25,Homecrest,41794,1455,20678,1450,11640,1252,6201,848,2760,410,69,92,8,48,21116,1289,2105,594,6848,923,12163,971,0,48,0,48
BK26,Gravesend,27696,1257,11433,1138,3519,790,4955,790,2942,535,17,43,0,36,16263,1186,1031,382,5568,903,9656,995,8,36,0,36
BK27,Bath Beach,29084,1245,13592,1110,4833,714,7739,947,882,320,138,155,0,40,15492,1171,1552,520,7315,979,6625,755,0,40,0,40
BK28,Bensonhurst West,85747,2129,35051,1898,14476,1354,18410,1549,2141,477,24,68,0,64,50696,2069,2188,552,26018,1856,22439,1403,51,88,0,64
BK29,Bensonhurst East,60877,1648,25228,1552,10037,1072,13460,1303,1594,382,137,136,0,51,35649,1727,1586,440,16936,1445,17090,1230,29,64,8,51
BK30,Dyker Heights,44833,1495,22280,1381,11100,961,9993,1058,1060,439,127,145,0,51,22553,1533,1678,458,13119,1328,7756,1094,0,51,0,51
BK31,Bay Ridge,83429,1976,32854,1613,15048,1142,10204,1217,7553,700,49,107,0,66,50575,2010,3229,730,15685,1699,31661,1532,0,66,0,66
