area_id,area_name,b99233001,b99233001_moe,b99233002,b99233002_moe,b99233003,b99233003_moe,b99233004,b99233004_moe,b99233005,b99233005_moe
BK09,Brooklyn Heights-Cobble Hill,20750,-1,15277,-1,992,-1,14285,-1,5473,-1
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,51610,-1,29016,-1,3509,-1,25507,-1,22594,-1
BK19,Brighton Beach,26886,-1,14033,-1,1800,-1,12233,-1,12853,-1
BK21,Seagate-Coney Island,24744,-1,11211,-1,1793,-1,9418,-1,13533,-1
BK23,West Brighton,14340,-1,6865,-1,1104,-1,5761,-1,7475,-1
BK25,Homecrest,32922,-1,18022,-1,2829,-1,15193,-1,14900,-1
BK26,Gravesend,23169,-1,11621,-1,1772,-1,9849,-1,11548,-1
BK27,Bath Beach,24097,-1,13225,-1,2506,-1,10719,-1,10872,-1
BK28,Bensonhurst West,70769,-1,40138,-1,6030,-1,34108,-1,30631,-1
BK29,Bensonhurst East,50708,-1,29012,-1,3484,-1,25528,-1,21696,-1
BK30,Dyker Heights,37024,-1,21673,-1,2416,-1,19257,-1,15351,-1
BK31,Bay Ridge,68656,-1,42563,-1,4420,-1,38143,-1,26093,-1
BK32,Sunset Park West,43331,-1,27811,-1,3371,-1,24440,-1,15520,-1
BK33,Carroll Gardens-Columbia Street-Red Hook,32333,-1,23193,-1,1843,-1,21350,-1,9140,-1
BK34,Sunset Park East,55815,-1,35155,-1,4767,-1,30388,-1,20660,-1
BK35,Stuyvesant Heights,49828,-1,27997,-1,3933,-1,24064,-1,21831,-1
BK37,Park Slope-Gowanus,61068,-1,48814,-1,3742,-1,45072,-1,12254,-1
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,29444,-1,20043,-1,2127,-1,17916,-1,9401,-1
BK40,Windsor Terrace,18753,-1,14123,-1,1220,-1,12903,-1,4630,-1
BK41,Kensington-Ocean Parkway,27534,-1,17149,-1,1578,-1,15571,-1,10385,-1
BK42,Flatbush,82598,-1,52397,-1,7277,-1,45120,-1,30201,-1
BK43,Midwood,39662,-1,22734,-1,3139,-1,19595,-1,16928,-1
BK44,Madison,32672,-1,19194,-1,2800,-1,16394,-1,13478,-1
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,37426,-1,23174,-1,2479,-1,20695,-1,14252,-1
BK46,Ocean Parkway South,14629,-1,8499,-1,1391,-1,7108,-1,6130,-1
BK50,Canarsie,68188,-1,43894,-1,5639,-1,38255,-1,24294,-1
BK58,Flatlands,56335,-1,36531,-1,5059,-1,31472,-1,19804,-1
BK60,Prospect Lefferts Gardens-Wingate,55841,-1,35080,-1,5144,-1,29936,-1,20761,-1
BK61,Crown Heights North,80344,-1,47712,-1,5719,-1,41993,-1,32632,-1
BK63,Crown Heights South,31226,-1,18677,-1,3156,-1,15521,-1,12549,-1
BK64,Prospect Heights,17669,-1,14145,-1,838,-1,13307,-1,3524,-1
BK68,Fort Greene,22693,-1,14945,-1,1549,-1,13396,-1,7748,-1
BK69,Clinton Hill,30904,-1,21212,-1,2730,-1,18482,-1,9692,-1
BK72,Williamsburg,18567,-1,8478,-1,1019,-1,7459,-1,10089,-1
BK73,North Side-South Side,37813,-1,26788,-1,2011,-1,24777,-1,11025,-1
BK75,Bedford,50861,-1,30037,-1,3730,-1,26307,-1,20824,-1
BK76,Greenpoint,28667,-1,21286,-1,1531,-1,19755,-1,7381,-1
BK77,Bushwick North,48385,-1,29149,-1,2493,-1,26656,-1,19236,-1
BK78,Bushwick South,55499,-1,32315,-1,3957,-1,28358,-1,23184,-1
BK79,Ocean Hill,23392,-1,13242,-1,1622,-1,11620,-1,10150,-1
BK81,Brownsville,40744,-1,20213,-1,2539,-1,17674,-1,20531,-1
BK82,East New York,67948,-1,35389,-1,5987,-1,29402,-1,32559,-1
BK83,Cypress Hills-City Line,36056,-1,20169,-1,3098,-1,17071,-1,15887,-1
BK85,East New York (Pennsylvania Ave),21316,-1,12133,-1,1677,-1,10456,-1,9183,-1
BK88,Borough Park,69634,-1,38535,-1,5251,-1,33284,-1,31099,-1
BK90,East Williamsburg,29431,-1,19584,-1,1759,-1,17825,-1,9847,-1
BK91,East Flatbush-Farragut,42732,-1,27131,-1,3003,-1,24128,-1,15601,-1
BK93,Starrett City,10589,-1,4545,-1,499,-1,4046,-1,6044,-1
BK95,Erasmus,23482,-1,14555,-1,1743,-1,12812,-1,8927,-1
BK96,Rugby-Remsen Village,45096,-1,27910,-1,4028,-1,23882,-1,17186,-1
BK99,park-cemetery-etc-Brooklyn,300,-1,218,-1,20,-1,198,-1,82,-1
BX01,Claremont-Bathgate,22392,-1,10779,-1,1387,-1,9392,-1,11613,-1
BX03,Eastchester-Edenwald-Baychester,28149,-1,17163,-1,2212,-1,14951,-1,10986,-1
BX05,Bedford Park-Fordham North,39244,-1,23719,-1,1537,-1,22182,-1,15525,-1
BX06,Belmont,19457,-1,11336,-1,1145,-1,10191,-1,8121,-1
BX07,Bronxdale,27102,-1,15756,-1,2764,-1,12992,-1,11346,-1
BX08,West Farms-Bronx River,26578,-1,15854,-1,2554,-1,13300,-1,10724,-1
BX09,Soundview-Castle Hill-Clason Point-Harding Park,42251,-1,22985,-1,1727,-1,21258,-1,19266,-1
BX10,Pelham Bay-Country Club-City Island,22360,-1,13768,-1,1090,-1,12678,-1,8592,-1
BX13,Co-op City,37441,-1,20731,-1,1960,-1,18771,-1,16710,-1
BX14,East Concourse-Concourse Village,48434,-1,27581,-1,3665,-1,23916,-1,20853,-1
BX17,East Tremont,30674,-1,15461,-1,2067,-1,13394,-1,15213,-1
BX22,North Riverdale-Fieldston-Riverdale,22561,-1,14591,-1,1137,-1,13454,-1,7970,-1
BX26,Highbridge,27074,-1,15462,-1,1771,-1,13691,-1,11612,-1
BX27,Hunts Point,19762,-1,10282,-1,1482,-1,8800,-1,9480,-1
BX28,Van Cortlandt Village,39114,-1,24899,-1,2884,-1,22015,-1,14215,-1
BX29,Spuyten Duyvil-Kingsbridge,24725,-1,15180,-1,1261,-1,13919,-1,9545,-1
BX30,Kingsbridge Heights,24253,-1,14662,-1,1718,-1,12944,-1,9591,-1
BX31,Allerton-Pelham Gardens,26669,-1,15134,-1,1861,-1,13273,-1,11535,-1
BX33,Longwood,18162,-1,9416,-1,1296,-1,8120,-1,8746,-1
BX34,Melrose South-Mott Haven North,27194,-1,15095,-1,1385,-1,13710,-1,12099,-1
BX35,Morrisania-Melrose,27822,-1,15164,-1,1508,-1,13656,-1,12658,-1
BX36,University Heights-Morris Heights,40635,-1,24816,-1,3423,-1,21393,-1,15819,-1
BX37,Van Nest-Morris Park-Westchester Square,23128,-1,14008,-1,1466,-1,12542,-1,9120,-1
BX39,Mott Haven-Port Morris,38712,-1,19996,-1,1772,-1,18224,-1,18716,-1
BX40,Fordham South,18324,-1,10965,-1,1283,-1,9682,-1,7359,-1
BX41,Mount Hope,39231,-1,23517,-1,3243,-1,20274,-1,15714,-1
BX43,Norwood,30651,-1,18479,-1,3015,-1,15464,-1,12172,-1
BX44,Williamsbridge-Olinville,46516,-1,28040,-1,4737,-1,23303,-1,18476,-1
BX46,Parkchester,24001,-1,15476,-1,1303,-1,14173,-1,8525,-1
BX49,Pelham Parkway,24597,-1,14607,-1,1292,-1,13315,-1,9990,-1
BX52,Schuylerville-Throgs Neck-Edgewater Park,37385,-1,22824,-1,2165,-1,20659,-1,14561,-1
BX55,Soundview-Bruckner,26866,-1,15104,-1,2285,-1,12819,-1,11762,-1
BX59,Westchester-Unionport,20914,-1,12265,-1,1713,-1,10552,-1,8649,-1
BX62,Woodlawn-Wakefield,36474,-1,23536,-1,2871,-1,20665,-1,12938,-1
BX63,West Concourse,28760,-1,17756,-1,1765,-1,15991,-1,11004,-1
BX75,Crotona Park East,14221,-1,7558,-1,836,-1,6722,-1,6663,-1
BX98,Rikers Island,9706,-1,2620,-1,2455,-1,165,-1,7086,-1
BX99,park-cemetery-etc-Bronx,1007,-1,661,-1,56,-1,605,-1,346,-1
MN01,Marble Hill-Inwood,40593,-1,27855,-1,2832,-1,25023,-1,12738,-1
MN03,Central Harlem North-Polo Grounds,63377,-1,37512,-1,4533,-1,32979,-1,25865,-1
MN04,Hamilton Heights,42024,-1,27284,-1,2988,-1,24296,-1,14740,-1
MN06,Manhattanville,19327,-1,10925,-1,960,-1,9965,-1,8402,-1
MN09,Morningside Heights,49368,-1,29403,-1,4366,-1,25037,-1,19965,-1
MN11,Central Harlem South,37473,-1,23446,-1,2371,-1,21075,-1,14027,-1
MN12,Upper West Side,116232,-1,83719,-1,6080,-1,77639,-1,32513,-1
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,63267,-1,49305,-1,3572,-1,45733,-1,13962,-1
MN14,Lincoln Square,51920,-1,37520,-1,3035,-1,34485,-1,14400,-1
