area_id,area_name,b13014001,b13014001_moe,b13014002,b13014002_moe,b13014003,b13014003_moe,b13014004,b13014004_moe,b13014005,b13014005_moe,b13014006,b13014006_moe,b13014007,b13014007_moe,b13014008,b13014008_moe,b13014009,b13014009_moe,b13014010,b13014010_moe,b13014011,b13014011_moe,b13014012,b13014012_moe,b13014013,b13014013_moe,b13014014,b13014014_moe,b13014015,b13014015_moe,b13014016,b13014016_moe,b13014017,b13014017_moe,b13014018,b13014018_moe,b13014019,b13014019_moe,b13014020,b13014020_moe,b13014021,b13014021_moe,b13014022,b13014022_moe,b13014023,b13014023_moe,b13014024,b13014024_moe,b13014025,b13014025_moe,b13014026,b13014026_moe,b13014027,b13014027_moe
BK09,Brooklyn Heights-Cobble Hill,7083,489,415,140,400,137,11,32,0,29,0,29,96,58,293,115,15,34,0,29,0,29,11,35,0,29,4,28,6668,495,2882,327,23,38,153,89,203,107,1300,251,1203,208,3786,431,232,106,172,96,767,270,1398,260,1217,238
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14729,774,639,182,417,138,0,55,71,75,68,76,215,109,63,59,222,130,1,52,117,119,84,76,15,58,5,54,14090,777,6994,495,428,139,1741,294,1604,272,2241,324,980,245,7096,593,1650,303,1306,282,2129,342,1390,273,621,185
BK19,Brighton Beach,7256,570,251,120,196,106,17,43,0,38,100,87,59,59,20,47,55,65,14,40,0,38,36,65,5,37,0,38,7005,569,3587,360,360,118,851,194,828,220,1068,228,480,135,3418,450,614,178,913,252,986,241,698,194,207,89
BK21,Seagate-Coney Island,6885,642,469,150,186,99,65,63,72,73,10,39,39,53,0,38,283,125,81,69,70,64,119,94,0,38,13,40,6416,608,1951,302,457,147,761,194,405,147,231,100,97,77,4465,498,1626,313,1216,267,1116,250,395,137,112,75
BK23,West Brighton,2763,400,121,85,121,85,0,27,0,27,0,27,57,65,64,58,0,27,0,27,0,27,0,27,0,27,0,27,2642,402,1232,257,105,114,263,134,382,144,328,140,154,87,1410,258,104,94,140,73,591,202,385,147,190,116
BK25,Homecrest,9574,552,491,146,454,143,19,49,196,98,75,72,76,72,88,78,37,55,0,48,0,48,21,51,16,50,0,48,9083,549,5179,387,756,182,1563,250,1321,223,1142,210,397,117,3904,403,1082,213,716,176,934,187,952,188,220,89
BK26,Gravesend,6336,533,253,109,207,103,31,62,66,63,56,62,18,39,36,44,46,44,25,40,1,34,20,40,0,36,0,36,6083,528,2809,329,789,208,681,184,614,149,459,159,266,124,3274,424,1062,240,403,140,1087,245,566,182,156,72
BK27,Bath Beach,7043,518,412,139,343,126,100,78,83,77,71,54,26,43,63,63,69,70,0,40,0,40,38,60,31,54,0,40,6631,529,3443,348,778,182,1060,238,597,156,627,157,381,107,3188,400,596,182,587,233,754,187,916,229,335,152
BK28,Bensonhurst West,22192,919,1106,213,809,181,251,121,164,99,201,98,151,82,42,65,297,127,27,70,148,112,81,76,41,68,0,64,21086,913,10507,590,2812,353,3620,391,2051,276,1260,211,764,172,10579,709,3029,386,1945,300,3045,390,1972,310,588,145
BK29,Bensonhurst East,15032,721,809,185,717,179,339,142,169,90,59,70,107,68,43,62,92,69,28,55,41,61,12,53,11,52,0,51,14223,721,7520,467,2155,308,1756,264,1386,230,1435,239,788,187,6703,580,1644,288,1498,316,1831,288,1330,232,400,128
BK30,Dyker Heights,11081,617,425,131,398,129,45,64,89,82,68,65,93,61,103,83,27,54,0,51,0,51,22,54,5,50,0,51,10656,619,5506,396,1616,248,1228,229,1288,234,902,175,472,116,5150,482,1280,263,777,186,1467,237,1221,232,405,142
BK31,Bay Ridge,22289,894,1215,226,941,199,144,112,184,116,54,72,251,99,308,114,274,140,93,100,90,100,8,66,53,79,30,80,21074,907,9247,542,956,229,1553,258,1873,289,2960,338,1905,259,11827,762,2373,422,1296,252,2635,373,3582,403,1941,280
BK32,Sunset Park West,14144,719,1105,210,718,178,233,114,166,94,146,93,90,63,83,68,387,142,221,118,66,71,56,66,44,62,0,49,13039,722,5360,436,2330,320,927,196,886,191,883,180,334,111,7679,641,2575,378,1123,225,1877,348,1531,252,573,156
BK33,Carroll Gardens-Columbia Street-Red Hook,12194,718,430,126,340,109,13,47,12,44,10,46,113,62,192,87,90,75,48,70,20,48,11,46,11,47,0,45,11764,710,4317,394,301,143,329,133,489,153,1670,269,1528,239,7447,683,1058,225,739,196,1024,235,3178,466,1448,275
BK34,Sunset Park East,19973,857,1406,245,1170,224,552,164,348,137,140,83,117,72,13,60,236,111,130,89,48,71,39,67,19,61,0,59,18567,852,9334,552,5188,471,1986,295,1021,223,832,200,307,109,9233,657,3433,410,1478,255,2484,351,1467,275,371,125
BK35,Stuyvesant Heights,18829,928,1045,225,403,143,84,75,48,67,90,79,64,73,117,89,642,181,195,108,193,113,198,120,43,57,13,54,17784,937,4422,454,725,196,1110,234,1451,279,809,189,327,139,13362,859,3300,436,3103,425,3935,456,2195,323,829,194
