area_id,area_name,c27008001,c27008001_moe,c27008002,c27008002_moe,c27008003,c27008003_moe,c27008004,c27008004_moe,c27008005,c27008005_moe,c27008006,c27008006_moe,c27008007,c27008007_moe,c27008008,c27008008_moe,c27008009,c27008009_moe,c27008010,c27008010_moe,c27008011,c27008011_moe,c27008012,c27008012_moe,c27008013,c27008013_moe,c27008014,c27008014_moe,c27008015,c27008015_moe,c27008016,c27008016_moe,c27008017,c27008017_moe,c27008018,c27008018_moe,c27008019,c27008019_moe,c27008020,c27008020_moe,c27008021,c27008021_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,1575,318,0,29,1575,318,8901,619,25,38,8876,618,1329,226,40,36,1289,225,11693,644,1431,222,0,29,1431,222,8710,519,14,35,8696,519,1552,275,0,29,1552,275
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,28604,1040,5832,618,11,56,5821,618,18282,762,16,58,18266,762,4490,365,19,61,4471,364,32684,1097,5452,579,0,55,5452,579,20510,766,21,57,20489,766,6722,462,18,57,6704,462
BK19,Brighton Beach,31530,1324,14441,819,2612,394,53,70,2559,394,9360,609,9,38,9351,609,2469,271,0,38,2469,271,17089,793,2642,418,10,39,2632,418,10148,604,83,77,10065,606,4299,339,20,43,4279,339
BK21,Seagate-Coney Island,29406,1273,13579,846,3216,497,11,39,3205,497,8067,718,11,39,8056,718,2296,299,32,45,2264,296,15827,793,3239,477,30,58,3209,476,9227,607,6,39,9221,605,3361,317,28,44,3333,316
BK23,West Brighton,15410,683,6490,437,661,155,73,74,588,154,3420,411,1,24,3419,411,2409,275,27,36,2382,275,8920,499,626,187,9,28,617,187,4737,474,51,65,4686,467,3557,314,14,31,3543,311
BK25,Homecrest,41893,1458,20736,892,5126,559,0,48,5126,559,12627,633,0,48,12627,633,2983,291,36,51,2947,289,21157,817,5010,548,9,49,5001,548,12162,532,0,48,12162,532,3985,312,17,49,3968,311
BK26,Gravesend,27759,1258,12635,731,2320,423,0,36,2320,423,7551,548,30,55,7521,546,2764,319,12,39,2752,319,15124,795,2883,454,0,36,2883,454,8764,536,0,36,8764,536,3477,305,0,36,3477,305
BK27,Bath Beach,29100,1245,14358,791,3054,422,0,40,3054,422,9103,620,5,39,9098,620,2201,261,26,48,2175,260,14742,689,2636,360,0,40,2636,360,9255,549,18,41,9237,548,2851,277,0,40,2851,277
BK28,Bensonhurst West,86412,2161,41776,1354,8782,674,55,82,8727,675,27587,1076,45,73,27542,1078,5407,418,30,66,5377,418,44636,1292,9346,730,107,96,9239,728,27595,895,34,68,27561,895,7695,502,32,65,7663,502
BK29,Bensonhurst East,61057,1648,30037,1009,5940,536,0,51,5940,536,19479,790,9,52,19470,790,4618,363,13,51,4605,365,31020,1010,5676,531,0,51,5676,531,19765,791,0,51,19765,791,5579,381,0,51,5579,381
BK30,Dyker Heights,44934,1499,22269,950,4869,490,4,50,4865,490,14321,749,46,58,14275,749,3079,301,29,58,3050,301,22665,882,4424,485,0,51,4424,485,14291,654,8,49,14283,654,3950,317,10,53,3940,317
BK31,Bay Ridge,83453,1976,39627,1247,8615,674,239,225,8376,647,26694,917,63,73,26631,918,4318,334,82,71,4236,333,43826,1227,8417,738,89,84,8328,738,27993,847,173,83,27820,846,7416,421,53,70,7363,421
BK32,Sunset Park West,52486,1676,27186,1140,6611,610,0,49,6611,610,18878,937,96,79,18782,934,1697,271,9,50,1688,270,25300,1030,6215,604,44,68,6171,605,16477,687,58,65,16419,686,2608,292,0,49,2608,292
BK33,Carroll Gardens-Columbia Street-Red Hook,38965,1308,18296,974,4029,516,0,45,4029,516,12772,741,96,79,12676,737,1495,246,20,46,1475,246,20669,864,3665,396,0,45,3665,396,14720,716,15,45,14705,716,2284,280,40,77,2244,278
BK34,Sunset Park East,71445,2070,36548,1338,9491,758,9,59,9482,757,24616,1051,40,60,24576,1052,2441,289,56,70,2385,282,34897,1175,8177,711,0,59,8177,711,23402,817,86,74,23316,824,3318,322,10,60,3308,322
BK35,Stuyvesant Heights,64237,2087,28780,1352,7855,774,35,63,7820,774,18787,1021,132,100,18655,1012,2138,293,31,53,2107,292,35457,1336,8403,743,23,62,8380,742,22982,885,101,84,22881,884,4072,347,0,51,4072,347
BK37,Park Slope-Gowanus,72707,1868,34796,1212,6422,589,15,61,6407,590,25692,969,137,112,25555,970,2682,300,21,60,2661,299,37911,1230,6550,614,0,58,6550,614,28052,930,0,58,28052,930,3309,328,26,62,3283,328
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34719,1232,16769,852,3580,437,0,42,3580,437,12103,693,0,42,12103,693,1086,191,0,42,1086,191,17950,772,2799,373,0,42,2799,373,13234,628,0,42,13234,628,1917,234,0,42,1917,234
BK40,Windsor Terrace,22563,968,10694,637,2067,350,0,32,2067,350,7651,444,18,35,7633,446,976,177,8,29,968,176,11869,590,2116,324,0,32,2116,324,8159,437,12,36,8147,437,1594,188,3,30,1591,188
BK41,Kensington-Ocean Parkway,36020,1500,17623,949,4870,559,12,44,4858,559,11183,680,21,50,11162,678,1570,226,0,40,1570,226,18397,917,4786,558,0,40,4786,558,11571,597,27,57,11544,594,2040,238,0,40,2040,238
BK42,Flatbush,104778,2591,47888,1574,12392,841,0,68,12392,841,31875,1221,66,85,31809,1221,3621,334,60,83,3561,332,56890,1683,13180,955,21,70,13159,956,37669,1172,175,103,37494,1177,6041,420,40,70,6001,420
BK43,Midwood,51297,1622,25413,1060,7116,673,21,54,7095,674,15617,734,49,61,15568,736,2680,250,27,54,2653,251,25884,967,6194,603,22,62,6172,603,15506,636,44,63,15462,635,4184,307,7,51,4177,308
BK44,Madison,39981,1278,19253,851,4078,479,29,51,4049,480,12733,613,6,46,12727,613,2442,231,18,48,2424,231,20728,784,4257,442,0,46,4257,442,12957,541,21,49,12936,541,3514,273,4,46,3510,273
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48309,1466,23328,936,6720,595,36,62,6684,594,13939,601,57,69,13882,605,2669,278,55,53,2614,277,24981,901,5481,510,168,225,5313,466,15545,676,100,83,15445,670,3955,331,40,64,3915,327
BK46,Ocean Parkway South,19508,1096,9540,626,2630,378,64,94,2566,378,5740,430,0,36,5740,430,1170,159,23,38,1147,159,9968,646,2927,450,0,36,2927,450,5579,382,51,57,5528,382,1462,172,36,53,1426,169
BK50,Canarsie,85624,2076,38307,1257,10347,713,24,74,10323,712,25121,943,122,89,24999,945,2839,343,0,70,2839,343,47317,1323,10868,715,48,78,10820,716,31731,947,95,83,31636,945,4718,402,0,70,4718,402
BK58,Flatlands,70841,1717,32116,1051,7891,605,18,63,7873,606,21052,833,53,77,20999,835,3173,300,85,70,3088,299,38725,1130,8980,635,26,78,8954,636,24492,778,99,78,24393,782,5253,358,42,64,5211,357
BK60,Prospect Lefferts Gardens-Wingate,68838,2200,31389,1357,8291,764,119,169,8172,756,19922,985,162,119,19760,978,3176,392,65,77,3111,390,37449,1411,6971,687,0,58,6971,687,25408,983,105,84,25303,984,5070,487,7,59,5063,486
BK61,Crown Heights North,99659,2397,44223,1576,11032,836,0,67,11032,836,29433,1298,101,89,29332,1296,3758,391,62,78,3696,390,55436,1597,11689,823,33,75,11656,824,36631,1175,116,91,36515,1174,7116,481,25,70,7091,483
BK63,Crown Heights South,41211,1615,19602,1089,5785,681,12,42,5773,680,12355,784,18,41,12337,784,1462,220,15,41,1447,221,21609,1014,5379,619,32,55,5347,617,13675,667,35,47,13640,666,2555,269,0,40,2555,269
BK64,Prospect Heights,20435,951,9706,664,1579,310,0,32,1579,310,7544,532,0,32,7544,532,583,156,0,32,583,156,10729,669,1402,235,0,32,1402,235,8273,593,0,32,8273,593,1054,200,0,32,1054,200
BK68,Fort Greene,26206,1087,11001,740,2117,309,0,38,2117,309,8119,620,18,40,8101,621,765,155,32,43,733,151,15205,727,2663,403,0,38,2663,403,10860,568,0,38,10860,568,1682,203,25,43,1657,204
BK69,Clinton Hill,36409,1446,17412,975,2985,438,33,59,2952,435,13020,828,109,91,12911,823,1407,223,8,40,1399,223,18997,893,2908,389,0,40,2908,389,14212,676,48,50,14164,675,1877,228,8,40,1869,228
BK72,Williamsburg,32650,1531,16723,1017,8433,764,7,36,8426,765,7546,464,0,36,7546,464,744,157,0,36,744,157,15927,807,7265,637,0,36,7265,637,7422,385,7,36,7415,385,1240,183,15,42,1225,181
BK73,North Side-South Side,46039,1504,22260,971,4389,499,47,87,4342,495,16506,803,3,47,16503,802,1365,226,0,48,1365,226,23779,1034,4652,618,24,59,4628,621,17274,792,24,60,17250,793,1853,279,56,80,1797,273
BK75,Bedford,69849,2015,33100,1284,11208,770,93,86,11115,765,19955,986,68,70,19887,985,1937,277,18,59,1919,275,36749,1243,10339,672,73,87,10266,670,23309,891,53,65,23256,891,3101,319,29,63,3072,318
BK76,Greenpoint,31508,1172,15485,775,1720,312,0,42,1720,312,12874,666,22,52,12852,667,891,157,7,41,884,157,16023,769,1604,305,0,42,1604,305,12609,662,8,42,12601,662,1810,244,0,42,1810,244
BK77,Bushwick North,61775,1934,31710,1327,7975,677,63,90,7912,681,22324,1085,26,54,22298,1084,1411,206,49,68,1362,204,30065,1158,7546,660,29,65,7517,659,20341,831,74,70,20267,835,2178,250,0,54,2178,250
BK78,Bushwick South,70981,2232,33787,1414,9362,755,13,58,9349,755,22201,1173,55,71,22146,1174,2224,283,38,62,2186,281,37194,1392,8521,753,0,56,8521,753,24831,978,55,75,24776,973,3842,353,0,56,3842,353
BK79,Ocean Hill,31779,1395,14314,866,4577,507,0,38,4577,507,8405,636,84,81,8321,628,1332,215,16,39,1316,214,17465,894,4669,507,40,52,4629,507,10987,618,43,54,10944,617,1809,228,37,55,1772,224
BK81,Brownsville,55202,1835,22301,1149,8565,727,0,51,8565,727,12114,803,42,58,12072,802,1622,262,88,77,1534,258,32901,1239,8210,749,10,52,8200,750,20856,845,58,65,20798,843,3835,303,23,54,3812,303
BK82,East New York,91686,2431,40706,1542,13911,931,4,64,13907,931,23739,1085,72,84,23667,1079,3056,357,24,65,3032,357,50980,1554,13391,909,16,67,13375,908,32181,1077,69,74,32112,1076,5408,436,0,65,5408,436
BK83,Cypress Hills-City Line,47466,1747,22680,1082,6933,595,9,50,6924,595,14445,807,48,64,14397,805,1302,206,16,50,1286,204,24786,1075,6510,613,0,49,6510,613,16238,724,11,49,16227,723,2038,242,8,50,2030,241
BK85,East New York (Pennsylvania Ave),29811,1192,13048,771,4842,498,16,40,4826,498,7409,580,43,53,7366,574,797,160,0,36,797,160,16763,805,5079,506,0,36,5079,506,10519,538,33,51,10486,537,1165,168,0,36,1165,168
BK88,Borough Park,105873,2868,54578,1718,21562,1198,50,75,21512,1198,28898,1052,66,75,28832,1052,4118,342,62,75,4056,341,51295,1555,18721,1098,8,68,18713,1099,26932,878,113,92,26819,877,5642,443,31,68,5611,443
BK90,East Williamsburg,33139,1146,15571,849,2398,327,18,45,2380,327,11378,752,28,57,11350,750,1795,276,9,42,1786,276,17568,780,1814,323,0,40,1814,323,13122,674,37,58,13085,675,2632,285,0,40,2632,285
BK91,East Flatbush-Farragut,52647,1676,23214,976,5328,535,54,82,5274,533,15211,787,181,118,15030,789,2675,289,16,51,2659,289,29433,1083,6099,557,9,54,6090,558,19140,801,55,68,19085,801,4194,336,36,59,4158,336
BK93,Starrett City,12813,807,4442,627,1359,394,0,24,1359,394,2036,418,24,43,2012,407,1047,200,31,36,1016,202,8371,565,1296,281,0,24,1296,281,4853,500,0,24,4853,500,2222,265,17,33,2205,264
BK95,Erasmus,29894,1514,13693,924,4000,512,45,56,3955,511,8567,663,18,44,8549,663,1126,184,0,36,1126,184,16201,945,3401,459,0,36,3401,459,10883,669,0,36,10883,669,1917,245,12,40,1905,245
