area_id,area_name,b25055001,b25055001_moe,b25055002,b25055002_moe,b25055003,b25055003_moe,b25055004,b25055004_moe,b25055005,b25055005_moe,b25055006,b25055006_moe,b25055007,b25055007_moe,b25055008,b25055008_moe,b25055009,b25055009_moe,b25055010,b25055010_moe,b25055011,b25055011_moe,b25055012,b25055012_moe,b25055013,b25055013_moe
BK09,Brooklyn Heights-Cobble Hill,6218,388,4619,365,0,29,4619,365,679,177,0,29,679,177,499,143,0,29,499,143,421,162,0,29,421,162
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11899,493,6751,495,17,56,6734,494,2088,290,0,55,2088,290,1453,227,15,55,1438,227,1607,227,137,97,1470,213
BK19,Brighton Beach,9374,383,4318,380,0,38,4318,380,1450,246,8,38,1442,245,1178,205,0,38,1178,205,2428,262,0,38,2428,262
BK21,Seagate-Coney Island,9162,310,4276,407,33,42,4243,408,1733,273,9,39,1724,273,1595,255,10,38,1585,252,1558,231,32,41,1526,230
BK23,West Brighton,4940,322,1359,250,0,27,1359,250,808,201,0,27,808,201,1352,253,0,27,1352,253,1421,242,0,27,1421,242
BK25,Homecrest,8731,412,5147,408,21,47,5126,407,1221,203,0,48,1221,203,1370,212,7,48,1363,212,993,174,4,47,989,174
BK26,Gravesend,6710,374,3092,323,3,33,3089,322,1301,228,0,36,1301,228,1114,239,7,36,1107,239,1203,220,0,36,1203,220
BK27,Bath Beach,5903,332,3487,327,0,40,3487,327,800,170,0,40,800,170,712,149,0,40,712,149,904,180,0,40,904,180
BK28,Bensonhurst West,18362,559,11885,568,23,64,11862,568,2602,299,10,64,2592,298,1958,260,0,64,1958,260,1917,251,0,64,1917,251
BK29,Bensonhurst East,13091,487,8053,487,50,63,8003,488,1989,271,4,51,1985,271,1370,202,19,51,1351,202,1679,232,15,55,1664,232
BK30,Dyker Heights,7488,359,5388,366,10,52,5378,366,952,187,0,51,952,187,613,150,0,51,613,150,535,128,6,51,529,128
BK31,Bay Ridge,22098,577,14908,580,22,71,14886,580,3045,322,14,69,3031,321,2020,251,20,71,2000,250,2125,233,18,64,2107,232
BK32,Sunset Park West,12740,420,9854,434,23,53,9831,435,1429,234,40,65,1389,232,676,157,9,50,667,156,781,175,0,49,781,175
BK33,Carroll Gardens-Columbia Street-Red Hook,12748,470,9685,506,37,60,9648,506,1677,264,0,45,1677,264,669,167,0,45,669,167,717,191,13,47,704,190
BK34,Sunset Park East,15874,442,11936,481,51,66,11885,480,2109,296,0,59,2109,296,765,169,0,59,765,169,1064,186,20,65,1044,184
BK35,Stuyvesant Heights,18245,567,12559,600,75,77,12484,598,2613,340,0,51,2613,340,1864,261,8,51,1856,261,1209,201,11,52,1198,200
BK37,Park Slope-Gowanus,18567,665,15508,641,0,58,15508,641,1448,251,28,71,1420,248,855,185,0,58,855,185,756,180,94,82,662,171
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11235,359,8638,409,4,41,8634,408,1146,205,19,43,1127,202,871,156,0,42,871,156,580,131,13,45,567,130
BK40,Windsor Terrace,4954,333,3621,315,0,32,3621,315,528,144,0,32,528,144,371,115,0,32,371,115,434,109,0,32,434,109
BK41,Kensington-Ocean Parkway,8412,389,5609,402,0,40,5609,402,1395,239,0,40,1395,239,774,163,0,40,774,163,634,163,0,40,634,163
BK42,Flatbush,30099,572,20893,664,140,131,20753,668,5090,428,78,99,5012,426,2409,294,32,78,2377,292,1707,230,18,72,1689,228
BK43,Midwood,11599,410,7091,446,36,73,7055,444,1837,246,8,51,1829,246,1041,172,0,51,1041,172,1630,208,0,51,1630,208
BK44,Madison,7881,329,4848,346,0,46,4848,346,1277,202,0,46,1277,202,654,129,0,46,654,129,1102,164,9,47,1093,163
