area_id,area_name,b25086001,b25086001_moe
BK09,Brooklyn Heights-Cobble Hill,161450000,151785600
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,154038000,62261267
BK19,Brighton Beach,204158000,90602677
BK25,Homecrest,63695000,55530323
BK26,Gravesend,79390000,56482161
BK27,Bath Beach,52491500,29704641
BK28,Bensonhurst West,75480000,73616302
BK29,Bensonhurst East,31400000,27040086
BK31,Bay Ridge,20700000,19689970
BK32,Sunset Park West,31264000,33430014
BK33,Carroll Gardens-Columbia Street-Red Hook,20350000,18833777
BK35,Stuyvesant Heights,205378000,77206731
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,109051000,43543668
BK42,Flatbush,8330000,7439984
BK44,Madison,24571000,31395588
BK60,Prospect Lefferts Gardens-Wingate,57480000,62352324
BK61,Crown Heights North,256748000,95182996
BK64,Prospect Heights,13520000,13480030
BK68,Fort Greene,22125000,17764405
BK73,North Side-South Side,237543000,104776717
BK75,Bedford,159842000,89444026
BK76,Greenpoint,32300000,29004020
BK77,Bushwick North,19392000,21161169
BK79,Ocean Hill,275730000,91674152
BK82,East New York,58465000,31065458
BK83,Cypress Hills-City Line,39818000,26443977
BK88,Borough Park,45675000,40874348
BK95,Erasmus,35200000,26979354
BX09,Soundview-Castle Hill-Clason Point-Harding Park,13641000,16441313
BX22,North Riverdale-Fieldston-Riverdale,343475000,265246785
BX27,Hunts Point,6905800,6224289
BX29,Spuyten Duyvil-Kingsbridge,18000000,14841887
BX30,Kingsbridge Heights,42456100,27855185
BX35,Morrisania-Melrose,37428100,24424958
BX43,Norwood,7900000,8494697
BX44,Williamsbridge-Olinville,44445300,26379834
BX62,Woodlawn-Wakefield,58385000,32965721
MN03,Central Harlem North-Polo Grounds,25700000,24150721
MN09,Morningside Heights,56145000,51850586
MN11,Central Harlem South,25150000,20592567
MN12,Upper West Side,2760545000,1114099641
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,147275000,99439248
MN14,Lincoln Square,2174640000,1173547060
MN17,Midtown-Midtown South,237650000,141152423
MN19,Turtle Bay-East Midtown,385784000,163742092
MN20,Murray Hill-Kips Bay,205700000,173347319
MN21,Gramercy,308430000,472206256
MN23,West Village,1384917900,867043657
MN24,SoHo-TriBeCa-Civic Center-Little Italy,1096925000,594804695
MN25,Battery Park City-Lower Manhattan,681023000,409874950
MN28,Lower East Side,33240000,36267167
MN31,Lenox Hill-Roosevelt Island,666425000,534098341
MN32,Yorkville,347115000,257670987
MN33,East Harlem South,58725000,76565021
MN34,East Harlem North,179750000,135611706
MN36,Washington Heights South,58553000,77694008
MN40,Upper East Side-Carnegie Hill,993975000,511963303
QN01,South Jamaica,98923500,38932433
QN02,Springfield Gardens North,26920000,27602999
QN03,Springfield Gardens South-Brookville,15958000,15359577
QN08,St. Albans,26248000,20204793
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,48550000,29810687
QN12,Hammels-Arverne-Edgemere,31000000,28137435
QN22,Flushing,63149000,34969458
QN28,Jackson Heights,46693000,34906366
QN34,Queens Village,32658000,26254142
QN35,Briarwood-Jamaica Hills,12370000,11504626
QN37,Kew Gardens Hills,22296000,22481568
QN42,Oakland Gardens,43289000,38374570
QN43,Bellerose,68472000,55498412
QN46,Bayside-Bayside Hills,38060000,35230068
QN53,Woodhaven,58865000,33157935
QN54,Richmond Hill,29600000,22907031
QN63,Woodside,7670000,7391604
QN71,Old Astoria,24707000,21455598
QN76,Baisley Park,138235200,55018801
SI05,New Springville-Bloomfield-Travis,124560800,69058038
SI11,Charleston-Richmond Valley-Tottenville,61736000,58112489
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,59412000,31682153
SI22,West New Brighton-New Brighton-St. George,163451000,58008665
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,42300000,40784822
SI25,Oakwood-Oakwood Beach,40180000,37074297
SI28,Port Richmond,17350000,17431490
SI37,Stapleton-Rosebank,22783000,22949403
SI45,New Dorp-Midland Beach,55060000,36350058
SI48,Arden Heights,46150000,40792370
SI54,Great Kills,49100000,39563190
