area_id,area_name,b24080001,b24080001_moe,b24080002,b24080002_moe,b24080003,b24080003_moe,b24080004,b24080004_moe,b24080005,b24080005_moe,b24080006,b24080006_moe,b24080007,b24080007_moe,b24080008,b24080008_moe,b24080009,b24080009_moe,b24080010,b24080010_moe,b24080011,b24080011_moe,b24080012,b24080012_moe,b24080013,b24080013_moe,b24080014,b24080014_moe,b24080015,b24080015_moe,b24080016,b24080016_moe,b24080017,b24080017_moe,b24080018,b24080018_moe,b24080019,b24080019_moe,b24080020,b24080020_moe,b24080021,b24080021_moe
BK09,Brooklyn Heights-Cobble Hill,14060,750,7203,519,5036,432,4569,409,467,128,792,210,356,139,180,84,107,63,732,205,0,29,6857,437,3784,367,3577,361,207,116,1232,247,612,173,152,67,162,89,915,247,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,26811,977,13631,610,9832,565,9152,570,680,169,462,142,1741,283,428,151,243,93,925,224,0,55,13180,690,8855,618,8524,610,331,172,1018,203,2325,330,248,90,287,137,428,143,19,57
BK19,Brighton Beach,13095,751,6679,530,5285,489,4915,468,370,134,288,107,552,153,161,74,75,57,318,135,0,38,6416,472,4639,418,4500,418,139,93,543,142,811,193,51,48,59,55,307,119,6,38
BK21,Seagate-Coney Island,9752,735,4730,508,3482,426,3349,412,133,70,182,117,377,144,133,75,90,71,466,200,0,38,5022,471,3388,403,3370,403,18,38,549,162,668,178,142,78,78,67,197,117,0,38
BK23,West Brighton,6332,661,2658,385,1998,339,1838,337,160,77,111,90,322,134,45,40,58,50,124,73,0,27,3674,421,2543,386,2495,385,48,44,389,135,515,199,55,46,51,68,121,84,0,27
BK25,Homecrest,16644,810,9751,556,7436,547,6736,538,700,164,625,148,604,160,178,81,107,59,801,177,0,48,6893,479,4983,433,4873,429,110,69,756,162,602,144,76,57,31,52,445,133,0,48
BK26,Gravesend,10646,704,5402,465,4226,442,3959,435,267,120,102,67,546,163,142,76,136,66,250,119,0,36,5244,450,3604,377,3475,372,129,73,456,145,801,182,83,72,98,82,202,132,0,36
BK27,Bath Beach,12340,830,6922,556,5572,534,5183,522,389,145,190,86,561,155,135,71,187,77,277,104,0,40,5418,472,3804,393,3738,384,66,54,442,124,725,199,102,82,131,98,214,107,0,40
BK28,Bensonhurst West,36452,1278,20676,917,16728,874,15896,876,832,188,709,163,1096,208,368,123,479,135,1286,292,10,64,15776,754,12076,658,11886,648,190,98,1103,192,1482,258,187,91,266,100,642,209,20,64
BK29,Bensonhurst East,26753,1045,15452,699,12188,673,11422,657,766,185,415,119,1184,212,238,90,409,121,1018,212,0,51,11301,661,8487,615,8288,611,199,89,700,157,1335,225,187,81,131,78,461,162,0,51
BK30,Dyker Heights,19964,923,10794,650,8688,635,7920,617,768,187,448,114,782,166,89,60,247,105,514,163,26,56,9170,588,6311,507,6142,504,169,80,864,163,1159,211,136,62,153,74,466,168,81,76
BK31,Bay Ridge,38593,1044,20884,778,14957,743,13816,726,1141,205,1516,252,2169,294,409,119,694,157,1139,237,0,66,17709,708,11271,610,10705,595,566,144,2344,307,2493,323,333,106,465,131,803,161,0,66
BK32,Sunset Park West,25187,1077,15028,881,12497,850,12243,845,254,113,744,179,711,175,69,78,164,85,827,199,16,54,10159,620,7284,578,7179,574,105,101,1107,212,833,182,185,100,156,92,594,157,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,21216,847,10111,608,6971,522,6032,499,939,227,1052,268,643,193,174,91,166,95,1105,204,0,45,11105,659,6346,533,5840,525,506,142,1723,294,1411,285,241,105,168,83,1216,257,0,45
BK34,Sunset Park East,31978,1233,18631,938,15127,884,14907,884,220,104,549,153,845,215,158,85,324,127,1603,339,25,67,13347,644,10346,612,10137,612,209,98,887,187,902,194,217,105,145,82,808,206,42,65
BK35,Stuyvesant Heights,25298,1136,11413,765,7556,639,7295,630,261,118,1078,242,1322,255,364,137,233,116,860,244,0,51,13885,744,7776,622,7559,616,217,105,1455,264,3091,363,646,172,277,122,640,180,0,51
BK37,Park Slope-Gowanus,45322,1265,22465,923,14507,832,12802,809,1705,284,2840,373,1885,320,580,150,440,144,2213,344,0,58,22857,875,12767,726,11989,720,778,199,4367,503,2682,362,415,115,423,143,2203,313,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,18202,770,8909,552,6264,517,5792,512,472,135,684,166,476,187,170,97,215,93,1093,212,7,42,9293,512,5619,444,5364,443,255,96,1512,256,1022,204,233,93,171,101,724,178,12,44
BK40,Windsor Terrace,12979,626,6547,408,4039,386,3812,383,227,99,636,163,785,185,145,87,98,69,844,195,0,32,6432,417,3227,360,3049,347,178,97,1292,243,956,180,192,86,54,53,711,184,0,32
BK41,Kensington-Ocean Parkway,15434,755,8451,597,5893,548,5436,539,457,162,741,197,476,133,155,73,175,117,997,240,14,40,6983,504,4333,428,4216,426,117,82,1134,213,872,197,184,85,49,52,406,139,5,39
