area_id,area_name,b19049001,b19049001_moe,b19049002,b19049002_moe,b19049003,b19049003_moe,b19049004,b19049004_moe,b19049005,b19049005_moe
BK09,Brooklyn Heights-Cobble Hill,417729,28026,109746,342685,451767,65609,470819,78399,310988,97212
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,330245,30699,325605,246376,381056,64657,392782,42279,156158,34902
BK19,Brighton Beach,66561,14132,252588,207137,111502,35892,88590,21196,60733,19541
BK21,Seagate-Coney Island,127122,18064,141503,64105,129267,38799,137940,64795,82875,16893
BK25,Homecrest,358415,27156,366193,265297,462736,62914,431669,63909,200234,59174
BK26,Gravesend,44178,10108,11827,1935,49836,29347,60714,21531,30750,7584
BK27,Bath Beach,292588,26181,188573,183444,360744,63914,343343,62837,173115,39993
BK28,Bensonhurst West,557173,35529,535230,195108,642039,84637,699687,84862,335638,40555
BK29,Bensonhurst East,260234,24313,216375,127409,327371,56241,265741,58895,173680,23254
BK30,Dyker Heights,343450,35709,345157,228324,400166,42791,375948,55609,171272,42383
BK31,Bay Ridge,787468,49301,726153,147674,970279,81205,883628,107813,468920,64097
BK32,Sunset Park West,452935,38299,359913,96647,468683,45465,573992,87029,291496,90076
BK33,Carroll Gardens-Columbia Street-Red Hook,423078,39711,160133,86622,490926,63836,456065,81865,170275,51796
BK34,Sunset Park East,423452,29953,394688,131698,464948,51879,455459,60976,267645,95451
BK35,Stuyvesant Heights,533976,39025,358953,206448,611705,84539,611401,72947,338845,76337
BK37,Park Slope-Gowanus,1590565,79490,1225699,461673,1788391,123214,1637049,182727,916183,225784
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,420384,47291,265729,124241,487599,59848,413243,156922,121096,38537
BK40,Windsor Terrace,312321,28365,239715,64067,376997,54474,342755,42938,141141,31975
BK41,Kensington-Ocean Parkway,296351,37533,366963,429495,374985,69241,328491,75192,155261,27323
BK42,Flatbush,674772,37423,644339,250823,758362,67028,769933,100841,405208,94622
BK43,Midwood,453344,40517,419497,126129,575383,104327,623417,108435,197032,46990
BK44,Madison,193209,26601,174195,380162,320221,107766,217560,49641,88850,26414
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,84500,20908,19333,1885,100625,37936,96719,24585,52500,44391
BK46,Ocean Parkway South,303015,40927,300264,206220,339349,49730,378429,66147,161071,27678
BK50,Canarsie,501625,32598,551327,311728,517319,86859,519963,47856,313532,105285
BK58,Flatlands,349890,45694,436954,307567,296664,99227,404994,67369,248358,120105
BK60,Prospect Lefferts Gardens-Wingate,408317,24847,280411,225030,436145,27273,405808,48765,338682,62229
BK61,Crown Heights North,798886,45158,731183,293903,959048,96399,865122,72824,448185,80397
BK63,Crown Heights South,311597,22987,241363,140132,379422,71630,323468,57617,225930,59917
BK64,Prospect Heights,420332,34806,456167,268732,467443,37404,439022,218288,158001,105960
BK68,Fort Greene,468720,56451,400834,192321,602713,86499,364709,82582,277003,162430
BK69,Clinton Hill,601196,42661,381176,278422,760300,79809,602090,108048,297588,99235
BK72,Williamsburg,120835,15920,95337,48360,142885,22302,181120,51059,88270,27994
BK73,North Side-South Side,598998,50920,626801,231404,791338,73579,472099,106038,170544,61264
BK75,Bedford,645662,54050,552009,241067,765711,68024,659110,113324,609859,176128
BK76,Greenpoint,646075,42549,440425,176649,788730,37821,573310,70218,228623,68483
BK77,Bushwick North,498817,28813,494213,124073,549541,44419,498554,50975,284948,74995
BK78,Bushwick South,702177,50289,596554,279542,852847,90028,729952,99824,443850,125187
BK79,Ocean Hill,279353,27934,241919,163631,299633,34507,328806,65868,190179,90927
BK81,Brownsville,344079,21420,267813,393247,323325,48924,389877,47478,261177,74853
BK82,East New York,674179,59483,985460,378697,658576,110093,783339,86409,635637,154592
BK83,Cypress Hills-City Line,378620,42745,317173,158398,356518,88758,484585,54247,248347,118969
BK85,East New York (Pennsylvania Ave),166852,23399,97101,73301,173168,40743,190696,69435,144537,88759
BK88,Borough Park,892667,50932,643040,213291,914764,113080,1135138,113463,661542,179798
BK90,East Williamsburg,519058,45894,501225,173980,686940,49498,432079,99197,215938,31046
BK91,East Flatbush-Farragut,413929,41904,493387,233461,404781,65816,418128,52181,341724,130310
BK93,Starrett City,24346,4969,23399,4031,58484,5324,30000,21781,13187,1702
