area_id,area_name,b17011001,b17011001_moe,b17011002,b17011002_moe,b17011003,b17011003_moe,b17011004,b17011004_moe,b17011005,b17011005_moe
BK21,Seagate-Coney Island,2744900,994359,734800,515688,2010100,995402,186000,218428,1824100,995742
BK28,Bensonhurst West,1524600,888791,511400,412385,1013200,776865,498600,343865,514600,713899
BK29,Bensonhurst East,2406500,954014,1405200,691401,1001400,713880,99300,145938,902100,738077
BK32,Sunset Park West,1418000,675673,515400,454062,902600,565505,221200,273580,681300,509810
BK33,Carroll Gardens-Columbia Street-Red Hook,7558600,2324672,872500,612801,6686100,2186805,1046800,892839,5639300,2076499
BK34,Sunset Park East,23503600,3421653,13492700,2863403,10010800,2287943,2937900,1171666,7072800,2025270
BK41,Kensington-Ocean Parkway,2135700,721342,1614800,638703,520900,442262,231500,241895,289400,351872
BK42,Flatbush,1865400,1266377,1517600,1213949,347800,325489,161700,171733,186100,236862
BK43,Midwood,2188400,1277595,1516000,1149372,672300,499559,140400,151296,532000,475677
BK50,Canarsie,3339300,1156696,233400,213425,3105900,1122113,806100,621792,2299900,1038591
BK63,Crown Heights South,3178400,1571249,330200,358417,2848200,1551719,912500,897699,1935700,1389532
BK64,Prospect Heights,2299300,1312838,714800,640100,1584500,1119873,709800,720936,874700,779284
BK73,North Side-South Side,6992800,1722008,5144700,1549908,1848000,905380,349100,248233,1499000,871564
BK77,Bushwick North,17952900,3373332,5081500,1705851,12871400,2960222,2768500,1437694,10102900,2657404
BK78,Bushwick South,7218700,2147578,906300,669260,6312400,2035822,1340000,981943,4972200,1787226
BK79,Ocean Hill,5064800,1574398,1157500,880779,3907300,1447937,1183500,1050587,2723800,1135192
BK81,Brownsville,8319300,2733034,429500,485424,7889700,2672370,261600,292776,7628100,2696721
BK82,East New York,4964400,1532197,291600,260848,4672700,1551522,1224200,945715,3448500,1575963
BK85,East New York (Pennsylvania Ave),6173400,1859021,430200,386080,5743200,1864262,747300,736659,4995800,1733570
BK95,Erasmus,4806400,1630801,1620000,1120213,3186400,1349102,434100,326526,2752200,1312833
BX01,Claremont-Bathgate,6661200,2321149,498700,619884,6162500,2274897,243700,302913,5918800,2296600
BX05,Bedford Park-Fordham North,4743900,1597650,1143600,736666,3600300,1418513,254000,319184,3346300,1390726
BX06,Belmont,18079800,3623367,2515200,1257965,15564600,3340168,1558700,861150,14006000,3180609
BX08,West Farms-Bronx River,3369600,1373677,1151900,700778,2217700,1163707,520100,578646,1697600,997370
BX13,Co-op City,5032000,3082053,1957300,1952474,3074700,2268367,1106200,1168152,1968500,1734882
BX14,East Concourse-Concourse Village,14251300,3088881,2463300,1277964,11788100,2972184,1094100,597635,10693900,2967509
BX17,East Tremont,12977600,2301080,1136800,615659,11840800,2341910,1715100,951815,10125700,2205750
BX26,Highbridge,5701400,1590411,521000,388368,5180400,1563101,261600,371096,4918800,1582763
BX27,Hunts Point,5897100,1446705,498900,348724,5398200,1423664,743900,644121,4654300,1320642
BX28,Van Cortlandt Village,3478800,1310725,835000,684214,2643800,1238922,891600,811268,1752200,1065431
BX30,Kingsbridge Heights,8334400,2715523,3276900,2076088,5057600,1486458,913700,646575,4143800,1356640
BX34,Melrose South-Mott Haven North,12854600,3332928,1739100,974297,11115500,3394082,1593100,1053336,9522500,3188257
BX35,Morrisania-Melrose,8511400,2253418,2359100,1870537,6152200,1597532,529800,387765,5622400,1587233
BX36,University Heights-Morris Heights,19786000,3507794,4737200,2062181,15048700,3126374,1974800,1173748,13074000,2958484
BX37,Van Nest-Morris Park-Westchester Square,2596200,932398,900000,520474,1696200,886199,326300,370121,1369900,790614
BX39,Mott Haven-Port Morris,26697700,3357633,2817800,1148887,23879900,3253586,3451000,1320732,20428900,3118288
BX41,Mount Hope,15128100,2877335,2624800,1566472,12503300,2515576,1053800,629763,11449300,2433196
BX43,Norwood,5498600,2473484,2540300,1488399,2958300,1875068,517600,764059,2440700,1764940
BX44,Williamsbridge-Olinville,2879600,1052772,676000,798647,2203600,1036161,408000,336620,1795600,1034754
BX55,Soundview-Bruckner,7550700,1720114,1541100,888260,6009600,1464987,846800,660193,5162800,1518629
BX59,Westchester-Unionport,2684400,1178706,679100,577503,2005300,1080987,555800,638661,1449500,850756
BX75,Crotona Park East,8354000,2186978,941200,637660,7412800,2121107,1359100,1078153,6053700,1909609
MN01,Marble Hill-Inwood,4143900,1721960,722400,821689,3421500,1514649,192200,208053,3229400,1518225
MN03,Central Harlem North-Polo Grounds,10531200,3203817,1692700,1462894,8838500,2864745,989300,679814,7849200,2827753
MN04,Hamilton Heights,6665600,1872241,2081600,1224502,4584000,1800540,920700,766030,3663300,1652307
MN27,Chinatown,6214900,1586460,2660300,1150736,3554600,1254525,1180600,742421,2374100,994978
MN28,Lower East Side,10904000,3290497,2886100,1290572,8017800,3226822,859100,645603,7158800,3166599
MN33,East Harlem South,2220900,1530862,281900,328744,1939000,1508088,227600,231010,1711400,1493519
MN34,East Harlem North,4577500,1685031,606000,541317,3971500,1807642,371900,350437,3599500,1792452
MN35,Washington Heights North,6758600,1810598,1195100,734519,5563500,1760114,1490400,997831,4073100,1531283
MN36,Washington Heights South,11701400,2818096,2405000,1445174,9296400,2448448,1276900,759604,8019500,2355119
QN01,South Jamaica,9119300,3072188,1798000,1372387,7321400,2904574,711700,705405,6609700,2862396
QN12,Hammels-Arverne-Edgemere,13160000,4590132,2789200,2365002,10370800,4165616,904000,1126155,9466800,3999525
QN17,Forest Hills,2087700,1398749,658700,753666,1429000,1216756,1031200,1201746,397800,477839
QN22,Flushing,3364500,1739605,1181000,819977,2183600,1617248,1266000,1379278,917600,889387
QN25,Corona,6678100,2118314,1793800,1148826,4884400,1904674,1527000,832187,3357300,1730507
QN26,North Corona,7200400,1963019,2742200,1225217,4458300,1598332,1258900,654192,3199400,1512216
QN27,East Elmhurst,1255000,501210,231000,208688,1024000,473374,587100,491227,436800,313413
QN28,Jackson Heights,2539800,1128149,1088100,701300,1451700,839619,88100,84862,1363600,857819
QN29,Elmhurst,7946100,2301492,3077000,1258702,4869000,1968063,2178300,1308974,2690800,1475187
QN55,South Ozone Park,738900,451387,109400,108756,629600,439233,294200,291047,335400,407857
QN61,Jamaica,4743100,1439909,3027200,1222450,1716000,730911,415400,346148,1300500,656460
SI08,Grymes Hill-Clifton-Fox Hills,10032000,3860617,1416200,975614,8615800,3695735,550300,491579,8065400,3706969
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3131500,1582885,561700,580931,2569800,1512263,913000,1182907,1656800,935594
