area_id,area_name,b25032i001,b25032i001_moe,b25032i002,b25032i002_moe,b25032i003,b25032i003_moe,b25032i004,b25032i004_moe,b25032i005,b25032i005_moe,b25032i006,b25032i006_moe,b25032i007,b25032i007_moe,b25032i008,b25032i008_moe,b25032i009,b25032i009_moe,b25032i010,b25032i010_moe,b25032i011,b25032i011_moe
BK09,Brooklyn Heights-Cobble Hill,657,188,54,66,25,40,10,31,76,80,117,68,101,61,23,36,251,138,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1733,256,176,101,187,99,228,115,153,102,82,90,47,71,497,150,363,142,0,55,0,55
BK19,Brighton Beach,1272,230,168,93,46,50,169,102,322,139,264,105,25,54,169,95,109,73,0,38,0,38
BK21,Seagate-Coney Island,2496,329,22,40,217,103,119,83,181,103,165,101,38,46,132,77,1622,287,0,38,0,38
BK23,West Brighton,56,60,32,55,0,27,0,27,0,27,0,27,13,33,0,27,11,30,0,27,0,27
BK25,Homecrest,949,213,57,66,85,83,168,109,158,100,129,88,88,84,77,62,187,97,0,48,0,48
BK26,Gravesend,1315,241,14,37,156,97,168,100,209,129,47,46,54,75,98,78,569,177,0,36,0,36
BK27,Bath Beach,1047,247,72,59,119,77,255,123,292,145,49,71,41,44,122,117,97,72,0,40,0,40
BK28,Bensonhurst West,3675,394,136,92,130,99,562,182,765,214,785,203,240,122,874,219,183,104,0,64,0,64
BK29,Bensonhurst East,2310,315,61,62,100,70,365,139,684,189,192,89,74,69,609,172,225,104,0,51,0,51
BK30,Dyker Heights,1398,247,66,66,147,85,175,94,357,149,339,132,145,94,132,84,37,53,0,51,0,51
BK31,Bay Ridge,4993,435,201,100,261,139,852,224,561,186,789,191,329,130,879,181,1121,238,0,66,0,66
BK32,Sunset Park West,9916,428,183,82,409,127,1663,263,2819,331,2624,296,957,188,810,163,451,144,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,3458,347,51,51,164,117,263,131,454,154,627,175,240,108,1286,201,373,151,0,45,0,45
BK34,Sunset Park East,7124,377,95,71,200,90,931,193,1716,280,1696,245,762,168,1287,204,437,157,0,59,0,59
BK35,Stuyvesant Heights,4589,404,72,83,153,96,544,174,840,215,766,204,596,171,805,182,813,190,0,51,0,51
BK37,Park Slope-Gowanus,4606,461,147,101,342,152,602,160,1121,238,1175,248,595,221,397,145,227,132,0,58,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3228,273,35,49,86,74,111,74,228,94,310,119,255,95,725,172,1478,246,0,42,0,42
BK40,Windsor Terrace,1121,211,66,79,118,72,119,73,198,118,186,89,0,32,90,62,344,114,0,32,0,32
BK41,Kensington-Ocean Parkway,1609,278,75,57,115,88,241,138,288,136,134,92,114,68,393,143,249,115,0,40,0,40
BK42,Flatbush,6198,501,280,122,129,118,347,149,408,181,60,76,593,214,1904,323,2477,343,0,68,0,68
BK43,Midwood,1124,240,97,72,34,60,88,84,28,61,86,80,33,57,440,171,318,151,0,51,0,51
BK44,Madison,813,208,23,50,118,83,72,72,66,82,100,90,33,69,188,102,213,104,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1124,224,177,116,360,128,362,128,197,112,22,57,0,55,0,55,6,55,0,55,0,55
