area_id,area_name,b11004001,b11004001_moe,b11004002,b11004002_moe,b11004003,b11004003_moe,b11004004,b11004004_moe,b11004005,b11004005_moe,b11004006,b11004006_moe,b11004007,b11004007_moe,b11004008,b11004008_moe,b11004009,b11004009_moe,b11004010,b11004010_moe,b11004011,b11004011_moe,b11004012,b11004012_moe,b11004013,b11004013_moe,b11004014,b11004014_moe,b11004015,b11004015_moe,b11004016,b11004016_moe,b11004017,b11004017_moe,b11004018,b11004018_moe,b11004019,b11004019_moe,b11004020,b11004020_moe
BK09,Brooklyn Heights-Cobble Hill,4784,381,4255,353,1590,197,828,159,237,97,525,148,2665,315,529,172,250,120,97,51,27,34,30,38,40,38,153,111,279,123,114,71,42,40,0,29,72,61,165,105
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16523,502,12082,523,4821,422,1458,273,796,242,2567,319,7261,432,4441,416,1175,260,583,201,125,100,130,107,328,153,592,168,3266,371,1538,307,244,134,275,156,1019,252,1728,275
BK19,Brighton Beach,7845,429,5809,409,2463,313,694,202,596,183,1173,214,3346,318,2036,278,549,164,241,121,43,58,46,47,152,103,308,114,1487,249,474,171,45,58,34,48,395,158,1013,208
BK21,Seagate-Coney Island,7427,357,4209,374,1490,256,205,106,419,132,866,205,2719,320,3218,351,405,170,112,81,14,38,0,38,98,80,293,147,2813,337,1769,283,317,134,357,139,1095,226,1044,209
BK23,West Brighton,4649,296,3533,312,692,177,183,108,56,50,453,165,2841,287,1116,216,177,83,16,29,12,30,4,26,0,27,161,82,939,211,312,135,73,73,0,27,239,112,627,167
BK25,Homecrest,10589,403,8622,401,3728,334,703,174,1195,216,1830,243,4894,361,1967,273,608,157,161,90,59,74,0,48,102,73,447,134,1359,235,665,181,125,76,121,89,419,143,694,148
BK26,Gravesend,7477,394,5457,414,2060,292,566,171,369,136,1125,228,3397,361,2020,281,379,125,52,53,15,40,4,36,33,48,327,118,1641,258,736,191,145,78,156,118,435,144,905,176
BK27,Bath Beach,7451,351,5910,355,2653,285,789,184,645,161,1219,211,3257,305,1541,224,458,132,70,50,14,44,36,47,20,37,388,129,1083,180,436,151,24,42,44,52,368,141,647,166
BK28,Bensonhurst West,21426,577,16821,578,8255,496,1989,285,1727,270,4539,407,8566,490,4605,411,1521,252,636,187,225,126,87,89,324,126,885,179,3084,346,1325,238,413,136,133,94,779,186,1759,255
BK29,Bensonhurst East,15789,469,12191,494,5472,395,1474,245,1156,231,2842,313,6719,425,3598,354,1254,222,338,112,75,66,54,63,209,93,916,200,2344,292,984,200,174,93,94,75,716,172,1360,221
BK30,Dyker Heights,10939,379,8570,392,4234,351,1079,196,867,187,2288,281,4336,332,2369,288,830,191,141,80,22,49,58,67,61,66,689,178,1539,230,865,188,214,111,110,82,541,143,674,136
BK31,Bay Ridge,19449,601,14578,584,7465,480,2283,296,1596,256,3586,381,7113,450,4871,449,1310,250,458,160,144,96,177,123,137,94,852,199,3561,380,1539,282,233,127,262,128,1044,232,2022,267
