area_id,area_name,b16003001,b16003001_moe,b16003002,b16003002_moe,b16003003,b16003003_moe,b16003004,b16003004_moe,b16003005,b16003005_moe,b16003006,b16003006_moe,b16003007,b16003007_moe,b16003008,b16003008_moe,b16003009,b16003009_moe,b16003010,b16003010_moe,b16003011,b16003011_moe,b16003012,b16003012_moe
BK09,Brooklyn Heights-Cobble Hill,254,102,0,29,0,29,0,29,0,29,0,29,0,29,254,102,126,83,57,57,71,51,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12888,1223,1508,364,123,96,205,192,859,278,231,125,90,98,11380,1039,578,262,8162,824,2290,548,350,184
BK19,Brighton Beach,14343,1071,1193,294,24,42,426,186,590,208,118,120,35,50,13150,913,1614,473,10744,777,527,282,265,144
BK21,Seagate-Coney Island,7172,760,537,189,13,40,221,120,142,103,161,104,0,38,6635,683,1638,406,3939,528,912,318,146,132
BK23,West Brighton,5412,620,235,112,38,50,31,54,153,88,13,32,0,27,5177,581,32,55,5090,589,42,55,13,29
BK25,Homecrest,9671,943,1225,354,147,143,390,238,361,167,112,85,215,160,8446,745,1125,403,5028,543,1002,327,1291,328
BK26,Gravesend,8847,930,867,281,162,122,223,168,99,107,375,176,8,36,7980,817,827,337,4675,628,2233,525,245,166
BK27,Bath Beach,8293,947,1334,322,86,83,257,163,273,144,652,225,66,85,6959,771,1138,451,2945,413,2684,517,192,121
BK28,Bensonhurst West,28019,1757,4548,571,233,129,842,266,865,272,2338,404,270,185,23471,1434,3658,754,8476,730,10743,1085,594,240
BK29,Bensonhurst East,21632,1469,3365,504,60,70,762,255,661,222,1751,353,131,148,18267,1187,2379,559,7636,702,7897,925,355,213
BK30,Dyker Heights,9613,1082,1687,362,51,62,0,51,273,157,1336,327,27,56,7926,874,794,388,2018,378,4947,741,167,115
BK31,Bay Ridge,10305,1171,1887,470,141,137,471,225,368,178,201,125,706,345,8418,847,1667,461,3272,492,1958,394,1521,412
BK32,Sunset Park West,15258,1371,2737,428,80,73,2117,394,6,49,522,170,12,51,12521,1131,8383,925,719,290,3242,629,177,142
BK33,Carroll Gardens-Columbia Street-Red Hook,1919,436,165,101,45,60,115,88,5,44,0,45,0,45,1754,381,1259,345,358,149,108,85,29,54
