area_id,area_name,b19069001,b19069001_moe
BK09,Brooklyn Heights-Cobble Hill,59841300,21350622
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,84901700,10711028
BK19,Brighton Beach,23993200,5950408
BK21,Seagate-Coney Island,18494000,5220019
BK23,West Brighton,34781400,9119064
BK25,Homecrest,42439200,7171938
BK26,Gravesend,34133300,6304524
BK27,Bath Beach,40932200,14303366
BK28,Bensonhurst West,56350000,6386324
BK29,Bensonhurst East,62636600,18604216
BK30,Dyker Heights,49445000,6671496
BK31,Bay Ridge,127110100,13510121
BK32,Sunset Park West,17594900,4197196
BK33,Carroll Gardens-Columbia Street-Red Hook,35022100,7260451
BK34,Sunset Park East,17989300,4035424
BK35,Stuyvesant Heights,46793400,7022960
BK37,Park Slope-Gowanus,78383900,12210972
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,29826900,6419784
BK40,Windsor Terrace,22980400,5358419
BK41,Kensington-Ocean Parkway,20701800,5161797
BK42,Flatbush,58239000,9194644
BK43,Midwood,45087600,7473891
BK44,Madison,35134100,6136914
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,76236600,10167750
BK46,Ocean Parkway South,18126300,4842172
BK50,Canarsie,44264400,6468372
BK58,Flatlands,80000500,9501404
BK60,Prospect Lefferts Gardens-Wingate,47897400,9725666
BK61,Crown Heights North,63248700,12402189
BK63,Crown Heights South,30395500,6169692
BK64,Prospect Heights,18611200,5390647
BK68,Fort Greene,26385900,9496669
BK69,Clinton Hill,46683500,10740164
BK72,Williamsburg,3735600,1719921
BK73,North Side-South Side,9523900,3094663
BK75,Bedford,48779400,22990341
BK76,Greenpoint,14799300,3741496
BK77,Bushwick North,12039600,4517532
BK78,Bushwick South,23624900,4507918
BK79,Ocean Hill,29486100,18078671
BK81,Brownsville,24084100,3880813
BK82,East New York,50824200,11398484
BK83,Cypress Hills-City Line,11800900,3371424
BK85,East New York (Pennsylvania Ave),11223200,3155483
BK88,Borough Park,38507200,6005510
BK90,East Williamsburg,24692300,5942349
BK91,East Flatbush-Farragut,53668100,7482077
BK93,Starrett City,12077400,4138268
BK95,Erasmus,19757200,5517989
BK96,Rugby-Remsen Village,59723700,18843075
BK99,park-cemetery-etc-Brooklyn,94600,146679
BX01,Claremont-Bathgate,8593400,2392361
BX03,Eastchester-Edenwald-Baychester,23305800,5889918
BX05,Bedford Park-Fordham North,16392800,4407958
BX06,Belmont,7499600,2323990
BX07,Bronxdale,19156700,4099294
BX08,West Farms-Bronx River,18970800,8097337
BX09,Soundview-Castle Hill-Clason Point-Harding Park,54665300,9238074
BX10,Pelham Bay-Country Club-City Island,51230000,10341934
BX13,Co-op City,82598300,11538023
BX14,East Concourse-Concourse Village,39393400,8679414
BX17,East Tremont,10632600,2729257
BX22,North Riverdale-Fieldston-Riverdale,69881600,13579922
BX26,Highbridge,9616500,2587260
BX27,Hunts Point,3786300,1136649
BX28,Van Cortlandt Village,36365400,6676082
BX29,Spuyten Duyvil-Kingsbridge,73860700,17127859
BX30,Kingsbridge Heights,15253100,3952334
BX31,Allerton-Pelham Gardens,43574000,9201288
BX33,Longwood,4896200,1899888
BX34,Melrose South-Mott Haven North,9830300,3019774
BX35,Morrisania-Melrose,10080400,2976649
BX36,University Heights-Morris Heights,19213700,4395090
BX37,Van Nest-Morris Park-Westchester Square,23283000,5373980
BX39,Mott Haven-Port Morris,13478500,3288624
BX40,Fordham South,2585900,1571144
BX41,Mount Hope,10246600,2609510
BX43,Norwood,21255900,6959955
BX44,Williamsbridge-Olinville,52963700,7405396
BX46,Parkchester,32193200,7914870
BX49,Pelham Parkway,22971800,4620481
BX52,Schuylerville-Throgs Neck-Edgewater Park,77289000,13020992
BX55,Soundview-Bruckner,23460200,7277784
BX59,Westchester-Unionport,21206700,6801223
BX62,Woodlawn-Wakefield,58473000,9852785
BX63,West Concourse,9847800,2339179
BX75,Crotona Park East,4569500,1968913
BX99,park-cemetery-etc-Bronx,1420800,1237372
MN01,Marble Hill-Inwood,23593500,4583281
MN03,Central Harlem North-Polo Grounds,73755300,11562343
MN04,Hamilton Heights,36325200,7635279
MN06,Manhattanville,7903900,3165736
MN09,Morningside Heights,57312500,11192751
MN11,Central Harlem South,20289300,5107131
MN12,Upper West Side,308696000,42098360
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,92618900,15219184
MN14,Lincoln Square,153676800,24754673
MN15,Clinton,34315900,9816161
MN17,Midtown-Midtown South,57868800,37234541
MN19,Turtle Bay-East Midtown,148441300,29699545
MN20,Murray Hill-Kips Bay,87940200,23766826
MN21,Gramercy,45585700,10969502
MN22,East Village,28020300,7698393
MN23,West Village,127242400,28427877
MN24,SoHo-TriBeCa-Civic Center-Little Italy,24970300,7275934
MN25,Battery Park City-Lower Manhattan,33642500,11701793
MN27,Chinatown,17279600,4531442
MN28,Lower East Side,61989400,8462198
MN31,Lenox Hill-Roosevelt Island,159623400,28758924
MN32,Yorkville,147034400,23409191
MN33,East Harlem South,44833900,8244335
MN34,East Harlem North,33661000,7044495
MN35,Washington Heights North,41175400,7757858
MN36,Washington Heights South,37157900,6239251
MN40,Upper East Side-Carnegie Hill,239598100,40713934
MN50,Stuyvesant Town-Cooper Village,70570600,13560725
QN01,South Jamaica,33311100,6651117
QN02,Springfield Gardens North,46570100,9338781
QN03,Springfield Gardens South-Brookville,23460500,5071656
QN05,Rosedale,32117800,6972312
QN06,Jamaica Estates-Holliswood,50082400,10818568
QN07,Hollis,26178900,9914892
QN08,St. Albans,70766300,15069849
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,100382800,13098209
QN12,Hammels-Arverne-Edgemere,28663800,5234154
QN15,Far Rockaway-Bayswater,27025500,7622160
QN17,Forest Hills,140934700,17326283
QN18,Rego Park,26954700,6019463
QN19,Glendale,40976400,9182587
QN20,Ridgewood,26981500,4852299
QN21,Middle Village,51995000,8001225
QN22,Flushing,33534500,6289336
QN23,College Point,22796600,5434567
QN25,Corona,29678100,7163563
QN26,North Corona,9095300,2456551
QN27,East Elmhurst,12021500,3324825
QN28,Jackson Heights,67854700,11662259
QN29,Elmhurst,39600800,8869252
QN30,Maspeth,31933900,7055054
QN31,Hunters Point-Sunnyside-West Maspeth,36150700,7242679
QN33,Cambria Heights,50221400,7640716
QN34,Queens Village,57714400,9284923
QN35,Briarwood-Jamaica Hills,33428400,7527836
QN37,Kew Gardens Hills,51275800,13111467
QN38,Pomonok-Flushing Heights-Hillcrest,34494000,7173077
QN41,Fresh Meadows-Utopia,39022700,9973567
QN42,Oakland Gardens,52560500,9707742
QN43,Bellerose,39645300,8155960
QN44,Glen Oaks-Floral Park-New Hyde Park,70757100,20523257
QN45,Douglas Manor-Douglaston-Little Neck,66020900,10896544
QN46,Bayside-Bayside Hills,64097600,8891475
QN47,Ft. Totten-Bay Terrace-Clearview,74589200,13867310
QN48,Auburndale,33678900,5846908
QN49,Whitestone,53137700,9124219
QN50,Elmhurst-Maspeth,13694800,3382625
QN51,Murray Hill,47512300,8011569
QN52,East Flushing,27444200,5754934
QN53,Woodhaven,40480500,14523374
QN54,Richmond Hill,23715700,5011908
QN55,South Ozone Park,46255900,7556131
QN56,Ozone Park,20182300,5081230
QN57,Lindenwood-Howard Beach,57018800,9362172
QN60,Kew Gardens,29019700,5845683
QN61,Jamaica,20096900,5243889
QN62,Queensboro Hill,9426200,2703661
QN63,Woodside,30919200,6041952
QN66,Laurelton,61607700,8319303
QN68,Queensbridge-Ravenswood-Long Island City,9232500,3302537
QN70,Astoria,72705700,15192459
QN71,Old Astoria,12327700,3438434
QN72,Steinway,37170100,7143753
QN76,Baisley Park,29490100,5477543
QN99,park-cemetery-etc-Queens,269700,348449
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,98653500,29069368
SI05,New Springville-Bloomfield-Travis,84731700,11723929
SI07,Westerleigh,71315700,9671620
SI08,Grymes Hill-Clifton-Fox Hills,24229600,5540785
SI11,Charleston-Richmond Valley-Tottenville,42560300,8461063
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,34557800,7334058
SI14,Grasmere-Arrochar-Ft. Wadsworth,23626800,5117914
SI22,West New Brighton-New Brighton-St. George,39707700,7445583
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,67258000,10901583
SI25,Oakwood-Oakwood Beach,61161300,10062556
SI28,Port Richmond,29216600,6963164
SI32,Rossville-Woodrow,43917000,9517850
SI35,New Brighton-Silver Lake,41068500,7331269
SI36,Old Town-Dongan Hills-South Beach,58116000,18187870
SI37,Stapleton-Rosebank,32701200,7419942
SI45,New Dorp-Midland Beach,67042900,23393405
SI48,Arden Heights,72206200,17928416
SI54,Great Kills,138225700,37349820
