area_id,area_name,b20017h001,b20017h001_moe,b20017h002,b20017h002_moe,b20017h003,b20017h003_moe,b20017h004,b20017h004_moe,b20017h005,b20017h005_moe,b20017h006,b20017h006_moe,b20017h007,b20017h007_moe
BK58,Flatlands,318623,36199,412083,114425,404909,173030,312412,140651,271218,99018,432215,97751,145799,76172
BK60,Prospect Lefferts Gardens-Wingate,275767,53347,419148,72211,463421,43206,173105,115815,212138,62938,448964,175126,125960,75817
BK61,Crown Heights North,328935,42623,364967,88185,466426,98689,210064,102188,322874,41439,385848,78432,176328,55459
BK63,Crown Heights South,185886,28261,207475,39017,305762,65477,96385,48643,169621,38020,270308,74304,128120,68281
BK64,Prospect Heights,328433,23730,354438,40464,445850,56085,150274,39514,325242,31657,369123,36527,185780,41655
BK68,Fort Greene,375627,36520,441562,64887,535718,69561,229984,58770,340460,76784,460779,41374,169637,41868
BK69,Clinton Hill,400598,52268,459995,70281,646076,104168,175551,57336,360122,54176,563330,67617,157294,51217
BK72,Williamsburg,79790,15382,116247,33796,161334,35811,66221,14935,56460,11426,117869,44181,53897,11047
BK73,North Side-South Side,556208,31111,598123,56953,826369,86187,266856,73975,527013,48563,740832,80591,301253,74635
BK75,Bedford,301060,35346,318918,70211,485226,120830,234968,94935,306705,72220,426971,114560,173066,67393
BK76,Greenpoint,532622,27010,583657,37498,648714,61988,298991,139783,462973,48049,571598,54225,232348,52107
BK77,Bushwick North,271539,40307,297438,42928,361484,111362,159844,52725,216903,69646,321568,75788,160459,52540
BK78,Bushwick South,285710,29323,293113,55804,407471,104526,222747,50277,294336,77807,429308,147418,204633,74549
BK83,Cypress Hills-City Line,52188,35903,52663,59197,52772,56788,14792,35330,51875,50808,65063,10334,5313,6525
BK88,Borough Park,748782,40535,904600,56469,1211212,111980,424946,70150,585342,53920,1061844,146272,378072,42661
BK90,East Williamsburg,387214,36093,403731,40812,509726,63954,183943,49800,349239,59074,434669,30986,173284,36308
BK93,Starrett City,48812,24171,34323,44057,53169,44006,18866,19124,50486,29732,65202,36655,16600,22842
BX05,Bedford Park-Fordham North,50409,49845,83153,26674,107127,33306,61532,24940,26024,16750,82190,12795,14899,9150
BX06,Belmont,31213,10654,26784,26488,61141,20195,7056,29039,37546,12357,56536,35974,13910,45315
BX07,Bronxdale,129525,47817,178340,57817,205399,66325,83873,29934,111984,32108,149706,69999,113870,79910
BX10,Pelham Bay-Country Club-City Island,272937,30027,304422,36068,335869,42269,113352,90622,242418,27381,290834,23236,72043,34677
BX13,Co-op City,67489,19924,77752,39801,95258,49706,27684,37222,64845,23121,79654,132100,23116,6892
BX22,North Riverdale-Fieldston-Riverdale,403800,33365,453564,61099,560168,50065,178370,106319,344992,45454,481850,122648,207569,70827
BX28,Van Cortlandt Village,94105,30301,98886,68449,157727,47941,45902,26026,102955,30356,146560,77199,43774,26797
BX29,Spuyten Duyvil-Kingsbridge,455143,41684,484550,56953,587475,72435,238241,105079,415451,62633,530723,41040,163804,52212
BX31,Allerton-Pelham Gardens,220500,17839,252742,38463,274325,59569,68554,71105,181939,30208,224603,24851,63599,73675
BX37,Van Nest-Morris Park-Westchester Square,209964,31497,189221,46703,248860,56774,121574,90171,207485,57216,268833,73433,127368,122997
BX39,Mott Haven-Port Morris,31250,13319,35729,28331,56417,19856,5789,5075,30885,22115,31771,12791,3583,37409
BX43,Norwood,168307,35200,162641,40060,265233,103946,82369,75655,143832,47852,188285,80722,94100,41119
BX49,Pelham Parkway,220920,35457,212713,54629,305175,68081,108497,60069,202853,23129,232363,48559,102676,92018
BX52,Schuylerville-Throgs Neck-Edgewater Park,457450,38116,477582,48932,573538,83465,167831,196106,405657,61178,473783,62174,156505,64919
BX59,Westchester-Unionport,34145,18245,33553,16129,41250,28560,25592,16504,43625,46969,60263,36088,4844,11972
BX62,Woodlawn-Wakefield,141184,18446,149631,33235,164985,51394,96968,67149,133957,27847,162593,41340,75404,33241
MN01,Marble Hill-Inwood,242998,26748,258627,65797,342575,97838,160307,31486,246856,17258,266272,25710,146217,77308
MN03,Central Harlem North-Polo Grounds,391033,72105,419361,132919,817656,247000,242610,120941,345691,81470,482184,225149,199883,112799
MN04,Hamilton Heights,230390,45818,250972,101183,340934,104144,105071,180682,204539,48507,304965,147590,127372,88718
MN06,Manhattanville,103375,11206,117756,32120,141339,95164,92427,57090,98952,18973,133428,43623,56959,10321
MN09,Morningside Heights,353861,52632,436968,137594,948300,162578,143256,18261,312973,46199,629599,154784,140942,76169
MN11,Central Harlem South,542850,70524,715074,172231,924709,145664,335816,153180,470585,75956,693452,96241,196446,134689
MN12,Upper West Side,1150392,52687,1433302,114759,1874233,144972,576799,95191,964022,63773,1398638,104405,351924,52289
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,1200702,104353,1488445,150375,1875201,180455,540018,219806,937288,104723,1383021,163504,430286,105047
MN14,Lincoln Square,702957,55789,910551,164921,1148407,173320,326936,232200,581977,68731,807439,93933,200919,56745
MN15,Clinton,465957,36971,500136,63193,649350,52062,192388,46751,377727,66929,510476,57006,178097,40799
MN17,Midtown-Midtown South,932655,89689,1296891,277488,1572211,273190,420528,120266,697719,148932,950025,210505,334785,86905
MN19,Turtle Bay-East Midtown,770508,47208,1041292,111818,1227962,116542,434951,214588,610836,52768,764902,58099,259417,82721
MN20,Murray Hill-Kips Bay,485905,32353,622212,94746,825932,166344,223952,125708,398057,32338,495957,45711,176957,52436
MN21,Gramercy,290992,24462,341072,49829,427811,33498,136015,49456,253937,30157,317606,30387,122917,32926
MN22,East Village,309484,26211,348877,51265,449205,38561,138106,33186,275862,29804,386166,32526,103789,39851
MN23,West Village,1049121,66218,1294316,112274,1721999,185895,434371,104137,845986,54144,1191967,88431,286794,53472
MN24,SoHo-TriBeCa-Civic Center-Little Italy,653637,70244,811820,100124,1075398,126445,317564,160319,518552,54226,770432,100295,256276,59624
MN25,Battery Park City-Lower Manhattan,594655,43392,749084,62985,838222,111228,354095,335931,470477,61675,598470,69378,255895,85547
MN27,Chinatown,294736,29295,303502,73654,344310,56588,125912,72003,277007,24257,356885,78893,150652,76917
MN28,Lower East Side,659380,60931,774581,81303,854753,88899,486467,178496,577200,88597,704946,84687,258224,146729
MN31,Lenox Hill-Roosevelt Island,721496,64247,876564,102523,1044503,115681,276561,272445,656471,43174,836794,137082,232811,52812
MN32,Yorkville,670727,35867,856905,76133,1050478,119435,282479,113159,566691,40921,693624,46842,232299,60517
MN33,East Harlem South,434432,54665,448603,106554,590845,119823,235504,215943,413701,80772,558690,246517,155942,87378
MN34,East Harlem North,231308,38581,226959,88354,292534,122741,132285,53223,226933,34587,259788,305689,71027,38248
MN35,Washington Heights North,388612,41010,443768,58845,552108,67930,147961,68110,352471,40617,475427,57764,195427,42396
MN36,Washington Heights South,323691,63313,322188,74074,397625,179708,185737,72954,320433,109036,549853,110184,137593,34657
MN40,Upper East Side-Carnegie Hill,933347,63785,1274697,200480,1602149,305283,531939,203278,664181,75813,1020168,126489,248320,81291
MN50,Stuyvesant Town-Cooper Village,158143,21075,163357,35895,194711,26495,72591,66740,153356,27710,184329,13495,42332,27156
QN06,Jamaica Estates-Holliswood,315962,92173,384847,161355,467240,79191,143119,107078,227332,111294,397914,105089,70676,61690
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,366625,27735,373792,41650,510869,51852,94882,41297,330624,39623,441341,38645,144912,47315
QN12,Hammels-Arverne-Edgemere,85806,11913,124065,36464,142018,15540,61622,35113,66650,17185,92875,21105,31686,15916
QN15,Far Rockaway-Bayswater,163970,23406,205785,57246,279968,39708,52946,51777,134319,29728,310961,210313,69335,21209
QN17,Forest Hills,1317207,66730,1487297,124876,1776134,135428,582343,210553,1151608,82820,1472860,119208,489023,95582
QN18,Rego Park,367744,37029,409432,55393,492432,47836,136413,59151,287885,77859,392384,51978,176493,58992
QN19,Glendale,467515,29544,554785,53658,622085,86225,138920,60983,403700,39293,532647,51221,194826,32626
QN20,Ridgewood,492887,34987,525866,47444,625669,61996,237126,71723,490155,62953,589691,52260,184530,47434
QN21,Middle Village,762139,35875,823081,46916,919453,61423,307397,105633,688369,56864,844717,56990,365609,227302
QN22,Flushing,90126,39693,115001,82542,143904,51518,15257,3847,78659,27956,97341,19839,22875,67474
QN23,College Point,240475,33271,293104,59919,364934,52613,139243,47306,196275,49308,247589,52860,95504,39857
QN25,Corona,97226,31168,68162,31667,83179,59451,21012,42531,105070,54169,119274,54530,104836,178654
QN28,Jackson Heights,650662,46567,689774,79695,806541,112951,368342,128868,567368,104763,731074,110676,195199,95192
QN29,Elmhurst,234044,46883,319558,81284,291028,86545,263120,133132,195403,34021,226389,41219,96296,51069
QN30,Maspeth,573582,33648,618185,48992,715774,44088,246715,109965,499485,63795,660270,54507,162323,47294
QN31,Hunters Point-Sunnyside-West Maspeth,643323,44224,688373,75074,819673,105425,466020,99569,607220,82263,819935,69722,312819,88357
QN34,Queens Village,132810,73587,196371,91671,219153,112074,184041,219168,87897,25978,99417,63096,61257,42950
QN35,Briarwood-Jamaica Hills,197179,31112,187011,72539,301519,44792,83718,72167,175958,25755,216744,43872,63109,70270
QN37,Kew Gardens Hills,380780,45899,403839,61720,508565,101218,123211,114302,341868,81406,495268,125610,183730,94421
QN38,Pomonok-Flushing Heights-Hillcrest,169549,37342,240693,46394,297672,36304,85157,79880,132980,22438,263134,45331,66200,19312
QN41,Fresh Meadows-Utopia,129446,39959,151519,71848,242401,38752,34093,63886,107413,53716,175923,37125,41339,17620
QN42,Oakland Gardens,337851,23010,373001,41557,422503,38388,180979,95987,298354,48194,385748,49004,135878,55996
QN43,Bellerose,227053,22728,265661,34401,306267,44617,67506,58137,188354,44946,253437,35987,79091,31838
QN44,Glen Oaks-Floral Park-New Hyde Park,212859,40407,241717,76672,364116,94812,107656,63274,204150,39685,278700,38728,77786,29442
QN45,Douglas Manor-Douglaston-Little Neck,329243,35502,403829,44985,497685,64834,134909,79204,260716,39234,384238,49149,123796,33924
QN46,Bayside-Bayside Hills,878411,52419,976526,68065,1233433,98657,320788,128837,749708,93146,993969,93347,340204,62345
QN47,Ft. Totten-Bay Terrace-Clearview,281373,44027,298248,63820,382647,63605,97594,31941,270409,68347,366713,45537,69073,16654
QN48,Auburndale,292120,42429,329525,52030,405404,54385,106307,81370,254892,54359,406088,84339,85834,62541
QN49,Whitestone,372939,29028,450620,52680,545159,38620,153725,53020,320477,36682,406164,52357,139407,37729
QN50,Elmhurst-Maspeth,161468,24538,186418,37863,216856,60712,118466,52974,154880,29178,198200,54107,108692,47785
QN51,Murray Hill,519583,42580,582038,67644,697076,99370,236992,119837,469736,61870,616228,61960,174911,142975
QN52,East Flushing,262073,80973,296626,75858,358908,101994,104321,125310,233258,141452,383361,144495,119595,58939
QN53,Woodhaven,473303,61498,522768,70149,703640,126035,244070,99045,437842,75417,559924,80433,208309,105250
QN54,Richmond Hill,327211,84651,377094,96037,494517,134975,200183,247584,282176,77107,484756,116309,195967,88948
QN55,South Ozone Park,91961,24363,116133,43262,220793,63387,33424,40669,73649,18385,90817,79413,27663,4670
QN56,Ozone Park,238507,44412,327248,86272,413588,49187,107837,110228,173054,42581,254029,75537,83651,63083
QN57,Lindenwood-Howard Beach,164097,25473,204103,25163,227627,26946,73626,46893,135076,27658,202131,21286,65071,12094
QN60,Kew Gardens,373403,34295,429046,56119,503735,56391,192443,99877,310112,40390,383472,41525,111210,55987
QN62,Queensboro Hill,123090,27261,124396,29969,146307,49207,79751,55603,109861,43834,164023,36570,35521,22801
QN63,Woodside,319748,40180,320183,73066,418753,93566,232931,156737,355649,71847,443181,58263,162309,79241
QN68,Queensbridge-Ravenswood-Long Island City,198651,52019,211825,98045,375994,121415,139944,30446,201078,58536,274402,423218,105657,81051
QN70,Astoria,967577,49771,1071570,79976,1309081,92727,478129,92898,924567,75027,1181059,86643,360512,130433
QN71,Old Astoria,241494,27271,251115,38128,359652,41276,102828,33412,222211,58455,340183,40457,99133,27402
QN72,Steinway,671641,42631,741324,58609,902926,66167,263029,67563,607601,53193,765167,54314,278607,80859
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,271797,23290,357144,33084,451923,44151,75094,23662,197527,28845,310283,37057,79891,12760
SI05,New Springville-Bloomfield-Travis,363011,33169,458875,66311,563754,61998,145266,37667,286705,38591,399714,54747,99264,30404
SI07,Westerleigh,363495,22792,410657,42448,478565,48073,91887,172836,299001,35089,430964,42575,98857,37822
SI08,Grymes Hill-Clifton-Fox Hills,64819,26672,69641,34818,131429,24032,17705,27702,62304,27833,116827,23084,20852,7121
SI11,Charleston-Richmond Valley-Tottenville,142906,13281,184820,15210,214034,25890,41270,19484,106690,17560,166797,39737,39165,13608
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,235781,55722,301265,65448,412700,89064,69454,106239,201091,32433,285749,55839,95789,55678
SI14,Grasmere-Arrochar-Ft. Wadsworth,188082,19836,222706,26705,244109,50064,106701,53931,158123,30338,201213,26061,50915,33538
SI22,West New Brighton-New Brighton-St. George,382030,49825,373339,134560,517050,48139,130606,71627,343776,42988,425845,84358,200344,76748
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,339760,32614,438210,37308,509581,46772,120652,25793,243066,35941,366944,47737,85200,20755
SI25,Oakwood-Oakwood Beach,244807,27311,304262,42287,407244,43845,45994,9627,182432,35941,237082,33804,66408,15265
SI28,Port Richmond,197345,26908,250450,46447,267225,41121,162002,296892,110327,23053,187272,89300,51326,41950
SI32,Rossville-Woodrow,161719,15750,207339,22458,237238,23706,65481,38478,103804,23608,158741,35891,43764,11122
SI35,New Brighton-Silver Lake,253915,26668,298859,38249,351017,59558,102487,41231,201525,32622,323293,39813,75554,27485
SI36,Old Town-Dongan Hills-South Beach,213961,24498,235771,35805,298672,45622,77882,28367,178536,39120,238604,29678,83917,32221
SI37,Stapleton-Rosebank,269214,60960,341765,49778,389407,83269,103163,83246,227201,44812,371211,63673,112729,90797
SI45,New Dorp-Midland Beach,255825,23587,308379,25944,345237,27197,110643,44083,204657,47177,309094,39386,76005,21775
SI48,Arden Heights,205297,17868,236510,22031,266508,19554,71429,35731,156700,34308,221503,28428,50494,11316
SI54,Great Kills,405689,27772,508471,41456,593234,40075,145051,100226,296838,32181,429064,38597,110171,27995
