area_id,area_name,b20017h001,b20017h001_moe,b20017h002,b20017h002_moe,b20017h003,b20017h003_moe,b20017h004,b20017h004_moe,b20017h005,b20017h005_moe,b20017h006,b20017h006_moe,b20017h007,b20017h007_moe
BK09,Brooklyn Heights-Cobble Hill,431667,35216,514862,42524,651931,80440,161609,52262,383378,44949,478046,43210,127484,40499
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,740380,54692,846236,64024,996638,95174,339613,137851,611517,74788,826850,114892,365585,215024
BK19,Brighton Beach,300362,40284,372886,56638,436906,41304,117490,66150,258239,51651,347766,59230,115183,27499
BK21,Seagate-Coney Island,159211,10774,180784,31869,211395,64132,73071,26268,137293,16723,159775,24708,108840,28866
BK23,West Brighton,146131,17836,184706,27579,207446,25920,81800,47056,130328,24813,169972,21145,47850,17641
BK25,Homecrest,522856,46815,630076,52680,733004,44582,220967,61951,365213,43897,572328,74884,192154,48670
BK26,Gravesend,253995,35025,278804,43008,345564,62918,98225,75870,219190,39527,295060,46550,95888,18612
BK27,Bath Beach,493147,48209,505674,60943,629661,79697,149126,51558,496292,88540,560225,91746,183349,189819
BK28,Bensonhurst West,812714,53271,922142,71696,1175391,95708,435847,129356,679007,69844,955837,114390,322466,60710
BK29,Bensonhurst East,607543,38709,682012,69615,829975,80274,397813,93917,553164,62135,696303,43265,289070,105009
BK30,Dyker Heights,723237,66316,783038,80940,968429,101184,303191,173316,670099,89741,952821,93053,263188,59281
BK31,Bay Ridge,1271174,74134,1409274,116187,1744311,130744,532833,151384,1234680,100828,1588178,107749,512581,114569
BK32,Sunset Park West,350445,46142,353420,65724,424304,74653,191530,62491,352092,87912,534898,143065,209960,43764
BK33,Carroll Gardens-Columbia Street-Red Hook,666596,56328,798926,73127,907187,79594,393019,149520,599637,53560,762315,91123,230050,62716
BK34,Sunset Park East,342070,62656,343963,74258,470502,78862,147510,101477,409600,96808,483364,72491,308636,173818
BK35,Stuyvesant Heights,111520,40867,151817,74195,181865,127285,71111,71348,85753,43104,85336,124819,92526,64270
BK37,Park Slope-Gowanus,1212254,47545,1432390,99101,1731479,101293,634059,125099,1101221,69157,1333305,84826,550677,64668
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,750925,76260,820996,156426,988953,187557,291213,137892,696920,53210,819609,61726,341803,120351
BK40,Windsor Terrace,295853,25920,305629,35662,403025,45991,144648,42533,293264,37802,391464,34584,121817,33324
BK41,Kensington-Ocean Parkway,248499,34800,290636,53562,386390,45304,127010,33332,206424,43637,395979,56528,122354,28426
BK42,Flatbush,695478,94021,762952,110591,979469,117778,323517,134917,601509,100322,763550,110290,443058,128530
BK43,Midwood,697581,63765,864681,96962,1076486,113973,406286,105998,483614,71436,893132,108261,299437,111378
BK44,Madison,668542,44092,771445,62148,864364,73073,310816,80656,577609,47638,765552,98911,235633,48059
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,911701,71049,1093551,91950,1317606,120483,402519,132787,728757,76104,1067180,98370,276453,90668
BK46,Ocean Parkway South,258291,20124,355075,53354,483831,81608,152448,74315,205597,33892,332966,71453,128153,32016
