area_id,area_name,b25009001,b25009001_moe,b25009002,b25009002_moe,b25009003,b25009003_moe,b25009004,b25009004_moe,b25009005,b25009005_moe,b25009006,b25009006_moe,b25009007,b25009007_moe,b25009008,b25009008_moe,b25009009,b25009009_moe,b25009010,b25009010_moe,b25009011,b25009011_moe,b25009012,b25009012_moe,b25009013,b25009013_moe,b25009014,b25009014_moe,b25009015,b25009015_moe,b25009016,b25009016_moe,b25009017,b25009017_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,1882,257,1503,252,700,173,671,147,116,65,76,84,9,30,6389,393,3558,365,2159,279,390,137,200,78,43,54,39,45,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,2895,297,4179,360,2346,279,2140,296,641,142,375,144,107,69,12387,499,4908,396,3560,385,2392,330,993,244,439,159,43,65,52,69
BK19,Brighton Beach,13764,343,4047,321,1155,206,1334,212,719,166,593,159,111,62,91,65,44,45,9717,388,4253,378,2518,297,1372,278,914,204,407,134,103,82,150,87
BK21,Seagate-Coney Island,11215,272,1856,212,228,89,615,146,289,107,379,132,178,98,96,70,71,66,9359,314,3371,310,2659,316,1687,314,813,221,500,161,160,97,169,82
BK23,West Brighton,8026,219,3044,303,1100,205,1237,216,504,169,182,112,8,29,0,27,13,32,4982,323,2115,287,1903,286,688,189,174,86,102,77,0,27,0,27
BK25,Homecrest,15435,318,6287,358,1100,188,1980,243,932,172,648,151,623,155,622,159,382,108,9148,407,3183,309,3050,330,1183,219,1051,214,401,129,180,90,100,59
BK26,Gravesend,11068,297,4005,333,792,171,1396,251,579,139,683,174,356,123,118,62,81,69,7063,382,2643,333,2187,318,1025,222,610,174,358,157,156,100,84,69
BK27,Bath Beach,10726,270,4473,303,677,146,1660,228,664,149,853,177,339,103,148,69,132,67,6253,335,2076,258,1631,250,1213,228,834,197,237,105,162,96,100,74
BK28,Bensonhurst West,29717,419,10532,482,1514,209,2758,274,1953,271,2313,280,1072,193,480,147,442,106,19185,553,5423,410,5270,432,3745,382,2824,340,1009,207,594,173,320,125
BK29,Bensonhurst East,21737,342,7875,417,1129,181,2291,284,1435,225,1717,245,654,162,458,135,191,82,13862,481,4050,364,4180,379,1974,291,2231,301,1088,223,243,118,96,76
BK30,Dyker Heights,14966,279,7063,343,991,162,2281,258,1251,189,1430,204,724,153,155,68,231,92,7903,361,2060,256,2016,274,1363,232,1390,235,651,183,204,85,219,117
BK31,Bay Ridge,34990,426,12404,491,3528,304,3640,318,1999,243,1942,255,813,160,381,120,101,75,22586,572,9670,503,5912,453,2677,340,2453,327,1192,260,408,153,274,126
