area_id,area_name,b25102001,b25102001_moe,b25102002,b25102002_moe,b25102003,b25102003_moe,b25102004,b25102004_moe,b25102005,b25102005_moe,b25102006,b25102006_moe,b25102007,b25102007_moe,b25102008,b25102008_moe,b25102009,b25102009_moe,b25102010,b25102010_moe,b25102011,b25102011_moe,b25102012,b25102012_moe,b25102013,b25102013_moe,b25102014,b25102014_moe,b25102015,b25102015_moe
BK09,Brooklyn Heights-Cobble Hill,4957,365,3077,305,112,62,184,76,48,48,231,90,1790,261,712,170,1880,265,50,49,104,61,8,30,320,126,1054,227,344,109
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12683,487,6744,445,345,155,288,105,479,158,1401,235,3511,352,720,166,5939,387,160,77,293,90,290,93,999,176,3003,296,1194,189
BK19,Brighton Beach,4047,321,2333,275,339,117,202,95,198,99,302,122,861,181,431,122,1714,234,162,87,120,91,179,89,291,107,583,142,379,114
BK21,Seagate-Coney Island,1856,212,1140,172,0,38,298,110,83,58,351,101,368,126,40,40,716,169,51,58,47,55,47,57,261,109,251,103,59,58
BK23,West Brighton,3044,303,741,197,78,79,160,118,82,77,150,98,69,71,202,92,2303,292,232,104,233,104,129,68,60,45,394,174,1255,239
BK25,Homecrest,6287,358,3081,299,133,70,92,66,102,78,539,143,1962,263,253,87,3206,299,77,66,314,93,172,89,498,141,1926,243,219,75
BK26,Gravesend,4005,333,1870,263,125,68,220,121,73,59,243,94,1030,203,179,92,2135,261,137,68,166,96,229,125,399,124,928,184,276,90
BK27,Bath Beach,4473,303,2429,253,129,78,106,58,183,90,314,114,1605,211,92,57,2044,230,109,67,65,52,98,68,312,119,1331,195,129,67
BK28,Bensonhurst West,10532,482,4933,382,202,106,224,110,275,119,387,126,3709,334,136,83,5599,379,303,114,381,119,192,88,697,151,3861,331,165,83
BK29,Bensonhurst East,7875,417,3779,339,193,93,193,86,176,100,726,167,2387,281,104,72,4096,344,122,72,213,82,240,93,791,163,2613,290,117,65
BK30,Dyker Heights,7063,343,3785,297,163,84,92,71,207,97,379,109,2848,268,96,70,3278,283,91,62,147,82,194,84,352,122,2457,246,37,53
BK31,Bay Ridge,12404,491,7304,431,234,102,481,136,398,115,519,134,4864,370,808,170,5100,375,226,104,247,94,393,115,611,148,3177,307,446,118
BK32,Sunset Park West,3977,331,2286,269,184,80,265,103,358,125,559,146,785,163,135,82,1691,232,158,91,408,131,169,92,340,106,487,123,129,77
BK33,Carroll Gardens-Columbia Street-Red Hook,4668,357,3136,288,181,86,362,102,158,79,513,137,1603,231,319,94,1532,247,86,88,144,91,35,50,336,129,852,192,79,62
