area_id,area_name,b25034001,b25034001_moe,b25034002,b25034002_moe,b25034003,b25034003_moe,b25034004,b25034004_moe,b25034005,b25034005_moe,b25034006,b25034006_moe,b25034007,b25034007_moe,b25034008,b25034008_moe,b25034009,b25034009_moe,b25034010,b25034010_moe
BK09,Brooklyn Heights-Cobble Hill,12735,227,0,29,1070,199,95,62,139,91,579,128,969,182,793,204,582,168,8508,368
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,27414,276,7,55,1038,212,569,152,501,148,1230,222,4360,412,8374,489,4472,406,6863,473
BK19,Brighton Beach,15273,248,0,38,1173,180,194,89,248,92,701,200,1818,283,2933,328,3076,352,5130,393
BK21,Seagate-Coney Island,12177,192,23,48,177,93,659,137,1156,208,3339,358,2674,332,1609,238,465,146,2075,287
BK23,West Brighton,8564,84,0,27,23,34,60,76,55,47,919,226,5657,314,909,195,528,189,413,188
BK25,Homecrest,16879,245,13,51,442,126,378,119,313,91,628,155,2689,277,2868,295,1964,254,7584,422
BK26,Gravesend,11490,266,0,36,307,102,251,107,193,94,703,183,2890,333,2803,333,1451,275,2892,352
BK27,Bath Beach,11640,187,0,40,554,125,289,101,224,90,471,135,724,148,1701,248,2951,280,4726,330
BK28,Bensonhurst West,31897,314,8,64,859,177,888,190,454,138,1038,200,2102,270,2350,278,3678,346,20520,564
BK29,Bensonhurst East,23270,249,0,51,1018,191,166,89,229,102,871,165,2095,262,2515,298,2491,306,13885,497
BK30,Dyker Heights,16052,198,75,71,457,135,418,108,294,92,596,144,918,182,1092,188,1611,226,10591,382
BK31,Bay Ridge,37125,309,30,67,881,193,613,175,820,183,1574,226,2209,282,4666,376,4148,376,22184,595
BK32,Sunset Park West,18372,233,14,53,745,159,220,95,300,99,1025,178,824,174,742,168,769,162,13733,395
BK33,Carroll Gardens-Columbia Street-Red Hook,19399,222,57,61,790,176,525,161,812,193,444,156,599,165,1914,229,987,214,13271,430
BK34,Sunset Park East,21906,240,96,75,714,164,304,111,622,162,737,179,740,169,788,164,1458,237,16447,441
BK35,Stuyvesant Heights,28484,301,0,51,1631,261,1499,248,585,149,1553,234,1692,269,1878,250,1358,244,18288,545
BK37,Park Slope-Gowanus,33650,336,150,99,1604,225,300,121,571,159,592,148,755,167,1239,223,1266,221,27173,518
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,17033,209,256,84,3160,278,333,120,253,92,319,111,891,172,3128,271,1512,237,7181,360
BK40,Windsor Terrace,10030,98,0,32,397,108,97,79,397,135,487,154,981,178,1129,219,647,162,5895,311
BK41,Kensington-Ocean Parkway,12560,224,7,37,206,102,101,67,198,116,387,156,1715,269,1969,266,1588,252,6389,405
BK42,Flatbush,40161,279,34,86,636,175,311,114,268,119,1287,250,3906,398,4754,432,4019,396,24946,651
BK43,Midwood,19756,213,36,63,526,146,393,137,403,136,456,121,1663,230,3162,327,3435,337,9682,430
BK44,Madison,15876,137,5,46,342,111,168,79,275,102,498,132,1292,209,2007,245,2995,309,8294,379
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,17523,185,0,55,589,170,409,129,752,186,1662,272,3302,316,3324,332,2152,270,5333,304
BK46,Ocean Parkway South,7199,185,4,35,167,83,121,71,140,74,369,97,748,151,948,171,1256,203,3446,254
BK50,Canarsie,29800,283,19,76,552,150,333,118,1046,201,1621,246,11432,528,8943,498,2237,288,3617,359
BK58,Flatlands,24682,206,28,70,354,107,293,132,206,92,856,162,3759,323,5058,387,5810,425,8318,411
BK60,Prospect Lefferts Gardens-Wingate,28089,288,10,59,688,161,441,146,321,126,853,201,1990,314,3230,387,3357,382,17199,611
BK61,Crown Heights North,46002,372,150,117,2422,302,1496,275,1366,233,1947,289,2399,327,3788,401,3765,406,28669,718
BK63,Crown Heights South,15630,172,5,39,232,94,337,122,272,116,873,191,1496,226,1226,230,1671,268,9518,409
BK64,Prospect Heights,10271,154,8,32,730,162,110,70,52,43,173,97,359,114,483,140,696,163,7660,294
BK68,Fort Greene,13108,174,139,73,941,175,418,125,259,90,929,180,1127,209,1191,210,1517,221,6587,299
BK69,Clinton Hill,17006,278,57,55,746,163,253,95,468,129,468,139,1507,242,886,178,1656,246,10965,413
BK72,Williamsburg,8939,156,0,36,606,122,584,137,408,105,1359,191,700,171,649,186,392,157,4241,241
BK73,North Side-South Side,20944,290,359,107,3713,342,751,166,333,113,667,149,1051,191,1089,203,938,189,12043,499
BK75,Bedford,28254,314,67,60,3753,314,1225,221,531,140,1044,200,2112,260,2002,264,2103,270,15417,516
BK76,Greenpoint,17302,246,57,57,883,177,485,153,348,126,541,181,1272,240,1538,257,1385,260,10793,466
BK77,Bushwick North,20718,204,58,75,913,189,508,149,693,153,327,108,631,150,1050,198,1292,230,15246,439
BK78,Bushwick South,27577,307,80,66,3598,366,2057,291,1207,203,1472,269,1878,296,1921,284,1776,277,13588,585
BK79,Ocean Hill,13695,205,40,52,1928,261,760,178,610,159,873,194,1770,215,876,192,545,152,6293,367
BK81,Brownsville,22293,208,36,64,679,163,767,184,2557,276,2223,315,4530,449,3167,396,1623,290,6711,470
BK82,East New York,34953,293,20,66,4187,397,2466,306,2110,289,3159,353,4090,378,5052,415,3417,407,10452,591
BK83,Cypress Hills-City Line,15892,212,0,49,341,119,287,112,99,74,392,125,1009,188,1487,247,2525,303,9752,420
BK85,East New York (Pennsylvania Ave),10604,203,0,36,959,179,1257,200,494,140,1471,204,668,157,804,182,751,190,4200,339
BK88,Borough Park,30704,339,96,93,1146,208,1583,234,1682,238,1671,236,1955,247,1835,251,2680,298,18056,554
BK90,East Williamsburg,15814,208,86,61,1499,230,391,134,514,131,935,212,2436,278,1922,273,954,206,7077,353
BK91,East Flatbush-Farragut,19507,224,0,54,270,142,287,113,256,107,717,177,1237,225,3210,307,2941,323,10589,460
BK93,Starrett City,6466,116,0,24,62,54,334,111,617,207,3956,341,861,267,267,124,169,103,200,122
BK95,Erasmus,11576,180,0,36,311,116,102,59,198,74,262,92,799,173,563,147,729,181,8612,335
BK96,Rugby-Remsen Village,22301,229,0,54,220,96,232,120,596,170,1206,241,2253,289,4011,377,3070,330,10713,520
BK99,park-cemetery-etc-Brooklyn,181,87,0,40,65,59,0,40,27,58,0,40,0,40,0,40,7,40,82,61
BX01,Claremont-Bathgate,10526,133,68,48,916,157,649,135,425,126,369,132,1516,280,2732,351,710,151,3141,290
BX03,Eastchester-Edenwald-Baychester,12392,189,0,40,632,212,472,149,403,163,1283,276,2135,336,3318,370,1258,264,2891,380
BX05,Bedford Park-Fordham North,19607,192,0,50,337,139,215,77,235,103,432,141,1013,203,1707,286,1912,288,13756,518
BX06,Belmont,9324,162,0,34,299,124,331,130,418,140,607,157,463,136,1160,221,439,156,5607,344
BX07,Bronxdale,14336,187,48,66,642,193,579,165,498,176,698,190,2759,344,3128,341,2005,293,3979,365
BX08,West Farms-Bronx River,12868,152,0,40,259,101,82,63,178,98,581,171,1693,263,2640,324,1341,251,6094,406
BX09,Soundview-Castle Hill-Clason Point-Harding Park,19896,144,42,56,1447,205,925,186,963,177,2307,302,5235,432,4929,484,1305,256,2743,320
BX10,Pelham Bay-Country Club-City Island,12045,237,18,41,455,163,247,124,409,138,1090,221,2273,331,2191,335,1527,287,3835,389
BX13,Co-op City,19126,187,13,34,368,167,689,234,260,123,5336,525,9630,620,1767,366,543,183,520,181
BX14,East Concourse-Concourse Village,22977,189,12,54,1043,235,508,175,1076,221,1505,270,2939,320,2927,389,2268,325,10699,537
BX17,East Tremont,15495,160,37,52,1685,247,1408,241,1226,227,2065,298,1492,271,1492,297,1092,228,4998,404
BX22,North Riverdale-Fieldston-Riverdale,12361,194,0,38,279,163,227,102,355,149,1102,224,3725,344,2981,328,1137,247,2555,278
BX26,Highbridge,13474,148,17,47,1434,232,819,191,517,171,766,193,978,208,1549,266,1060,206,6334,398
BX27,Hunts Point,9513,112,43,64,914,166,845,161,974,178,1109,207,832,178,902,193,810,164,3084,293
BX28,Van Cortlandt Village,18532,203,0,43,302,118,133,85,497,156,2175,251,2069,288,2109,298,1853,271,9394,467
BX29,Spuyten Duyvil-Kingsbridge,14184,196,0,38,511,154,266,122,349,127,1131,209,3003,284,3858,330,1292,209,3774,327
