area_id,area_name,b23018001,b23018001_moe,b23018002,b23018002_moe,b23018003,b23018003_moe
BK09,Brooklyn Heights-Cobble Hill,628406,33663,332974,25721,295432,18929
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1066499,39558,563582,25666,502917,26225
BK19,Brighton Beach,526241,31652,282432,22557,243809,18866
BK21,Seagate-Coney Island,402410,29305,208923,22061,193487,17830
BK23,West Brighton,239016,26405,105856,15469,133160,16914
BK25,Homecrest,658028,32145,408625,24224,249403,17332
BK26,Gravesend,431868,28535,230115,19426,201753,17887
BK27,Bath Beach,500641,34842,295712,25750,204929,17630
BK28,Bensonhurst West,1551783,57988,920838,41916,630945,31441
BK29,Bensonhurst East,1108119,44005,667832,31471,440287,26041
BK30,Dyker Heights,838909,41007,475824,29375,363085,25181
BK31,Bay Ridge,1630338,44089,929322,34136,701016,28526
BK32,Sunset Park West,1056549,46913,656042,38845,400507,25191
BK33,Carroll Gardens-Columbia Street-Red Hook,929229,36497,466946,28958,462283,26163
BK34,Sunset Park East,1419485,58380,884225,46244,535260,27015
BK35,Stuyvesant Heights,1040317,47119,498981,34375,541336,28155
BK37,Park Slope-Gowanus,1928513,54535,993862,41404,934651,35016
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,816861,35186,413023,26053,403838,21947
BK40,Windsor Terrace,532925,26580,275077,18154,257848,18151
BK41,Kensington-Ocean Parkway,628891,32202,366825,27157,262066,20258
BK42,Flatbush,1947692,63557,996495,47344,951197,37888
BK43,Midwood,813811,34097,462679,26726,351132,20475
BK44,Madison,729282,29901,415350,22913,313932,19013
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,840511,32626,469341,23002,371170,20398
BK46,Ocean Parkway South,305600,23075,188150,16744,117450,12771
BK50,Canarsie,1614059,48198,725266,32155,888793,31232
BK58,Flatlands,1308758,41548,624609,29184,684149,26333
BK60,Prospect Lefferts Gardens-Wingate,1276062,50412,589538,35433,686524,34806
BK61,Crown Heights North,1758240,58171,814558,44482,943682,38226
BK63,Crown Heights South,664171,34426,328047,24885,336124,22042
BK64,Prospect Heights,577518,31443,284061,21648,293457,23134
BK68,Fort Greene,592640,30239,272659,24121,319981,19237
BK69,Clinton Hill,816669,41191,410283,29339,406386,24814
BK72,Williamsburg,279355,17619,184018,14073,95337,10058
BK73,North Side-South Side,1064789,43046,566568,32093,498221,30474
BK75,Bedford,1098537,44822,565090,34015,533447,27254
BK76,Greenpoint,841203,36068,455359,26996,385844,23761
BK77,Bushwick North,1141703,51422,707359,43819,434344,24907
BK78,Bushwick South,1219064,53979,649826,42020,569238,30577
BK79,Ocean Hill,478270,29449,216129,19573,262141,20609
BK81,Brownsville,734182,36265,263649,22707,470533,26716
