area_id,area_name,b19313b001,b19313b001_moe
BK09,Brooklyn Heights-Cobble Hill,113905700,93799279
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,68880300,12226577
BK19,Brighton Beach,9150000,7044883
BK21,Seagate-Coney Island,144478400,18861925
BK23,West Brighton,6225600,4938237
BK25,Homecrest,7063800,4699446
BK26,Gravesend,38229900,10288914
BK27,Bath Beach,10142400,7065393
BK28,Bensonhurst West,6302700,3130872
BK29,Bensonhurst East,11203700,7089629
BK30,Dyker Heights,8297000,5192004
BK31,Bay Ridge,56621700,15104224
BK32,Sunset Park West,67665800,18657942
BK33,Carroll Gardens-Columbia Street-Red Hook,76187100,16555425
BK34,Sunset Park East,40553900,12916271
BK35,Stuyvesant Heights,1003927500,52636829
BK37,Park Slope-Gowanus,215487500,40799831
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,218206900,38239828
BK40,Windsor Terrace,57197100,17471508
BK41,Kensington-Ocean Parkway,81211100,22443119
BK42,Flatbush,1091540700,53388498
BK43,Midwood,58334300,12673271
BK44,Madison,8215800,4919018
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,153613700,22992701
BK46,Ocean Parkway South,2279700,1667693
BK50,Canarsie,1783566700,67185491
BK58,Flatlands,1278977300,56934599
BK60,Prospect Lefferts Gardens-Wingate,1097120600,54174286
BK61,Crown Heights North,1547778700,75388279
BK63,Crown Heights South,549013500,38914963
BK64,Prospect Heights,222519500,42514000
BK68,Fort Greene,309210600,46376971
BK69,Clinton Hill,478809500,45065165
BK72,Williamsburg,16815400,10432630
BK73,North Side-South Side,53436600,14857657
BK75,Bedford,763584600,45888448
BK76,Greenpoint,3974400,2964952
BK77,Bushwick North,116345900,17720280
BK78,Bushwick South,371676100,30021000
BK79,Ocean Hill,478917600,38449674
BK81,Brownsville,673513600,38384537
BK82,East New York,1056118100,55204166
BK83,Cypress Hills-City Line,211295200,27570381
BK85,East New York (Pennsylvania Ave),343304700,26850048
BK88,Borough Park,12929100,5292780
BK90,East Williamsburg,66661300,13762323
BK91,East Flatbush-Farragut,1149075400,50177184
BK93,Starrett City,144211800,35756879
BK95,Erasmus,521114700,39152506
BK96,Rugby-Remsen Village,1140460700,54005447
BK99,park-cemetery-etc-Brooklyn,2544900,3718126
BX01,Claremont-Bathgate,164704200,16543017
BX03,Eastchester-Edenwald-Baychester,556437400,40850293
BX05,Bedford Park-Fordham North,208008700,26584273
BX06,Belmont,68792300,10941622
BX07,Bronxdale,248221700,23428362
BX08,West Farms-Bronx River,195742900,25929670
BX09,Soundview-Castle Hill-Clason Point-Harding Park,461438700,40141880
BX10,Pelham Bay-Country Club-City Island,18966300,8248345
BX13,Co-op City,747961200,57922688
BX14,East Concourse-Concourse Village,458370700,34697676
BX17,East Tremont,177023600,18834630
BX22,North Riverdale-Fieldston-Riverdale,79846600,18018276
BX26,Highbridge,231274400,35001479
BX27,Hunts Point,97811900,25927511
BX28,Van Cortlandt Village,228419100,25390109
BX29,Spuyten Duyvil-Kingsbridge,81062400,15334077
BX30,Kingsbridge Heights,141150300,26329057
BX31,Allerton-Pelham Gardens,278115000,34660344
BX33,Longwood,89686900,14068858
BX34,Melrose South-Mott Haven North,177940000,20256123
BX35,Morrisania-Melrose,230496900,22172116
BX36,University Heights-Morris Heights,287335600,26847058
BX37,Van Nest-Morris Park-Westchester Square,56186200,13659265
BX39,Mott Haven-Port Morris,192302800,22243806
BX40,Fordham South,123930400,18962055
BX41,Mount Hope,238528800,23007528
BX43,Norwood,182389500,25020352
BX44,Williamsbridge-Olinville,910757500,45765393
BX46,Parkchester,408919600,40326945
BX49,Pelham Parkway,84944200,16162421
BX52,Schuylerville-Throgs Neck-Edgewater Park,116026500,28364671
BX55,Soundview-Bruckner,179156400,21906331
BX59,Westchester-Unionport,99923200,17487527
BX62,Woodlawn-Wakefield,679549900,41955391
BX63,West Concourse,185608800,23438048
BX75,Crotona Park East,80416500,12526430
BX98,Rikers Island,23542100,4259521
BX99,park-cemetery-etc-Bronx,5453100,2139170
MN01,Marble Hill-Inwood,133172600,25750639
MN03,Central Harlem North-Polo Grounds,1174782200,67607251
MN04,Hamilton Heights,591546400,97559126
MN06,Manhattanville,135660700,17625373
MN09,Morningside Heights,183054500,30156056
MN11,Central Harlem South,682157400,60726980
MN12,Upper West Side,418611200,62155192
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,163534900,62472313
MN14,Lincoln Square,101074800,61182232
MN15,Clinton,88046000,22149419
MN17,Midtown-Midtown South,52646000,20381664
MN19,Turtle Bay-East Midtown,74322900,37727857
MN20,Murray Hill-Kips Bay,92245600,36221549
MN21,Gramercy,27027500,14540463
MN22,East Village,59415100,18135534
MN23,West Village,71200200,29813454
MN24,SoHo-TriBeCa-Civic Center-Little Italy,36225800,15554153
MN25,Battery Park City-Lower Manhattan,85182200,43605587
MN27,Chinatown,35290400,14306509
MN28,Lower East Side,135679000,23350172
MN31,Lenox Hill-Roosevelt Island,158422800,88743711
MN32,Yorkville,121458800,34855589
MN33,East Harlem South,328980200,42252133
MN34,East Harlem North,486051900,58065718
MN35,Washington Heights North,152312600,29239420
MN36,Washington Heights South,382983600,43397404
