area_id,area_name,b19063001,b19063001_moe
BK09,Brooklyn Heights-Cobble Hill,179776900,57933987
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,50480700,10796491
BK19,Brighton Beach,39578900,22446141
BK21,Seagate-Coney Island,16096500,5917057
BK23,West Brighton,13856200,7014634
BK25,Homecrest,62799500,18155961
BK26,Gravesend,21200600,9982394
BK27,Bath Beach,22729300,11629595
BK28,Bensonhurst West,65723100,15631340
BK29,Bensonhurst East,45294000,10890556
BK30,Dyker Heights,29811500,7286203
BK31,Bay Ridge,103614600,21083843
BK32,Sunset Park West,41677000,10223288
BK33,Carroll Gardens-Columbia Street-Red Hook,150046300,30141320
BK34,Sunset Park East,47394400,9017898
BK35,Stuyvesant Heights,45325100,12597808
BK37,Park Slope-Gowanus,301524000,58152890
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,119196000,24995231
BK40,Windsor Terrace,74271500,16587874
BK41,Kensington-Ocean Parkway,43859700,9845670
BK42,Flatbush,135115900,24868839
BK43,Midwood,108427500,24007914
BK44,Madison,59674900,18312115
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,84536500,26573748
BK46,Ocean Parkway South,34738400,9704741
BK50,Canarsie,57324600,12437752
BK58,Flatlands,72014400,17344797
BK60,Prospect Lefferts Gardens-Wingate,59645200,13701523
BK61,Crown Heights North,68552800,13416346
BK63,Crown Heights South,28577700,7782757
BK64,Prospect Heights,72478400,16527941
BK68,Fort Greene,40802400,10758970
BK69,Clinton Hill,74470900,14999154
BK72,Williamsburg,9298500,3854591
BK73,North Side-South Side,121707500,28174978
BK75,Bedford,41518500,9080876
BK76,Greenpoint,96208900,28931283
BK77,Bushwick North,50793100,15173592
BK78,Bushwick South,51816200,12074061
BK79,Ocean Hill,11583200,3953916
BK81,Brownsville,18469200,5993635
BK82,East New York,27137800,6647040
BK83,Cypress Hills-City Line,17478500,5170656
BK85,East New York (Pennsylvania Ave),7357200,3597533
BK88,Borough Park,97675700,20921877
BK90,East Williamsburg,63381200,15662986
BK91,East Flatbush-Farragut,34345900,10411837
BK93,Starrett City,1427500,1890144
BK95,Erasmus,22170900,7183489
BK96,Rugby-Remsen Village,28484300,6793005
BX01,Claremont-Bathgate,9420900,4696695
BX03,Eastchester-Edenwald-Baychester,16201600,6172760
BX05,Bedford Park-Fordham North,42065200,19870052
BX06,Belmont,7412600,3227545
BX07,Bronxdale,15925800,4117846
BX08,West Farms-Bronx River,18407100,6028733
BX09,Soundview-Castle Hill-Clason Point-Harding Park,32883500,17647718
BX10,Pelham Bay-Country Club-City Island,12801400,5710827
BX13,Co-op City,8581700,7542196
BX14,East Concourse-Concourse Village,23659200,6539045
BX17,East Tremont,26710300,22131465
BX22,North Riverdale-Fieldston-Riverdale,75246700,31336382
BX26,Highbridge,18717600,6244468
BX27,Hunts Point,7781000,2948207
BX28,Van Cortlandt Village,33458300,12058732
BX29,Spuyten Duyvil-Kingsbridge,72548000,22356804
BX30,Kingsbridge Heights,29073600,14806995
BX31,Allerton-Pelham Gardens,16475800,6821242
BX33,Longwood,11509400,4826515
BX34,Melrose South-Mott Haven North,12710400,5132871
BX35,Morrisania-Melrose,16883600,8194218
BX36,University Heights-Morris Heights,27304500,6320069
