area_id,area_name,c27009001,c27009001_moe,c27009002,c27009002_moe,c27009003,c27009003_moe,c27009004,c27009004_moe,c27009005,c27009005_moe,c27009006,c27009006_moe,c27009007,c27009007_moe,c27009008,c27009008_moe,c27009009,c27009009_moe,c27009010,c27009010_moe,c27009011,c27009011_moe,c27009012,c27009012_moe,c27009013,c27009013_moe,c27009014,c27009014_moe,c27009015,c27009015_moe,c27009016,c27009016_moe,c27009017,c27009017_moe,c27009018,c27009018_moe,c27009019,c27009019_moe,c27009020,c27009020_moe,c27009021,c27009021_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,1575,318,0,29,1575,318,8901,619,48,50,8853,618,1329,226,159,77,1170,214,11693,644,1431,222,0,29,1431,222,8710,519,0,29,8710,519,1552,275,40,68,1512,269
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,28604,1040,5832,618,0,55,5832,618,18282,762,244,105,18038,758,4490,365,347,104,4143,356,32684,1097,5452,579,0,55,5452,579,20510,766,50,75,20460,769,6722,462,28,62,6694,462
BK19,Brighton Beach,31530,1324,14441,819,2612,394,8,38,2604,395,9360,609,71,52,9289,610,2469,271,88,52,2381,269,17089,793,2642,418,0,38,2642,418,10148,604,33,51,10115,604,4299,339,0,38,4299,339
BK21,Seagate-Coney Island,29406,1273,13579,846,3216,497,11,39,3205,497,8067,718,30,40,8037,719,2296,299,152,91,2144,294,15827,793,3239,477,30,58,3209,476,9227,607,0,38,9227,607,3361,317,0,38,3361,317
BK23,West Brighton,15410,683,6490,437,661,155,0,27,661,155,3420,411,59,44,3361,415,2409,275,201,98,2208,267,8920,499,626,187,0,27,626,187,4737,474,10,29,4727,476,3557,314,9,28,3548,314
BK25,Homecrest,41893,1458,20736,892,5126,559,0,48,5126,559,12627,633,28,49,12599,632,2983,291,191,76,2792,287,21157,817,5010,548,0,48,5010,548,12162,532,0,48,12162,532,3985,312,12,48,3973,312
BK26,Gravesend,27759,1258,12635,731,2320,423,0,36,2320,423,7551,548,125,78,7426,540,2764,319,166,76,2598,322,15124,795,2883,454,0,36,2883,454,8764,536,0,36,8764,536,3477,305,38,57,3439,304
BK27,Bath Beach,29100,1245,14358,791,3054,422,0,40,3054,422,9103,620,95,66,9008,619,2201,261,158,65,2043,255,14742,689,2636,360,0,40,2636,360,9255,549,11,42,9244,550,2851,277,8,40,2843,276
BK28,Bensonhurst West,86412,2161,41776,1354,8782,674,9,64,8773,673,27587,1076,93,75,27494,1078,5407,418,281,83,5126,414,44636,1292,9346,730,16,65,9330,729,27595,895,48,65,27547,895,7695,502,32,64,7663,501
BK29,Bensonhurst East,61057,1648,30037,1009,5940,536,0,51,5940,536,19479,790,95,82,19384,788,4618,363,408,120,4210,353,31020,1010,5676,531,0,51,5676,531,19765,791,0,51,19765,791,5579,381,30,58,5549,380
BK30,Dyker Heights,44934,1499,22269,950,4869,490,0,51,4869,490,14321,749,130,64,14191,747,3079,301,299,92,2780,291,22665,882,4424,485,0,51,4424,485,14291,654,8,50,14283,654,3950,317,3,50,3947,317
BK31,Bay Ridge,83453,1976,39627,1247,8615,674,49,95,8566,658,26694,917,301,103,26393,917,4318,334,382,109,3936,329,43826,1227,8417,738,0,66,8417,738,27993,847,166,116,27827,847,7416,421,35,68,7381,421
BK32,Sunset Park West,52486,1676,27186,1140,6611,610,0,49,6611,610,18878,937,182,95,18696,931,1697,271,77,65,1620,268,25300,1030,6215,604,10,50,6205,604,16477,687,0,49,16477,687,2608,292,0,49,2608,292
BK33,Carroll Gardens-Columbia Street-Red Hook,38965,1308,18296,974,4029,516,0,45,4029,516,12772,741,144,92,12628,746,1495,246,164,75,1331,244,20669,864,3665,396,0,45,3665,396,14720,716,0,45,14720,716,2284,280,40,77,2244,278
BK34,Sunset Park East,71445,2070,36548,1338,9491,758,0,59,9491,758,24616,1051,28,58,24588,1050,2441,289,104,74,2337,282,34897,1175,8177,711,0,59,8177,711,23402,817,23,59,23379,818,3318,322,0,59,3318,322
BK35,Stuyvesant Heights,64237,2087,28780,1352,7855,774,0,51,7855,774,18787,1021,215,113,18572,1017,2138,293,154,82,1984,288,35457,1336,8403,743,11,52,8392,743,22982,885,102,84,22880,887,4072,347,8,51,4064,346
BK37,Park Slope-Gowanus,72707,1868,34796,1212,6422,589,0,58,6422,589,25692,969,233,133,25459,973,2682,300,146,80,2536,292,37911,1230,6550,614,0,58,6550,614,28052,930,0,58,28052,930,3309,328,0,58,3309,328
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34719,1232,16769,852,3580,437,0,42,3580,437,12103,693,82,64,12021,696,1086,191,86,57,1000,189,17950,772,2799,373,0,42,2799,373,13234,628,20,42,13214,629,1917,234,0,42,1917,234
BK40,Windsor Terrace,22563,968,10694,637,2067,350,0,32,2067,350,7651,444,16,32,7635,445,976,177,59,45,917,172,11869,590,2116,324,0,32,2116,324,8159,437,0,32,8159,437,1594,188,18,36,1576,187
BK41,Kensington-Ocean Parkway,36020,1500,17623,949,4870,559,0,40,4870,559,11183,680,90,62,11093,676,1570,226,51,54,1519,221,18397,917,4786,558,0,40,4786,558,11571,597,0,40,11571,597,2040,238,0,40,2040,238
