area_id,area_name,b17005001,b17005001_moe,b17005002,b17005002_moe,b17005003,b17005003_moe,b17005004,b17005004_moe,b17005005,b17005005_moe,b17005006,b17005006_moe,b17005007,b17005007_moe,b17005008,b17005008_moe,b17005009,b17005009_moe,b17005010,b17005010_moe,b17005011,b17005011_moe,b17005012,b17005012_moe,b17005013,b17005013_moe,b17005014,b17005014_moe,b17005015,b17005015_moe,b17005016,b17005016_moe,b17005017,b17005017_moe,b17005018,b17005018_moe,b17005019,b17005019_moe,b17005020,b17005020_moe,b17005021,b17005021_moe,b17005022,b17005022_moe,b17005023,b17005023_moe
BK09,Brooklyn Heights-Cobble Hill,19876,946,2142,551,1229,361,300,136,227,121,73,64,929,325,913,287,138,69,127,68,11,26,775,279,17734,850,8626,591,7154,521,6854,510,300,126,1472,237,9108,462,6929,413,6536,417,393,158,2179,294
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,51314,1278,7786,767,3154,474,941,226,538,162,403,165,2213,406,4632,511,1349,309,928,261,421,155,3283,418,43528,1328,20349,761,14118,643,13093,613,1025,226,6231,471,23179,839,13055,695,12252,667,803,216,10124,641
BK19,Brighton Beach,26834,993,7139,783,2848,418,886,224,625,178,261,129,1962,337,4291,513,636,192,460,157,176,106,3655,460,19695,1060,9262,641,6481,529,6054,522,427,136,2781,348,10433,621,6178,473,5956,467,222,90,4255,432
BK21,Seagate-Coney Island,24111,958,7420,866,3187,575,1083,393,500,152,583,365,2104,363,4233,496,1259,300,743,207,516,194,2974,356,16691,1004,7756,597,4936,516,4230,483,706,201,2820,396,8935,641,5044,516,4279,460,765,205,3891,404
BK23,West Brighton,14278,591,1770,305,613,160,64,53,51,50,13,28,549,151,1157,222,128,63,104,57,24,45,1029,203,12508,690,5335,429,2808,391,2607,384,201,94,2527,312,7173,469,3771,438,3570,422,201,196,3402,364
BK25,Homecrest,32858,985,4169,556,1947,331,911,199,741,174,170,96,1036,217,2222,320,554,164,349,123,205,104,1668,254,28689,1017,14197,634,9695,574,9007,549,688,182,4502,390,14492,570,7239,467,6544,467,695,179,7253,449
BK26,Gravesend,23169,942,4250,570,1789,339,766,216,502,171,264,129,1023,246,2461,379,726,209,388,136,338,160,1735,262,18919,994,8783,595,5352,458,4900,436,452,152,3431,372,10136,582,5250,475,4856,450,394,130,4886,387
BK27,Bath Beach,23886,957,3489,531,1553,293,516,160,391,138,125,88,1037,240,1936,310,537,172,425,160,112,81,1399,254,20397,1006,10046,625,7033,571,6531,546,502,142,3013,319,10351,561,5317,467,4993,442,324,110,5034,391
BK28,Bensonhurst West,70590,1703,11401,1041,5222,571,2635,355,1900,289,735,185,2587,399,6179,595,1362,235,1115,216,247,98,4817,518,59189,1745,28786,1064,20515,946,18776,915,1739,281,8271,578,30403,992,15868,775,14661,741,1207,219,14535,712
BK29,Bensonhurst East,50699,1286,7592,822,3277,416,1574,281,1198,224,376,168,1703,264,4315,488,1151,245,717,179,434,164,3164,384,43107,1350,21398,816,15527,738,14254,701,1273,264,5871,458,21709,824,11471,681,10584,651,887,192,10238,600
BK30,Dyker Heights,36742,1110,5006,733,2419,395,1177,257,916,215,261,114,1242,266,2587,418,804,201,667,187,137,81,1783,355,31736,1193,15554,760,10758,654,9878,624,880,242,4796,398,16182,702,9035,580,8503,565,532,130,7147,471
BK31,Bay Ridge,68292,1404,9633,945,4259,525,1937,332,1449,275,488,165,2322,345,5374,565,1214,254,779,204,435,150,4160,476,58659,1460,27704,929,20789,795,19432,771,1357,234,6915,504,30955,924,18237,730,16930,708,1307,248,12718,700
BK32,Sunset Park West,40885,1274,9590,883,4082,508,2375,389,1803,329,572,174,1707,310,5508,544,2110,343,1607,283,503,158,3398,405,31295,1340,17017,932,13938,881,13225,850,713,220,3079,367,14278,746,9666,603,8552,566,1114,242,4612,444
BK33,Carroll Gardens-Columbia Street-Red Hook,31861,1007,4454,529,1791,347,875,265,340,155,535,209,916,255,2663,409,893,252,563,183,330,138,1770,294,27407,1060,12726,724,10404,634,9768,608,636,183,2322,380,14681,763,11212,672,10534,661,678,228,3469,386
BK34,Sunset Park East,55800,1587,15677,1121,6797,595,4510,495,3660,427,850,224,2287,311,8880,701,3197,430,2452,332,745,211,5683,555,40123,1650,21298,1086,16502,971,14971,932,1531,273,4796,469,18825,849,11756,636,10895,615,861,177,7069,572
BK35,Stuyvesant Heights,49741,1503,12260,969,4801,578,1765,363,869,249,896,263,3036,407,7459,629,2765,369,1525,277,1240,271,4694,480,37481,1592,16932,976,12268,817,10544,728,1724,325,4664,489,20549,1038,13287,769,12360,724,927,212,7262,607
BK37,Park Slope-Gowanus,60896,1428,4689,624,1834,329,978,234,660,196,318,139,856,215,2855,446,1303,282,1001,243,302,140,1552,314,56207,1455,26955,991,23273,939,21805,916,1468,274,3682,399,29252,954,22899,864,21848,859,1051,236,6353,538
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28709,992,5824,692,2597,427,837,200,404,119,433,163,1760,366,3227,449,1020,223,624,177,396,143,2207,352,22885,998,10743,615,9061,570,8498,545,563,158,1682,262,12142,662,9304,530,8654,519,650,173,2838,345
BK40,Windsor Terrace,18745,715,2123,469,955,215,529,166,424,151,105,69,426,142,1168,356,294,123,168,89,126,74,874,333,16622,718,7896,486,6424,417,6123,412,301,113,1472,238,8726,453,6540,430,6264,419,276,111,2186,240
BK41,Kensington-Ocean Parkway,27319,1004,6328,807,2848,448,1627,302,1220,235,407,167,1221,288,3480,438,967,233,811,211,156,94,2513,346,20991,1103,10450,699,7666,635,7208,610,458,169,2784,331,10541,664,6608,529,6172,506,436,162,3933,444
BK42,Flatbush,82284,1880,16366,1290,6782,722,3121,440,2224,359,897,233,3661,535,9584,812,3320,467,2450,378,870,229,6264,612,65918,1988,30179,1273,23233,1125,21338,1094,1895,314,6946,576,35739,1223,23736,974,21897,920,1839,289,12003,783
BK43,Midwood,39338,1038,7531,751,3252,423,1316,234,896,180,420,152,1936,308,4279,464,1052,223,773,189,279,121,3227,387,31807,1146,15751,750,10673,604,9897,573,776,268,5078,444,16056,670,9208,538,8842,522,366,119,6848,529
BK44,Madison,32652,935,3810,502,1676,309,613,160,507,143,106,77,1063,231,2134,321,389,125,292,104,97,74,1745,289,28842,1013,14022,638,9916,518,9286,505,630,170,4106,382,14820,621,8077,464,7662,460,415,120,6743,459
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,37382,1051,2603,541,1025,252,498,162,293,106,205,131,527,158,1578,357,426,176,234,113,192,142,1152,307,34779,1070,16404,699,11591,552,10691,527,900,194,4813,451,18375,688,10672,573,9744,560,928,236,7703,499
