area_id,area_name,b27011001,b27011001_moe,b27011002,b27011002_moe,b27011003,b27011003_moe,b27011004,b27011004_moe,b27011005,b27011005_moe,b27011006,b27011006_moe,b27011007,b27011007_moe,b27011008,b27011008_moe,b27011009,b27011009_moe,b27011010,b27011010_moe,b27011011,b27011011_moe,b27011012,b27011012_moe,b27011013,b27011013_moe,b27011014,b27011014_moe,b27011015,b27011015_moe,b27011016,b27011016_moe,b27011017,b27011017_moe,b27011018,b27011018_moe,b27011019,b27011019_moe,b27011020,b27011020_moe,b27011021,b27011021_moe,b27011022,b27011022_moe,b27011023,b27011023_moe,b27011024,b27011024_moe,b27011025,b27011025_moe,b27011026,b27011026_moe,b27011027,b27011027_moe,b27011028,b27011028_moe,b27011029,b27011029_moe,b27011030,b27011030_moe,b27011031,b27011031_moe,b27011032,b27011032_moe,b27011033,b27011033_moe,b27011034,b27011034_moe,b27011035,b27011035_moe
BK09,Brooklyn Heights-Cobble Hill,20492,965,14826,755,14038,749,13317,744,12436,727,12325,723,178,90,881,245,721,178,721,178,603,164,651,161,0,29,788,210,773,210,644,201,600,197,81,62,129,82,15,29,15,29,15,29,15,29,0,29,5666,675,3521,565,3317,555,3073,527,472,183,204,95,2145,314,2137,314,1404,254,2074,313,8,31
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,50004,1222,29340,1035,26745,975,25662,972,24239,969,21990,973,2710,426,1423,281,1083,183,1056,181,716,149,829,153,27,60,2595,371,2505,372,1971,321,1101,238,950,219,534,190,90,64,90,64,57,59,90,64,0,55,20664,939,10625,744,9402,707,5526,558,4491,501,1223,278,10039,650,9862,642,3924,418,9826,640,177,113
BK19,Brighton Beach,26276,980,14101,769,13023,748,12561,737,10806,714,9517,708,1512,269,1755,383,462,138,430,128,336,110,300,107,32,60,1078,240,1044,240,640,179,359,133,318,121,404,166,34,42,34,42,14,38,29,42,0,38,12175,745,5903,633,4439,588,2572,447,2246,398,1464,338,6272,447,6224,446,1234,266,6186,444,48,55
BK21,Seagate-Coney Island,22951,917,12212,868,9663,737,9290,737,8034,689,6175,645,2143,376,1256,305,373,123,359,118,284,106,294,104,14,42,2549,512,2526,511,1694,431,501,185,1235,399,832,261,23,39,23,39,14,40,23,39,0,38,10739,676,5478,570,5066,560,1947,370,3596,479,412,142,5261,482,5249,484,901,231,5249,484,12,40
BK23,West Brighton,14123,557,6749,666,6310,662,5830,666,5258,606,4925,598,384,138,572,269,480,149,480,149,401,137,321,116,0,27,439,229,377,181,295,164,194,101,110,86,82,70,62,65,62,65,10,29,62,65,0,27,7374,499,1950,340,1654,311,1042,263,738,186,296,144,5424,455,5424,455,2483,433,5390,448,0,27
BK25,Homecrest,31757,940,18253,842,16522,804,15942,791,13680,723,11437,678,2564,375,2262,431,580,125,530,108,385,96,409,93,50,74,1731,302,1712,301,1131,238,620,178,546,164,581,192,19,50,19,50,10,49,19,50,0,48,13504,680,7135,548,6273,515,4189,433,2323,315,862,194,6369,489,6282,486,2541,376,6258,485,87,73
BK26,Gravesend,22556,896,11991,734,10616,703,10326,698,8643,660,6907,609,2051,426,1683,331,290,90,290,90,226,81,211,70,0,36,1375,274,1357,272,916,240,249,86,682,223,441,142,18,37,18,37,12,39,18,37,0,36,10565,621,4632,464,3653,419,1442,246,2385,376,979,247,5933,502,5933,502,2509,381,5865,507,0,36
BK27,Bath Beach,23410,923,13369,885,12319,828,11886,807,9968,779,8086,718,2004,380,1918,448,433,126,433,126,268,99,356,117,0,40,1050,221,1029,220,688,175,360,117,336,129,341,128,21,37,21,37,0,40,21,37,0,40,10041,567,5443,512,4500,477,2530,353,2236,346,943,256,4598,411,4585,411,1959,280,4577,411,13,43
BK28,Bensonhurst West,68284,1632,40249,1358,36367,1274,35403,1260,28244,1173,21558,1031,7460,717,7159,745,964,217,766,186,385,123,689,173,198,122,3882,419,3730,415,2521,339,1245,231,1354,247,1209,241,152,70,144,69,69,66,126,69,8,64,28035,1084,16049,866,12935,803,6488,571,7190,642,3114,452,11986,754,11765,749,4024,444,11721,748,221,145
BK29,Bensonhurst East,49441,1236,29519,1105,26651,1038,25988,1024,21146,988,16830,897,4924,552,4842,593,663,152,640,148,411,119,580,144,23,58,2868,407,2840,407,1967,324,809,171,1281,281,873,247,28,51,28,51,7,51,28,51,0,51,19922,838,10416,679,8662,654,4505,502,4627,491,1754,325,9506,610,9472,608,3231,399,9405,607,34,55
