area_id,area_name,b13001001,b13001001_moe,b13001002,b13001002_moe,b13001003,b13001003_moe,b13001004,b13001004_moe,b13001005,b13001005_moe,b13001006,b13001006_moe,b13001007,b13001007_moe,b13001008,b13001008_moe,b13001009,b13001009_moe
BK09,Brooklyn Heights-Cobble Hill,7083,489,3282,324,0,29,1424,237,1858,240,3801,437,541,205,2281,326,979,220
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14729,774,7411,492,8,55,2408,340,4995,449,7318,611,1399,253,3759,443,2160,315
BK19,Brighton Beach,7256,570,3783,371,29,50,1204,243,2550,337,3473,457,708,215,1628,308,1137,230
BK21,Seagate-Coney Island,6885,642,2137,316,8,38,607,178,1522,261,4748,530,1093,236,1840,318,1815,290
BK23,West Brighton,2763,400,1353,264,0,27,227,115,1126,252,1410,258,117,60,761,212,532,177
BK25,Homecrest,9574,552,5633,396,47,59,2373,294,3213,318,3941,403,1220,207,1863,272,858,188
BK26,Gravesend,6336,533,3016,333,0,36,1038,224,1978,282,3320,431,965,234,1567,286,788,206
BK27,Bath Beach,7043,518,3786,349,10,40,1344,245,2432,295,3257,402,562,146,1707,297,988,227
BK28,Bensonhurst West,22192,919,11316,605,85,99,4061,422,7170,496,10876,726,2864,358,5730,540,2282,305
BK29,Bensonhurst East,15032,721,8237,472,44,60,3093,344,5100,410,6795,585,1479,252,3637,438,1679,284
BK30,Dyker Heights,11081,617,5904,402,28,59,1850,284,4026,345,5177,482,1147,196,2795,400,1235,223
BK31,Bay Ridge,22289,894,10188,551,33,73,3645,381,6510,482,12101,764,2446,375,6183,534,3472,386
BK32,Sunset Park West,14144,719,6078,450,43,75,2611,356,3424,338,8066,662,1539,288,4611,485,1916,284
BK33,Carroll Gardens-Columbia Street-Red Hook,12194,718,4657,405,0,45,1785,283,2872,328,7537,689,785,220,4526,596,2226,309
BK34,Sunset Park East,19973,857,10504,567,10,60,4286,452,6208,463,9469,663,2229,323,4730,506,2510,337
BK35,Stuyvesant Heights,18829,928,4825,469,2,51,1846,321,2977,362,14004,853,2323,368,7188,585,4493,446
BK37,Park Slope-Gowanus,23549,974,8870,551,0,58,3399,372,5471,443,14679,937,1586,324,9145,754,3948,450
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11507,595,3891,353,0,42,1394,222,2497,304,7616,564,722,189,4543,432,2351,314
BK40,Windsor Terrace,6353,449,2756,290,0,32,875,181,1881,228,3597,429,302,113,2234,379,1061,214
BK41,Kensington-Ocean Parkway,9417,628,4931,386,15,44,2206,325,2710,310,4486,553,1204,249,2365,414,917,207
BK42,Flatbush,30548,1174,10784,641,77,87,3690,408,7017,540,19764,1016,3813,501,9766,757,6185,542
BK43,Midwood,11893,644,6225,431,9,51,2529,325,3687,319,5668,526,1771,286,2645,376,1252,240
BK44,Madison,9201,556,5088,362,0,46,1615,244,3473,318,4113,454,1165,215,2004,303,944,218
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,11418,633,6136,406,8,55,2155,301,3973,347,5282,523,1236,233,2523,374,1523,277
BK46,Ocean Parkway South,4289,411,2189,236,25,45,906,177,1258,207,2100,305,886,212,922,172,292,111
BK50,Canarsie,24885,973,8686,539,0,70,2567,342,6119,460,16199,845,3456,397,7373,570,5370,450
BK58,Flatlands,18832,792,6554,446,34,74,1949,273,4571,391,12278,735,2828,339,5418,499,4032,401
BK60,Prospect Lefferts Gardens-Wingate,19621,1004,6257,531,17,62,2668,408,3572,413,13364,900,2112,369,6529,685,4723,482
BK61,Crown Heights North,30373,1184,7963,600,9,67,2961,385,4993,484,22410,1084,3718,442,11026,768,7666,619
BK63,Crown Heights South,10750,729,3721,366,7,40,1446,239,2268,318,7029,647,1400,292,3619,493,2010,292
BK64,Prospect Heights,6691,575,2098,258,0,32,921,207,1177,196,4593,553,395,147,2891,475,1307,241
BK68,Fort Greene,9172,552,2491,294,0,38,1032,207,1459,228,6681,547,849,260,3900,396,1932,293
BK69,Clinton Hill,12094,671,3203,356,0,40,1286,241,1917,274,8891,644,987,245,5527,523,2377,314
BK72,Williamsburg,6994,446,4401,274,24,40,2735,275,1642,213,2593,370,1557,266,655,205,381,126
BK73,North Side-South Side,15085,789,4435,395,31,57,2039,278,2365,305,10650,754,1139,234,6943,660,2568,381
BK75,Bedford,20194,897,6506,440,51,74,2703,291,3752,373,13688,816,2529,345,7169,611,3990,396
BK76,Greenpoint,10171,636,3421,356,0,42,1491,233,1930,283,6750,608,395,146,5287,555,1068,207
BK77,Bushwick North,17989,822,6250,491,52,69,2658,335,3540,368,11739,736,2187,318,6582,589,2970,355
BK78,Bushwick South,21117,978,6264,540,0,56,2699,376,3565,413,14853,883,2476,403,8330,679,4047,420
BK79,Ocean Hill,9751,580,3201,333,5,38,911,197,2285,295,6550,545,1154,224,3015,369,2381,324
BK81,Brownsville,17612,874,3829,403,17,54,1161,242,2651,336,13783,824,2640,382,6334,582,4809,454
BK82,East New York,27056,1058,7178,562,67,84,2266,326,4845,470,19878,960,4021,445,9451,694,6406,519
BK83,Cypress Hills-City Line,14251,739,5824,468,72,71,2159,315,3593,378,8427,656,2129,341,3882,456,2416,326
BK85,East New York (Pennsylvania Ave),9144,531,2373,298,25,51,818,198,1530,251,6771,513,1474,259,3019,343,2278,291
BK88,Borough Park,22492,893,13431,594,123,90,7231,484,6077,438,9061,671,3881,387,3495,435,1685,295
BK90,East Williamsburg,11025,680,2722,315,31,59,1185,216,1506,250,8303,626,668,231,5657,538,1978,279
BK91,East Flatbush-Farragut,14440,742,4154,400,22,62,1371,254,2761,323,10286,708,1852,300,5072,494,3362,386
BK93,Starrett City,3765,503,672,194,0,24,202,125,470,166,3093,514,264,115,1383,381,1446,348
BK95,Erasmus,8893,716,2781,326,11,36,846,197,1924,270,6112,599,1047,246,2968,454,2097,293
BK96,Rugby-Remsen Village,15836,854,5000,411,7,55,1510,272,3483,353,10836,762,1742,289,4832,515,4262,442
BK99,park-cemetery-etc-Brooklyn,117,75,0,40,0,40,0,40,0,40,117,75,12,40,78,62,27,57
BX01,Claremont-Bathgate,9497,607,2294,283,29,49,646,168,1619,254,7203,554,1493,292,3436,416,2274,316
BX03,Eastchester-Edenwald-Baychester,10707,763,3219,410,2,37,876,253,2341,335,7488,705,1894,351,3183,434,2411,403
BX05,Bedford Park-Fordham North,15307,884,4856,458,40,59,1669,289,3147,405,10451,801,2027,380,4822,540,3602,446
BX06,Belmont,8158,694,1934,318,22,43,724,191,1188,253,6224,626,1705,371,3121,539,1398,258
BX07,Bronxdale,8783,624,2933,346,21,39,1145,266,1767,273,5850,573,1167,239,2554,366,2129,321
BX08,West Farms-Bronx River,9946,744,3301,461,9,40,1375,303,1917,318,6645,640,1297,298,3467,439,1881,309
BX09,Soundview-Castle Hill-Clason Point-Harding Park,15524,1011,4170,463,48,73,1268,289,2854,386,11354,916,2132,406,4956,597,4266,515
BX10,Pelham Bay-Country Club-City Island,5929,634,2063,332,0,34,885,250,1178,271,3866,507,767,260,1691,318,1408,300
BX13,Co-op City,10048,936,3247,539,62,84,875,280,2310,434,6801,778,1389,352,2682,491,2730,373
BX14,East Concourse-Concourse Village,17385,956,5644,506,24,55,2315,393,3305,431,11741,878,2556,393,5103,558,4082,485
BX17,East Tremont,11924,677,3066,371,29,49,1046,217,1991,305,8858,602,1888,328,4147,453,2823,340
BX22,North Riverdale-Fieldston-Riverdale,6425,513,2289,267,0,38,659,155,1630,229,4136,459,1099,215,1980,308,1057,243
BX26,Highbridge,11045,718,3703,389,52,54,1290,244,2361,330,7342,617,1684,359,3368,412,2290,355
BX27,Hunts Point,7793,573,2212,262,63,98,857,193,1292,216,5581,504,966,213,2870,360,1745,246
BX28,Van Cortlandt Village,14384,847,4395,491,22,54,1622,297,2751,375,9989,818,1860,345,4851,576,3278,398
BX29,Spuyten Duyvil-Kingsbridge,6742,481,3158,287,16,42,988,190,2154,271,3584,434,608,190,1673,306,1303,237
BX30,Kingsbridge Heights,9090,736,2633,364,5,37,946,254,1682,285,6457,680,1100,281,3076,487,2281,375
BX31,Allerton-Pelham Gardens,8482,635,3592,331,30,54,989,227,2573,276,4890,522,1176,230,2325,378,1389,243
BX33,Longwood,7163,522,2117,298,0,36,871,213,1246,216,5046,446,966,209,2445,352,1635,269
BX34,Melrose South-Mott Haven North,11564,758,3282,432,78,86,1470,308,1734,291,8282,705,1412,267,4538,536,2332,328
BX35,Morrisania-Melrose,11220,677,2963,338,6,38,1071,219,1886,283,8257,647,1901,326,3465,450,2891,360
BX36,University Heights-Morris Heights,15744,868,4497,463,18,57,1721,305,2758,352,11247,793,2530,380,5300,549,3417,399
BX37,Van Nest-Morris Park-Westchester Square,7755,550,2917,297,5,41,1085,196,1827,247,4838,489,927,209,2567,363,1344,235
BX39,Mott Haven-Port Morris,14295,765,3822,382,41,56,1365,239,2416,318,10473,737,2313,351,4506,486,3654,440
BX40,Fordham South,8224,627,2125,342,0,32,833,244,1292,262,6099,602,1138,269,2814,435,2147,338
BX41,Mount Hope,14952,784,4464,402,9,52,1689,268,2766,327,10488,719,2320,336,4943,488,3225,378
BX43,Norwood,12224,863,3990,468,26,52,1764,342,2200,331,8234,732,1194,258,4306,592,2734,425
BX44,Williamsbridge-Olinville,17520,815,5298,450,20,55,1653,272,3625,381,12222,746,2498,360,5331,496,4393,435
BX46,Parkchester,8488,520,3177,388,0,36,1101,265,2076,338,5311,477,749,218,2632,368,1930,332
BX49,Pelham Parkway,8169,538,3449,352,0,38,1705,282,1744,268,4720,465,781,206,2276,327,1663,322
BX52,Schuylerville-Throgs Neck-Edgewater Park,11133,712,4224,424,10,52,1048,232,3166,372,6909,624,1546,300,3348,421,2015,340
BX55,Soundview-Bruckner,9315,614,2739,332,32,58,1087,227,1620,260,6576,547,1515,273,3239,381,1822,287
BX59,Westchester-Unionport,7978,656,2512,310,0,36,706,179,1806,264,5466,565,1477,317,2351,363,1638,269
BX62,Woodlawn-Wakefield,12900,773,4214,396,0,48,1204,258,3010,334,8686,689,1540,282,4006,482,3140,398
BX63,West Concourse,11419,704,4036,443,46,53,1325,295,2665,387,7383,681,1546,350,3353,457,2484,406
BX75,Crotona Park East,5595,474,1852,269,20,43,596,167,1236,229,3743,461,924,223,1679,297,1140,224
BX98,Rikers Island,856,377,86,39,0,17,32,39,54,38,770,343,34,30,397,258,339,153
BX99,park-cemetery-etc-Bronx,394,107,127,60,0,32,46,42,81,53,267,93,56,47,117,74,94,56
MN01,Marble Hill-Inwood,13809,841,4704,451,0,41,1252,288,3452,422,9105,868,1419,351,4631,595,3055,467
MN03,Central Harlem North-Polo Grounds,23200,1116,5931,547,44,72,1940,343,3947,489,17269,1063,2651,437,8458,754,6160,614
MN04,Hamilton Heights,15546,1082,4220,475,27,51,1679,336,2514,384,11326,1049,1705,349,6284,799,3337,499
MN06,Manhattanville,6923,677,1724,269,48,66,494,141,1182,245,5199,635,685,188,3287,544,1227,276
MN09,Morningside Heights,20379,1607,4196,449,34,54,1964,340,2198,332,16183,1563,3989,690,9419,1107,2775,441
MN11,Central Harlem South,15082,834,4387,411,19,51,1292,247,3076,353,10695,768,1390,306,6055,619,3250,388
